match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,player_sofascoreId,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_totalClearance,stat_interceptionWon,stat_wasFouled,stat_fouls,stat_aerialWon,stat_outfielderBlock,stat_penaltyConceded,captain,stat_challengeLost,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_blockedScoringAttempt,stat_unsuccessfulTouch,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_goals,stat_keyPass,stat_accurateCross,stat_dispossessed,stat_totalTackle,stat_wonTackle,stat_totalOffside,stat_bigChanceMissed,stat_punches
11036494,home,Juventus,Mattia Perin,mattia-perin,M. Perin,G,1,188,3286,M,79645,EUR,721353600,G,36,36,False,21.0,14.0,9.0,2.0,12.0,13.0,2.0,8.0,7.0,1.0,1.0,3.0,90.0,27.0,6.6,8.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11036494,home,Juventus,Federico Gatti,federico-gatti,F. Gatti,D,4,190,4989,M,1128063,EUR,898646400,D,15,15,False,49.0,47.0,3.0,2.0,28.0,30.0,19.0,20.0,4.0,,,,90.0,60.0,6.7,3.0,0,Federico Gatti,,FedericoGatti,1.0,1.0,3.0,2.0,4.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,
11036494,home,Juventus,Bremer,bremer,Bremer,D,3,188,9607,M,885197,EUR,858643200,D,3,3,False,50.0,47.0,2.0,1.0,33.0,34.0,14.0,16.0,5.0,,,,90.0,55.0,6.5,3.0,0,,,Bremer,,1.0,1.0,1.0,2.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
11036494,home,Juventus,Danilo,danilo,Danilo,D,13,184,15246,M,124992,EUR,679536000,D,6,6,False,70.0,65.0,9.0,8.0,31.0,32.0,34.0,38.0,2.0,,,,90.0,89.0,6.9,9.0,3,,,Danilo,,2.0,5.0,6.0,,3.0,4.0,,1.0,,,True,2.0,2.0,1.0,2.0,1.0,2.0,,,,,,,,,,,
11036494,home,Juventus,Juan Cuadrado,juan-cuadrado,J. Cuadrado,M,11,179,11258,M,47743,EUR,580608000,M,11,11,False,56.0,47.0,12.0,8.0,13.0,16.0,34.0,42.0,6.0,,,,90.0,70.0,7.7,12.0,1,,,cuadrado,2.0,,2.0,5.0,2.0,1.0,2.0,1.0,,,,,1.0,3.0,3.0,,,,1.0,1.0,1.0,1.0,,,,,,,
11036494,home,Juventus,Nicolò Fagioli,nicolo-fagioli,N. Fagioli,M,44,178,4329,M,901850,EUR,981936000,M,44,44,False,17.0,15.0,,,8.0,9.0,10.0,12.0,2.0,,,,65.0,30.0,7.1,5.0,0,,,nicolofagioli,4.0,,1.0,2.0,1.0,1.0,1.0,,,,,,,1.0,1.0,,,1.0,,,,2.0,3.0,1.0,,,,,
11036494,home,Juventus,Manuel Locatelli,manuel-locatelli,M. Locatelli,M,5,185,8636,M,363860,EUR,884217600,M,5,5,False,48.0,42.0,8.0,6.0,17.0,20.0,25.0,28.0,11.0,,,,90.0,60.0,6.9,9.0,1,,,locamanuel73,,1.0,5.0,1.0,2.0,2.0,1.0,1.0,,1.0,,,2.0,,,1.0,,2.0,,,,1.0,,1.0,,,,,
11036494,home,Juventus,Adrien Rabiot,adrien-rabiot,A. Rabiot,M,12,191,11334,M,250737,EUR,796867200,M,25,25,False,29.0,22.0,2.0,1.0,5.0,7.0,18.0,25.0,2.0,,,,90.0,43.0,6.5,11.0,0,,,adrienrabiot_25,3.0,1.0,5.0,3.0,3.0,,,2.0,1.0,,,,1.0,2.0,1.0,,,1.0,,,,,1.0,,1.0,1.0,,,
11036494,home,Juventus,Filip Kostić,filip-kostic,F. Kostić,M,18,184,7055,M,126588,EUR,720576000,M,17,17,False,24.0,23.0,,,9.0,9.0,14.0,18.0,4.0,,,,90.0,35.0,6.6,6.0,1,,,filipkostic,3.0,1.0,2.0,1.0,1.0,,,,1.0,,,,,,,1.0,,1.0,,,,1.0,,1.0,,,,,
11036494,home,Juventus,Ángel Di María,angel-di-maria,Á. Di María,F,11,180,84253,M,30027,EUR,571795200,F,22,22,False,32.0,25.0,4.0,2.0,8.0,8.0,18.0,27.0,1.0,,,,65.0,42.0,7.1,11.0,1,,,ÁDiMaría,3.0,,1.0,3.0,,,,,,,,,,4.0,3.0,,,1.0,,1.0,,1.0,1.0,,,,,,
