match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltySave,stat_penaltyFaced,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_duelLost,stat_onTargetScoringAttempt,stat_interceptionWon,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_penaltyConceded,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_challengeLost,stat_totalContest,stat_shotOffTarget,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_keyPass,stat_accurateCross,captain,stat_wasFouled,player_firstName,player_lastName,player_sofascoreId,stat_dispossessed,stat_wonContest,stat_blockedScoringAttempt,stat_totalOffside,stat_goals,stat_errorLeadToAGoal,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_ownGoals,stat_bigChanceMissed,stat_penaltyMiss,stat_bigChanceCreated,stat_hitWoodwork
12501588,home,Torino,Vanja Milinković-Savić,vanja-milinkovic-savic,V. Milinković-Savić,G,32,202,6222,M,356160,EUR,856396800,G,32,32,False,41.0,16.0,36.0,11.0,0.0,7.0,10.0,9.0,31.0,1.0,1.0,2.0,15.0,3.0,3.0,1.0,1.0,7.0,2.0,90.0,62.0,8.8,27.0,0.0137185,0,2.0692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12501588,home,Torino,Marcus Pedersen,marcus-pedersen,M. Pedersen,D,16,178,644,M,934409,EUR,963705600,D,16,16,False,18.0,16.0,3.0,1.0,0.0,9.0,10.0,7.0,9.0,,,3.0,2.0,,,,,,,70.0,35.0,6.4,9.0,0.00342998,1,,1.0,3.0,3.0,1.0,2.0,1.0,3.0,1.0,1.0,0.0439,0.3211,,,,,,,,,,,,,,,,,,,,,,,,,,
12501588,home,Torino,Guillermo Maripán,guillermo-maripan,G. Maripán,D,13,193,2139,M,339909,EUR,768182400,D,13,13,False,23.0,21.0,4.0,4.0,0.0,14.0,15.0,7.0,8.0,2.0,5.0,7.0,1.0,,,,,,,90.0,42.0,7.5,4.0,0.0152883,1,,,1.0,3.0,,1.0,,1.0,,,0.0204,,1.0,1.0,1.0,2.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,,
12501588,home,Torino,Saúl Coco,saul-coco,S. Coco,D,23,188,1248,M,1089453,EUR,918518400,D,23,23,False,16.0,15.0,1.0,1.0,0.0,12.0,12.0,3.0,4.0,,2.0,4.0,1.0,,,,,,,90.0,26.0,6.9,1.0,0.00053456,0,,,1.0,1.0,,1.0,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,
12501588,home,Torino,Cristiano Biraghi,cristiano-biraghi,C. Biraghi,D,34,184,1338,M,122848,EUR,715305600,D,34,34,False,22.0,20.0,3.0,1.0,0.0,11.0,12.0,10.0,17.0,1.0,1.0,6.0,5.0,,,,,,,82.0,49.0,6.9,12.0,0.094383,1,,7.0,2.0,3.0,,1.0,,,,,0.0252,,,1.0,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,
12501588,home,Torino,Samuele Ricci,samuele-ricci,S. Ricci,M,4,182,4118,M,930189,EUR,998352000,M,28,28,False,30.0,28.0,6.0,4.0,0.0,17.0,18.0,11.0,12.0,1.0,2.0,2.0,1.0,,,,,,,70.0,38.0,6.8,3.0,0.0065054,0,,,1.0,4.0,,1.0,,1.0,,3.0,,,,,,1.0,,,,,True,1.0,,,,,,,,,,,,,,,,
12501588,home,Torino,Cesare Casadei,cesare-casadei,C. Casadei,M,22,192,6575,M,1016788,EUR,1042156800,M,22,22,False,22.0,20.0,1.0,1.0,0.0,11.0,11.0,9.0,12.0,1.0,4.0,2.0,2.0,,,,,,,70.0,29.0,6.6,3.0,0.00431279,0,,1.0,,3.0,,,,,,1.0,,,2.0,,,,3.0,,,,,,,,cesarecasadei,,,,,,,,,,,,,
12501588,home,Torino,Valentino Lazaro,valentino-lazaro,V. Lazaro,M,20,180,1014,M,233826,EUR,827625600,M,20,20,False,33.0,27.0,4.0,2.0,0.0,10.0,10.0,17.0,24.0,,2.0,2.0,6.0,,,,,,,90.0,48.0,6.8,9.0,0.013483,0,,1.0,,4.0,,2.0,,,,1.0,,,1.0,2.0,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,
12501588,home,Torino,Nikola Vlašić,nikola-vlasic,N. Vlašić,M,10,178,5477,M,357596,EUR,875923200,M,10,10,False,30.0,24.0,,,0.0,8.0,9.0,17.0,22.0,1.0,4.0,,2.0,,,,,,,90.0,44.0,7.1,9.0,0.0724393,2,,1.0,3.0,5.0,1.0,,,2.0,,1.0,0.1017,0.5201,,2.0,,,1.0,1.0,1.0,1.0,,1.0,,,niksivlasic_,,1.0,1.0,,,,,,,,,,
12501588,home,Torino,Eljif Elmas,eljif-elmas,E. Elmas,M,20,182,3699,M,838232,EUR,938131200,M,11,11,False,14.0,13.0,,,0.0,4.0,4.0,9.0,10.0,,1.0,,1.0,,,,,,,59.0,24.0,6.7,5.0,0.02302,0,,,2.0,5.0,,1.0,,2.0,,3.0,,,,,,1.0,,,2.0,,,1.0,,,,2.0,,,,,,,,,,,,
