match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keyPass,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_aerialWon,stat_penaltyConceded,stat_challengeLost,stat_interceptionWon,stat_accurateCross,stat_dispossessed,stat_shotOffTarget,stat_hitWoodwork,stat_unsuccessfulTouch,stat_goals,stat_bigChanceCreated,stat_totalOffside,player_sofascoreId,stat_outfielderBlock,stat_bigChanceMissed,stat_penaltyWon
12450890,home,Saint-Étienne,Gautier Larsonneur,,,gautier-larsonneur,G. Larsonneur,G,30,181.0,266,M,810526,EUR,856656000,G,30,30,False,True,27.0,23.0,12.0,8.0,0.0,20.0,21.0,3.0,6.0,1.0,6.0,1.0,1.0,2.0,1.0,1.0,1.0,90.0,35.0,6.8,4.0,0.0065055,1.0,0,-0.4819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12450890,home,Saint-Étienne,Yvann Maçon,,,yvann-macon,Y. Maçon,D,27,177.0,147,M,1006486,EUR,907200000,D,27,27,False,,33.0,23.0,6.0,4.0,0.0,9.0,11.0,14.0,25.0,,2.0,,,,,,,67.0,55.0,7.1,16.0,0.0109473,,2,,3.0,1.0,4.0,9.0,4.0,2.0,1.0,1.0,3.0,2.0,4.0,1.0,0.0485,0.1203,,,,,,,,,,,,,,,,
12450890,home,Saint-Étienne,Dylan Batubinsika,,,dylan-batubinsika,D. Batubinsika,D,28,184.0,4399,M,352912,EUR,824342400,D,21,21,False,,73.0,67.0,6.0,3.0,0.0,49.0,51.0,18.0,22.0,2.0,5.0,,,,,,,90.0,80.0,6.3,6.0,0.085952,1.0,0,,,,2.0,8.0,,,,,3.0,2.0,1.0,2.0,,,4.0,1.0,,,,,,,,,,,,,,
12450890,home,Saint-Étienne,Mickael Nade,,,mickael-nade,M. Nade,D,3,186.0,169,M,865847,EUR,920505600,D,3,3,False,,64.0,58.0,3.0,2.0,0.0,40.0,41.0,18.0,23.0,5.0,3.0,,,,,,,90.0,73.0,6.6,6.0,0.0249075,1.0,0,,,2.0,4.0,4.0,,,,,2.0,1.0,,1.0,,,2.0,,1.0,1.0,,,,,,,,,,,,
12450890,home,Saint-Étienne,Léo Pétrot,,,leo-petrot,L. Pétrot,D,21,188.0,232,M,827504,EUR,861062400,D,19,19,False,,66.0,55.0,5.0,2.0,0.0,21.0,25.0,35.0,45.0,1.0,5.0,,,,,,,90.0,94.0,6.8,18.0,0.060141,1.0,1,,4.0,1.0,3.0,5.0,,,1.0,,2.0,1.0,,,0.0477,0.0952,3.0,,1.0,2.0,1.0,1.0,,,,,,,,,,
12450890,home,Saint-Étienne,Benjamin Bouchouari,,,benjamin-bouchouari,B. Bouchouari,M,8,165.0,2363,M,1046446,EUR,1005609600,M,6,6,False,,27.0,18.0,1.0,1.0,0.0,3.0,3.0,15.0,25.0,1.0,1.0,,,,,,,67.0,45.0,6.8,15.0,0.0209861,,2,,1.0,,4.0,5.0,3.0,2.0,,,,,3.0,1.0,0.0647,,,,2.0,,,,2.0,1.0,4.0,,,,,,,
12450890,home,Saint-Étienne,Pierre Ekwah,,,pierre-ekwah,P. Ekwah,M,4,187.0,490,M,996908,EUR,1011052800,M,4,4,False,,70.0,63.0,4.0,1.0,0.0,25.0,26.0,38.0,45.0,5.0,8.0,,,,,,,90.0,92.0,7.5,11.0,0.0506246,1.0,2,,1.0,1.0,5.0,6.0,,,1.0,1.0,1.0,1.0,2.0,1.0,0.05,0.0378,3.0,,1.0,2.0,,2.0,,,1.0,1.0,,,,,,
12450890,home,Saint-Étienne,Florian Tardieu,,,florian-tardieu,F. Tardieu,M,10,184.0,201,M,234142,EUR,703900800,M,10,10,False,,79.0,72.0,4.0,3.0,1.0,19.0,21.0,54.0,68.0,,8.0,,,,,,,90.0,104.0,7.7,20.0,0.308646,3.0,0,,10.0,,4.0,7.0,3.0,1.0,,,3.0,2.0,,3.0,,,3.0,,,,1.0,,,,2.0,,,,,,,
12450890,home,Saint-Étienne,Irvin Cardona,,,irvin-cardona,I. Cardona,F,7,185.0,565,M,605552,EUR,870998400,F,7,7,False,,30.0,19.0,,,0.0,1.0,2.0,19.0,30.0,,2.0,,,,,,,82.0,48.0,9.1,16.0,0.0467561,,5,,2.0,,2.0,4.0,2.0,2.0,5.0,,,,1.0,,0.9788,1.7308,1.0,,1.0,,1.0,1.0,,,3.0,2.0,,,,,,
12450890,home,Saint-Étienne,Lucas Stassin,,,lucas-stassin,L. Stassin,F,9,184.0,2196,M,1126521,EUR,1101686400,F,32,32,False,,28.0,26.0,,,0.0,6.0,6.0,20.0,23.0,,2.0,,,,,,,90.0,42.0,6.9,7.0,0.231733,,2,,1.0,2.0,7.0,5.0,2.0,1.0,,2.0,,,4.0,,0.3204,,,,2.0,,,2.0,,,1.0,,,,,,,
