match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_shotOffTarget,stat_totalClearance,stat_fouls,stat_possessionLostCtrl,stat_expectedGoals,stat_shotValueNormalized,captain,stat_aerialLost,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_challengeLost,stat_outfielderBlock,stat_ownGoals,stat_keyPass,stat_dispossessed,stat_unsuccessfulTouch,stat_wasFouled,stat_totalOffside,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_penaltyConceded,stat_expectedGoalsOnTarget,stat_bigChanceMissed,stat_penaltyMiss,player_sofascoreId,stat_penaltySave,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_bigChanceCreated,stat_hitWoodwork,stat_goals
14065086,home,SV Werder Bremen,Mio Backhaus,Mio Backhaus,,mio-backhaus,M. Backhaus,G,30,194,1073,M,1083390,EUR,1082073600,G,30,30,False,32.0,32.0,4.0,4.0,0.0,31.0,31.0,1.0,1.0,10.0,2.0,3.0,1.0,3.0,90.0,46.0,7.5,0.00023869,0.6487,0,-0.2608,0.04,-0.01,-0.21,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14065086,home,SV Werder Bremen,Yukinari Sugawara,,,yukinari-sugawara,Y. Sugawara,D,3,179,2828,M,905347,EUR,962150400,D,3,3,False,41.0,33.0,9.0,5.0,0.0,17.0,21.0,16.0,20.0,5.0,,,,,73.0,54.0,6.2,0.0555457,,1,,0.11,0.2,-0.37,,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,11.0,0.0683,-0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,
14065086,home,SV Werder Bremen,Marco Friedl,,,marco-friedl,M. Friedl,D,32,187,536,M,825771,EUR,890006400,D,32,32,False,91.0,85.0,12.0,10.0,0.0,45.0,45.0,40.0,46.0,7.0,,,,,90.0,105.0,7.1,0.0300535,,1,,0.33,0.24,-0.46,,,,,1.0,5.0,1.0,1.0,4.0,,6.0,0.035,-0.05,True,1.0,1.0,1.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,
14065086,home,SV Werder Bremen,Karim Coulibaly,,,karim-coulibaly,K. Coulibaly,D,31,191,703,M,1797852,EUR,1179878400,D,31,31,False,92.0,77.0,10.0,3.0,0.0,45.0,46.0,32.0,46.0,5.0,,,,,90.0,105.0,5.9,0.0317539,,0,,0.26,0.24,-1.0,,1.0,,3.0,8.0,5.0,,,4.0,,16.0,,,,7.0,,3.0,2.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
14065086,home,SV Werder Bremen,Felix Agu,,,agu-felix,F. Agu,M,27,180,629,M,933398,EUR,938390400,D,27,27,False,31.0,27.0,,,0.0,10.0,13.0,17.0,18.0,5.0,,,,,90.0,53.0,5.4,0.0125733,,0,,-0.1,0.04,-0.68,,,,,5.0,2.0,,,1.0,2.0,11.0,,,,,,1.0,,,1.0,,,,2.0,4.0,2.0,1.0,,,,,,,,,,,,,
14065086,home,SV Werder Bremen,Senne Lynen,,,senne-lynen,S. Lynen,M,14,182,401,M,826171,EUR,919382400,M,14,14,False,46.0,42.0,7.0,4.0,0.0,28.0,31.0,14.0,15.0,4.0,,,,,77.0,55.0,6.7,0.191737,,1,,0.22,0.13,-0.22,,1.0,1.0,,3.0,2.0,,1.0,1.0,,4.0,0.022,-0.01,,1.0,,,1.0,,2.0,,,2.0,,,1.0,,,,,,,,,,,,,,
14065086,home,SV Werder Bremen,Jens Stage,,,jens-stage,J. Stage,M,6,187,697,M,830142,EUR,847411200,M,6,6,False,24.0,17.0,2.0,1.0,0.0,12.0,13.0,5.0,11.0,2.0,,,,,60.0,27.0,6.4,0.0261372,,1,,0.0,0.1,-0.07,,,,2.0,1.0,2.0,,1.0,,,9.0,0.0628,-0.21,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,
14065086,home,SV Werder Bremen,Cameron Puertas,,,cameron-puertas,C. Puertas,M,18,178,1148,M,916176,EUR,903398400,M,18,18,False,50.0,47.0,4.0,2.0,0.0,21.0,21.0,26.0,29.0,3.0,,,,,90.0,74.0,5.8,0.0356093,,3,,0.21,0.13,-0.3,,3.0,,,9.0,2.0,3.0,1.0,,5.0,16.0,0.103,0.01,,1.0,1.0,,1.0,1.0,,1.0,,,3.0,5.0,,,1.0,1.0,1.0,0.076,,,,,,,,,
14065086,home,SV Werder Bremen,Romano Schmid,,,romano-schmid,R. Schmid,M,20,168,1020,M,830127,EUR,948931200,M,20,20,False,28.0,20.0,1.0,1.0,0.0,5.0,6.0,15.0,22.0,2.0,,,,,73.0,40.0,5.7,0.166095,,1,,0.18,0.15,-0.16,,6.0,3.0,,4.0,1.0,1.0,,,2.0,14.0,0.7884,-0.89,,,1.0,,,,,,,1.0,2.0,1.0,,,1.0,,,0.6397,1.0,1.0,,,,,,,
14065086,home,SV Werder Bremen,Justin Njinmah,,,justin-njinmah,J. Njinmah,F,11,185,714,M,1005343,EUR,974246400,M,11,11,False,14.0,10.0,,,0.0,3.0,3.0,7.0,11.0,1.0,,,,,60.0,27.0,6.3,0.0184333,,2,,-0.13,0.22,-0.12,,1.0,,,3.0,3.0,2.0,,1.0,,8.0,0.0801,-0.46,,,1.0,,2.0,2.0,2.0,,,,,2.0,,,2.0,,,0.0907,,,,,,,,,
