match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAShot,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_shotOffTarget,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_keyPass,stat_dispossessed,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_hitWoodwork,stat_goals,stat_outfielderBlock,stat_interceptionWon,stat_expectedGoalsOnTarget,captain,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_accurateCross,stat_totalContest,stat_blockedScoringAttempt,player_sofascoreId,stat_wonContest,stat_bigChanceCreated,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves
12437683,home,Sevilla,Ørjan Nyland,,,orjan-nyland,Ø. Nyland,G,13,192,1050,M,22209,EUR,652924800,G,13,13,False,20.0,15.0,6.0,1.0,0.0,14.0,16.0,1.0,4.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,90.0,23.0,6.2,5.0,0.0001316,0,-0.0876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437683,home,Sevilla,Juanlu Sánchez,,,juanlu-sanchez,J. Sánchez,M,16,186,1123,M,1010655,EUR,1060905600,D,26,26,False,31.0,28.0,2.0,1.0,0.0,11.0,11.0,17.0,21.0,,,,,,,,80.0,41.0,6.5,6.0,0.0145135,2,,1.0,1.0,4.0,2.0,2.0,1.0,1.0,0.208,1.0,,,,,,,,,,,,,,,,,,,,,
12437683,home,Sevilla,Loïc Badé,,,loic-bade,L. Badé,D,5,191,3177,M,1006489,EUR,955411200,D,22,22,False,106.0,91.0,12.0,3.0,0.0,56.0,60.0,35.0,46.0,2.0,2.0,,7.0,,,,90.0,117.0,7.5,17.0,0.0185813,4,,,1.0,5.0,,3.0,1.0,3.0,0.1752,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.1283,,,,,,,,,,,,,
12437683,home,Sevilla,Nemanja Gudelj,,,nemanja-gudelj,N. Gudelj,M,6,187,1647,M,68332,EUR,690249600,D,6,6,False,108.0,101.0,8.0,6.0,0.0,65.0,67.0,36.0,41.0,2.0,4.0,1.0,8.0,,,,90.0,118.0,7.5,7.0,0.0176162,2,,,1.0,1.0,,2.0,,,0.0457,2.0,,,,,,1.0,2.0,,True,1.0,1.0,1.0,,,,,,,,,
12437683,home,Sevilla,José Ángel Carmona,,,jose-angel-carmona,J. Á. Carmona,D,2,183,1021,M,1015240,EUR,1012262400,D,2,2,False,92.0,82.0,8.0,5.0,0.0,43.0,45.0,40.0,50.0,3.0,8.0,,9.0,,,,90.0,121.0,7.2,18.0,0.0404786,0,,3.0,1.0,6.0,1.0,,,,,1.0,1.0,,,,,,2.0,,,3.0,3.0,2.0,1.0,3.0,,,,,,,
12437683,home,Sevilla,Djibril Sow,,,djibril-sow,D. Sow,M,20,184,1941,M,799054,EUR,855187200,M,20,20,False,63.0,54.0,3.0,1.0,1.0,18.0,19.0,37.0,45.0,1.0,3.0,,8.0,,,,90.0,71.0,7.3,11.0,0.100675,2,,1.0,1.0,2.0,,,1.0,,0.1627,3.0,1.0,,,,,,1.0,,,,,2.0,1.0,,2.0,,,,,,
12437683,home,Sevilla,Albert Sambi Lokonga,,,albert-sambi-lokonga,A. S. Lokonga,M,6,183,3626,M,901892,EUR,940550400,M,12,12,False,85.0,77.0,3.0,2.0,0.0,33.0,35.0,44.0,51.0,1.0,4.0,,2.0,,,,90.0,96.0,6.9,10.0,0.0256279,0,,1.0,,3.0,,,1.0,3.0,,,,,,,,,,,,2.0,1.0,1.0,,,,,,,,,
12437683,home,Sevilla,Saúl Ñíguez,,,saul-niguez,S. Ñíguez,M,8,184,13421,M,116955,EUR,785376000,M,17,17,False,37.0,31.0,1.0,,0.0,11.0,13.0,20.0,26.0,3.0,6.0,,6.0,,,,90.0,56.0,6.9,10.0,0.0127856,5,,2.0,5.0,12.0,2.0,3.0,,3.0,0.2083,3.0,1.0,,,,,1.0,,,,2.0,,1.0,,1.0,2.0,Saul,,,,,
12437683,home,Sevilla,Dodi Lukebakio,,,dodi-lukebakio,D. Lukebakio,M,11,187,4874,M,823631,EUR,875059200,F,11,11,False,42.0,40.0,1.0,1.0,0.0,9.0,9.0,32.0,43.0,1.0,12.0,,,,,,90.0,82.0,8.0,21.0,0.241041,5,,10.0,,8.0,1.0,,3.0,,0.184,5.0,,,3.0,1.0,,,,0.3565,,1.0,,3.0,1.0,14.0,2.0,DLukebakio,7.0,,,,
12437683,home,Sevilla,Peque Fernández,,,peque-fernandez,P. Fernández,M,14,168,904,M,997033,EUR,1033689600,F,14,14,False,12.0,9.0,1.0,1.0,0.0,4.0,4.0,5.0,8.0,2.0,4.0,,1.0,,,,62.0,21.0,6.6,6.0,0.0036971,1,,,2.0,3.0,,,2.0,,0.0918,,1.0,,,,,,,,,,,2.0,,,1.0,,,,,,
