match_id,text,homeScore,awayScore,isLive,time,addedTime,timeSeconds,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,confirmed,isHome,id,incidentClass,player_id,player_name,length,injury
11396245,FT,0.0,2.0,False,90,999.0,5400.0,1,0.0,2700.0,period,,,,,,,,
11396245,,,,,90,1.0,,1,,,varDecision,False,True,24465.0,goalAwarded,108579.0,Harry Kane,,
11396245,,,,,90,0.0,,1,,,injuryTime,,,,,,,5.0,
11396245,,,,,84,,,7,,,substitution,,False,122542594.0,regular,,,,False
11396245,,,,,84,,,7,,,substitution,,False,122542622.0,regular,,,,False
11396245,,,,,84,,,7,,,substitution,,True,122542621.0,regular,,,,False
11396245,,0.0,2.0,,83,,,8,,,goal,,False,180442087.0,regular,800951.0,Julian Ryerson,,
11396245,,,,,74,,,17,,,substitution,,False,122542514.0,regular,,,,False
11396245,,,,,73,,,18,,,substitution,,True,122542513.0,regular,,,,False
11396245,,,,,67,,,24,,,substitution,,False,122542463.0,regular,,,,False
11396245,,,,,67,,,24,,,substitution,,False,122542464.0,regular,,,,False
11396245,,,,,63,,,28,,,substitution,,True,122542414.0,regular,,,,False
11396245,,,,,63,,,28,,,substitution,,True,122542413.0,regular,,,,False
11396245,,,,,63,,,28,,,substitution,,True,122542412.0,regular,,,,False
11396245,HT,0.0,1.0,False,45,999.0,2700.0,1,0.0,2700.0,period,,,,,,,,
11396245,,,,,45,0.0,,1,,,injuryTime,,,,,,,3.0,
11396245,,0.0,1.0,,10,,,36,,,goal,,False,180435678.0,regular,940054.0,Karim Adeyemi,,
