match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_hitWoodwork,stat_interceptionWon,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,stat_dispossessed,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_penaltyWon,player_firstName,player_lastName,stat_totalCross,stat_shotOffTarget,stat_lastManTackle,stat_penaltyConceded,stat_totalContest,stat_wonContest,stat_totalOffside,stat_accurateCross,stat_blockedScoringAttempt,player_sofascoreId,stat_penaltyMiss,captain,stat_bigChanceCreated,stat_goals,stat_ownGoals
12625015,home,Al-Shabab,Seung-gyu Kim,seung-gyu-kim,S. Kim,G,81,187.0,324,M,235686,EUR,654652800,G,18,18,False,25.0,15.0,15.0,6.0,0.0,12.0,15.0,3.0,10.0,1.0,1.0,5.0,9.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,90.0,43.0,7.0,10.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12625015,home,Al-Shabab,Mohammed Al-Thani,mohammed-al-thain,M. Al-Thani,M,17,174.0,72,M,954643,EUR,855532800,D,71,71,False,21.0,14.0,1.0,,0.0,5.0,6.0,9.0,15.0,3.0,3.0,2.0,1.0,,,,,,,,90.0,40.0,6.5,11.0,1,1.0,4.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
12625015,home,Al-Shabab,Nader Al Sharari,nader-abdullah-al-sharari,N. A. Sharari,D,4,184.0,534,M,923040,EUR,831513600,D,5,5,False,20.0,16.0,4.0,1.0,0.0,8.0,8.0,8.0,12.0,,9.0,4.0,3.0,,,,,,,,90.0,41.0,7.6,5.0,0,2.0,4.0,1.0,,,,3.0,,,,1.0,1.0,4.0,2.0,5.0,1.0,,,,,,,,,,,,,,,,,
12625015,home,Al-Shabab,Wesley Hoedt,wesley-hoedt,W. Hoedt,D,4,188.0,354,M,336813,EUR,762912000,D,4,4,False,37.0,29.0,10.0,2.0,0.0,22.0,23.0,7.0,14.0,,3.0,5.0,8.0,,,,,,,,90.0,47.0,6.7,8.0,1,,,,,1.0,,1.0,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
12625015,home,Al-Shabab,Robert Renan,robert-renan,R. Renan,D,30,186.0,3212,M,1191278,EUR,1065830400,D,30,30,False,36.0,31.0,4.0,1.0,0.0,20.0,22.0,11.0,15.0,,5.0,,3.0,,,,,,,,90.0,49.0,7.0,6.0,1,1.0,2.0,,,,,4.0,,2.0,1.0,,1.0,5.0,3.0,,,Robert Renan,,1.0,1.0,1.0,1.0,,,,,,,,,,,
12625015,home,Al-Shabab,Hussain Al-Sebyani,hussain-alsebyani,H. Alsebyani,M,16,168.0,15,M,1152012,EUR,993340800,D,16,16,False,14.0,11.0,1.0,,0.0,6.0,7.0,5.0,9.0,,5.0,2.0,6.0,,,,,,,,76.0,38.0,6.5,12.0,1,,6.0,,,,,,3.0,3.0,,1.0,,2.0,2.0,,,Hussain Alsebyani,,2.0,1.0,,,5.0,3.0,1.0,,,,,,,,
12625015,home,Al-Shabab,Giacomo Bonaventura,giacomo-bonaventura,G. Bonaventura,M,,180.0,1098,M,36784,EUR,619747200,M,7,7,False,10.0,8.0,,,0.0,5.0,5.0,3.0,7.0,,1.0,,4.0,,,,,,,,45.0,16.0,6.4,6.0,0,,2.0,,,,,,,1.0,1.0,1.0,,,,1.0,,,,2.0,,,,,,,,,,,,,,
12625015,home,Al-Shabab,Gustavo Cuéllar,gustavo-cuellar,G. Cuéllar,M,6,175.0,1944,M,180059,EUR,719020800,M,6,6,False,22.0,19.0,2.0,1.0,0.0,13.0,14.0,6.0,8.0,,5.0,3.0,3.0,,,,,,,,76.0,38.0,7.1,5.0,0,,1.0,,,,,2.0,1.0,,,1.0,1.0,5.0,3.0,,,,,,,,,,,,,,,,,,,
12625015,home,Al-Shabab,Cristian Guanca,cristian-guanca,C. Guanca,M,10,177.0,565,M,789438,EUR,733190400,M,11,11,False,35.0,25.0,2.0,1.0,0.0,12.0,14.0,15.0,27.0,,3.0,2.0,4.0,,,,,,,,90.0,55.0,6.8,18.0,4,,4.0,,,1.0,,1.0,,,2.0,2.0,,2.0,1.0,1.0,,,,6.0,2.0,,,2.0,,,2.0,1.0,,,,,,
12625015,home,Al-Shabab,Abderrazak Hamdallah,abderrazak-hamdallah,A. Hamdallah,F,9,182.0,11081,M,826961,EUR,661392000,F,9,9,False,24.0,18.0,2.0,1.0,0.0,5.0,6.0,14.0,19.0,1.0,4.0,2.0,1.0,,,,,,,,90.0,42.0,6.4,12.0,1,2.0,4.0,,1.0,,1.0,,4.0,,1.0,1.0,,,,,,,,1.0,1.0,,,4.0,3.0,1.0,1.0,,abderrazak_hamdallah,1.0,,,,
