match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_shotOffTarget,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,player_firstName,player_lastName,stat_outfielderBlock,stat_keyPass,stat_totalCross,stat_accurateCross,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_bigChanceMissed,stat_blockedScoringAttempt,captain,stat_savedShotsFromInsideTheBox,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_totalOffside
11396295,home,Borussia M'gladbach,Moritz Nicolas,moritz-nicolas,M. Nicolas,G,33,193,411,M,578166,EUR,877392000,G,33,33,False,32.0,27.0,9.0,4.0,26.0,28.0,1.0,4.0,7.0,1.0,2.0,90.0,41.0,7.1,5.0,0.00040879,0,0.0141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396295,home,Borussia M'gladbach,Nico Elvedi,nico-elvedi,N. Elvedi,D,30,188,1059,M,282229,EUR,844041600,D,30,30,False,63.0,54.0,4.0,,40.0,44.0,14.0,19.0,5.0,,,90.0,76.0,7.2,10.0,0.00830381,1,,2.0,4.0,3.0,6.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0276,,,,,,,,,,,,,,,,,,,
11396295,home,Borussia M'gladbach,Ko Itakura,ko-itakura,K. Itakura,D,4,189,3073,M,790989,EUR,854323200,D,3,3,False,69.0,62.0,5.0,3.0,49.0,51.0,13.0,18.0,5.0,,,90.0,85.0,7.6,8.0,0.173745,1,,,2.0,1.0,2.0,1.0,7.0,1.0,,,1.0,,1.0,0.0269,,,2.0,1.0,,,,,,,,,,,,,,,
11396295,home,Borussia M'gladbach,Maximilian Wöber,maximilian-wober,M. Wöber,D,39,188,659,M,794962,EUR,886550400,D,39,39,False,57.0,51.0,6.0,4.0,30.0,32.0,22.0,26.0,6.0,,,72.0,71.0,7.4,8.0,0.0260152,1,,1.0,3.0,5.0,6.0,1.0,1.0,1.0,3.0,2.0,2.0,,2.0,0.0967,,,2.0,,1.0,1.0,2.0,,,,,,,,,,,,
11396295,home,Borussia M'gladbach,Franck Honorat,franck-honorat,F. Honorat,M,9,180,718,M,280453,EUR,839721600,M,9,9,False,30.0,22.0,3.0,,4.0,4.0,20.0,30.0,4.0,,,72.0,49.0,7.3,14.0,0.113785,3,,1.0,,3.0,2.0,1.0,1.0,,1.0,,1.0,,,0.2045,,,,2.0,4.0,2.0,,2.0,1.0,1.0,2.0,0.1839,,,,,,,
11396295,home,Borussia M'gladbach,Florian Neuhaus,florian-neuhaus,F. Neuhaus,M,10,185,880,M,837205,EUR,858470400,M,10,10,False,26.0,25.0,2.0,2.0,10.0,10.0,15.0,16.0,2.0,,,72.0,34.0,6.7,4.0,0.0182251,3,,,,2.0,1.0,,,,1.0,1.0,2.0,,,0.3269,,,,,,,1.0,1.0,,,2.0,0.7582,1.0,1.0,,,,,
11396295,home,Borussia M'gladbach,Julian Weigl,julian-weigl,J. Weigl,M,5,186,1190,M,237068,EUR,810518400,M,8,8,False,52.0,50.0,2.0,1.0,30.0,30.0,20.0,22.0,6.0,,,90.0,60.0,7.1,3.0,0.014684,0,,,,2.0,3.0,,1.0,2.0,1.0,1.0,,,,,,,,1.0,,,1.0,1.0,2.0,2.0,,,,,True,,,,
11396295,home,Borussia M'gladbach,Manu Koné,manu-kone,M. Koné,M,17,186,6974,M,974087,EUR,990057600,M,17,17,False,60.0,54.0,4.0,3.0,20.0,22.0,34.0,40.0,10.0,,,90.0,88.0,8.0,14.0,0.0631303,3,,,,5.0,9.0,,3.0,2.0,1.0,,2.0,3.0,1.0,0.0969,,,1.0,4.0,2.0,,,2.0,7.0,5.0,1.0,0.129,,2.0,,,,,
11396295,home,Borussia M'gladbach,Luca Netz,netz-luca,L. Netz,D,25,180,641,M,979144,EUR,1052956800,M,20,20,False,45.0,42.0,1.0,1.0,9.0,10.0,35.0,42.0,4.0,,,90.0,75.0,7.5,13.0,0.151375,1,,,1.0,6.0,5.0,1.0,2.0,1.0,2.0,,1.0,,2.0,0.0381,,,,4.0,7.0,2.0,,2.0,4.0,2.0,,,,,,,,,
11396295,home,Borussia M'gladbach,Jordan Siebatcheu,jordan-siebatcheu,J. Siebatcheu,F,29,190,661,M,788786,EUR,830476800,F,13,13,False,7.0,4.0,,,1.0,1.0,3.0,6.0,2.0,,,45.0,20.0,6.4,8.0,0.00670511,2,,,4.0,3.0,7.0,1.0,,1.0,,,2.0,3.0,1.0,0.4769,,,,,,,,1.0,1.0,,,,1.0,1.0,,,,,
11396295,home,Borussia M'gladbach,Robin Hack,robin-hack,R. Hack,M,25,176,520,M,876858,EUR,904176000,F,25,25,False,27.0,24.0,2.0,2.0,6.0,6.0,19.0,22.0,1.0,,,58.0,42.0,7.2,10.0,0.187636,2,,,1.0,4.0,3.0,,,1.0,,,3.0,1.0,,0.0395,,,,2.0,1.0,1.0,,2.0,3.0,1.0,2.0,0.0486,,,,,,,
11396295,home,Borussia M'gladbach,Alassane Pléa,alassane-plea,A. Pléa,M,14,180,1816,M,192308,EUR,731721600,F,14,14,True,25.0,19.0,6.0,2.0,4.0,4.0,15.0,21.0,2.0,,,45.0,38.0,7.0,9.0,0.0250857,1,,,1.0,3.0,6.0,,,,,,,2.0,1.0,0.0631,,,,1.0,,,,3.0,3.0,3.0,,,,1.0,,,,,
11396295,home,Borussia M'gladbach,Nathan N'Goumou,nathan-ngoumou,N. Ngoumou,M,19,182,657,M,962409,EUR,952992000,M,19,19,True,13.0,11.0,1.0,,2.0,2.0,9.0,11.0,,,,32.0,22.0,7.1,3.0,0.102916,2,,,1.0,2.0,4.0,2.0,,1.0,,,,1.0,1.0,0.0477,,,,1.0,,,,1.0,2.0,2.0,,,,,,,,,
