match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_errorLeadToAGoal,stat_fouls,stat_aerialWon,stat_outfielderBlock,stat_interceptionWon,stat_lastManTackle,stat_totalCross,stat_accurateCross,stat_dispossessed,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_totalOffside,stat_bigChanceCreated,stat_shotOffTarget,stat_keyPass,captain,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_hitWoodwork,stat_goals,stat_penaltyWon,stat_penaltyMiss,stat_penaltySave,stat_penaltyFaced,stat_punches,stat_penaltyConceded
12504632,home,Empoli,Devis Vásquez,devis-vasquez,D. Vásquez,G,32,195,2465,M,925285,EUR,894931200,G,23,23,False,43.0,35.0,15.0,8.0,0.0,30.0,34.0,5.0,9.0,1.0,11.0,1.0,1.0,1.0,2.0,3.0,3.0,90.0,58.0,7.1,10.0,0.0048388,0,0.2268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12504632,home,Empoli,Saba Goglichidze,saba-goglichidze,S. Goglichidze,D,3,192,1618,M,1126175,EUR,1088121600,D,2,2,False,30.0,23.0,9.0,6.0,0.0,18.0,21.0,5.0,9.0,4.0,1.0,,1.0,1.0,,,,71.0,39.0,6.0,8.0,0.0023664,0,,,,2.0,4.0,1.0,3.0,3.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
12504632,home,Empoli,Ardian Ismajli,ardian-ismajli,A. Ismajli,D,44,188,1151,M,840414,EUR,844041600,D,34,34,False,61.0,53.0,8.0,4.0,0.0,48.0,52.0,5.0,9.0,5.0,4.0,,,,,,,90.0,81.0,7.3,8.0,0.00311255,0,,,,2.0,3.0,,11.0,1.0,1.0,,1.0,4.0,1.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
12504632,home,Empoli,Giuseppe Pezzella,giuseppe-pezzella,G. Pezzella,M,3,187,619,M,814589,EUR,880761600,D,3,3,False,63.0,55.0,9.0,6.0,0.0,41.0,43.0,15.0,25.0,7.0,3.0,,,1.0,,,,90.0,82.0,6.8,14.0,0.0267875,0,,,,1.0,4.0,1.0,4.0,2.0,2.0,,,4.0,1.0,,,5.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,
12504632,home,Empoli,Liberato Cacace,liberato-cacace,L. Cacace,D,13,184,514,M,905264,EUR,970012800,D,13,13,False,25.0,15.0,1.0,1.0,0.0,6.0,10.0,10.0,19.0,5.0,3.0,,1.0,1.0,,,,80.0,53.0,6.5,18.0,0.118405,1,,,,3.0,11.0,2.0,2.0,1.0,1.0,,3.0,1.0,,3.0,,4.0,1.0,1.0,4.0,2.0,1.0,0.025,0.047,,,,,,,,,,,,,,,
12504632,home,Empoli,Emmanuel Gyasi,emmanuel-gyasi,E. Gyasi,M,11,182,716,M,541578,EUR,758246400,M,11,11,False,30.0,24.0,1.0,,0.0,10.0,10.0,15.0,22.0,6.0,3.0,,4.0,,,,,90.0,53.0,6.8,11.0,0.107586,0,,,,1.0,4.0,,1.0,4.0,2.0,,3.0,1.0,,,,2.0,1.0,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,
12504632,home,Empoli,Faustino Anjorin,faustino-anjorin,F. Anjorin,M,14,186,1182,M,907667,EUR,1006473600,M,8,8,False,34.0,30.0,,,1.0,13.0,15.0,17.0,20.0,4.0,6.0,,1.0,2.0,,,,80.0,49.0,7.7,7.0,0.262278,3,,,,1.0,2.0,,1.0,1.0,,,1.0,,,1.0,,1.0,,1.0,1.0,1.0,2.0,0.0927,0.2695,,1.0,1.0,3.0,,,,,,,,,,,
12504632,home,Empoli,Alberto Grassi,alberto-grassi,A. Grassi,M,33,183,263,M,186845,EUR,794534400,M,5,5,False,33.0,29.0,3.0,2.0,0.0,22.0,22.0,7.0,12.0,2.0,5.0,,1.0,2.0,,,,71.0,44.0,6.6,7.0,0.00287954,0,,,,3.0,5.0,1.0,1.0,,,,,,1.0,2.0,,1.0,,1.0,,,,,,,,,,True,,,,,,,,,,
12504632,home,Empoli,Liam Henderson,liam-henderson,L. Henderson,M,16,183,304,M,287573,EUR,830390400,M,6,6,False,17.0,10.0,,,0.0,2.0,3.0,8.0,19.0,,,,1.0,,,,,59.0,26.0,6.6,14.0,0.008222,1,,,,2.0,3.0,,,,,,1.0,,,,,5.0,,,,,,0.0356,,,,1.0,1.0,,,,,,,,,,,
12504632,home,Empoli,Lorenzo Colombo,lorenzo-colombo,L. Colombo,F,29,183,2440,M,930191,EUR,1015545600,F,29,29,False,19.0,15.0,1.0,1.0,0.0,7.0,8.0,8.0,11.0,3.0,2.0,,2.0,1.0,,,,90.0,37.0,7.3,7.0,0.022384,3,,,,5.0,7.0,,1.0,,,,1.0,3.0,,,,,,,1.0,,3.0,0.1758,0.6579,,,,2.0,,,,,,,,,,,
