match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,stat_duelLost,stat_shotOffTarget,stat_fouls,stat_expectedGoals,stat_shotValueNormalized,captain,stat_aerialLost,stat_aerialWon,stat_duelWon,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_goals,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_expectedGoalsOnTarget,stat_totalCross,stat_accurateCross,stat_wasFouled,stat_blockedScoringAttempt,stat_interceptionWon,stat_bigChanceCreated,stat_keyPass,stat_challengeLost,stat_dispossessed,stat_bigChanceMissed,stat_totalOffside,stat_goodHighClaim,stat_lastManTackle,stat_errorLeadToAGoal
14065173,home,1. FC Heidenheim,Diant Ramaj,ramaj-diant,D. Ramaj,G,41,189,935,M,981562,EUR,1000857600,G,41,41,False,42.0,33.0,23.0,14.0,0.0,21.0,22.0,12.0,20.0,3.0,12.0,1.0,1.0,1.0,2.0,2.0,90.0,52.0,7.3,10.0,0.0246072,64.764783156668,11.0,40.845,7.875,0.0064,0,-0.4692,0.25,0.02,0.2,-0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14065173,home,1. FC Heidenheim,Thomas Keller,thomas-keller,T. Keller,M,39,187,42,M,940236,EUR,933811200,D,27,27,False,12.0,9.0,,,0.0,8.0,10.0,1.0,2.0,,1.0,,,,,,45.0,14.0,6.0,3.0,0.00068236,18.975440277925,4.0,8.925,4.725,,1,,-0.02,0.0,-0.18,,,,2.0,1.0,2.0,0.0343,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
14065173,home,1. FC Heidenheim,Patrick Mainka,patrick-mainka,P. Mainka,D,6,194,320,M,254429,EUR,784080000,D,6,6,False,22.0,21.0,4.0,4.0,0.0,10.0,10.0,11.0,12.0,11.0,3.0,,,,,,90.0,45.0,8.5,2.0,0.0106219,18.172743580484,4.0,8.4,4.305,,2,,0.14,0.03,0.31,,,,2.0,1.0,,0.601,0.5,True,2.0,3.0,9.0,1.0,1.0,1.0,1.0,1.0,5.0,4.0,1.0,0.8426,,,,,,,,,,,,,,
14065173,home,1. FC Heidenheim,Benedikt Gimber,benedikt-gimber,B. Gimber,D,5,185,137,M,798936,EUR,856310400,D,5,5,False,16.0,11.0,5.0,3.0,0.0,8.0,11.0,3.0,5.0,2.0,,,,,,,45.0,24.0,6.6,7.0,0.0620117,25.993271753544,4.0,6.825,8.4,,0,,0.18,0.0,-0.22,,,,3.0,,3.0,,,,,3.0,5.0,,,,,,1.0,1.0,2.0,,1.0,1.0,1.0,,,,,,,,,,,
14065173,home,1. FC Heidenheim,Julian Niehues,julian-niehues,J. Niehues,M,16,195,115,M,1066042,EUR,987465600,M,16,16,False,24.0,16.0,3.0,1.0,0.0,8.0,9.0,8.0,15.0,3.0,3.0,,,,,,70.0,35.0,6.7,9.0,0.00587724,27.855666463207,4.0,18.9,8.925,,1,,0.02,0.02,0.0,,,,1.0,,,0.0229,-0.14,,1.0,3.0,4.0,,,,,,,,1.0,,,,1.0,1.0,2.0,,,,,,,,,
14065173,home,1. FC Heidenheim,Marnon Busch,marnon-busch,M. Busch,D,2,182,76,M,168861,EUR,786844800,M,2,2,False,17.0,14.0,4.0,2.0,1.0,7.0,7.0,7.0,10.0,5.0,1.0,,,,,,83.0,39.0,7.5,6.0,0.592377,36.183376997907,4.0,19.32,10.5,,0,,0.5,0.03,0.29,,,,2.0,,,,,,2.0,,2.0,,,,,,1.0,1.0,1.0,,2.0,,1.0,,4.0,2.0,2.0,,,,,,,
14065173,home,1. FC Heidenheim,Jan Schöppner,jan-schoppner,J. Schöppner,M,3,190,163,M,933707,EUR,929145600,M,3,3,False,23.0,12.0,,,0.0,5.0,8.0,7.0,15.0,4.0,2.0,,,,,,90.0,43.0,6.4,17.0,0.203344,40.887171327056,6.0,23.94,10.92,,1,,-0.07,0.16,-0.1,,,,8.0,,1.0,0.0692,-0.51,,3.0,5.0,8.0,2.0,2.0,,,2.0,1.0,,3.0,,2.0,,,1.0,,1.0,2.0,3.0,1.0,,,,,
14065173,home,1. FC Heidenheim,Niklas Dorsch,dorsch-niklas,N. Dorsch,M,30,175,332,M,794995,EUR,884822400,M,30,30,False,17.0,15.0,,,0.0,7.0,8.0,8.0,9.0,3.0,4.0,,,,,,88.0,35.0,6.6,9.0,0.0619831,71.042821137657,10.0,-8.085,11.76,,2,,0.05,0.07,0.22,,,,3.0,2.0,,0.0778,-0.27,,,,1.0,2.0,,,,,1.0,1.0,4.0,,1.0,,,,1.0,,1.0,1.0,,,,,,
14065173,home,1. FC Heidenheim,Jonas Föhrenbach,jonas-fohrenbach,J. Föhrenbach,D,19,185,79,M,311676,EUR,822614400,M,19,19,False,16.0,11.0,2.0,,0.0,4.0,5.0,7.0,11.0,4.0,4.0,,,,,,90.0,44.0,7.6,13.0,0.623056,14.242295448137,2.0,13.86,9.975,,0,,0.6,0.03,0.22,,,,3.0,,,,,,1.0,2.0,5.0,,,,,1.0,3.0,1.0,,,7.0,1.0,,,1.0,1.0,2.0,,2.0,,,,,
14065173,home,1. FC Heidenheim,Marvin Pieringer,marvin-pieringer,M. Pieringer,F,18,189,327,M,909485,EUR,938995200,F,18,18,False,23.0,12.0,3.0,,0.0,6.0,8.0,6.0,15.0,4.0,4.0,,,,,,90.0,45.0,6.7,18.0,0.0574873,72.020774395211,9.0,13.755,11.13,,2,,-0.12,0.13,-0.02,,,,9.0,1.0,2.0,0.2783,-0.56,,4.0,4.0,10.0,1.0,1.0,,,,3.0,1.0,5.0,,,,2.0,1.0,2.0,,3.0,1.0,2.0,1.0,,,,
14065173,home,1. FC Heidenheim,Mathias Honsak,mathias-honsak,M. Honsak,M,17,188,255,M,575952,EUR,851040000,F,17,17,False,19.0,13.0,,,0.0,6.0,7.0,7.0,12.0,2.0,5.0,,,,,,90.0,47.0,6.9,17.0,0.135426,54.160554789606,11.0,-1.785,5.88,,5,,0.07,0.23,0.3,,,,7.0,3.0,1.0,0.5023,-0.5,,,3.0,8.0,4.0,2.0,,,,1.0,1.0,3.0,,2.0,,3.0,2.0,1.0,,1.0,,4.0,2.0,1.0,,,
