match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,player_sofascoreId,stat_accurateOppositionHalfPasses,stat_totalCross,stat_aerialLost,stat_duelLost,stat_totalContest,stat_wonContest,stat_totalClearance,stat_interceptionWon,stat_unsuccessfulTouch,stat_fouls,stat_outfielderBlock,stat_errorLeadToAShot,stat_accurateCross,stat_shotOffTarget,stat_expectedGoals,stat_challengeLost,stat_dispossessed,stat_totalTackle,stat_wonTackle,stat_keyPass,captain,stat_onTargetScoringAttempt,stat_wasFouled,stat_expectedGoalsOnTarget,stat_punches,stat_blockedScoringAttempt,stat_bigChanceCreated,stat_goals,stat_totalOffside
12448297,home,PEC Zwolle,Mike Hauptmeijer,mike-hauptmeijer,M. Hauptmeijer,G,1,190.0,66,M,376448,EUR,858643200,G,40,40,False,33.0,27.0,14.0,8.0,0.0,27.0,31.0,2.0,1.0,1.0,10.0,1.0,1.0,2.0,90.0,45.0,7.0,6.0,0.00027032,0,-0.1686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448297,home,PEC Zwolle,Eliano Reijnders,eliano-reijnders,E. Reijnders,D,2,168.0,8068,M,960112,EUR,972259200,D,23,23,False,57.0,48.0,6.0,4.0,0.0,25.0,29.0,31.0,3.0,4.0,2.0,,,,90.0,87.0,6.7,17.0,0.0196365,0,,,,eliano.r,23.0,3.0,1.0,3.0,2.0,1.0,3.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,
12448297,home,PEC Zwolle,Simon Graves,simon-graves-jensen,S. G. Jensen,D,28,191.0,126,M,927155,EUR,922060800,D,28,28,False,58.0,48.0,7.0,3.0,0.0,32.0,37.0,21.0,3.0,3.0,3.0,,,,61.0,65.0,6.7,10.0,0.0315698,0,,,,,16.0,,,1.0,,,3.0,,,1.0,,,,,,,,,,,,,,,,,,,
12448297,home,PEC Zwolle,Anselmo Garcia McNulty,anselmo-garcia-mcnulty,A. G. McNulty,D,4,187.0,281,M,1005693,EUR,1045612800,D,4,4,False,99.0,87.0,12.0,5.0,0.0,58.0,62.0,37.0,1.0,1.0,4.0,,,,90.0,115.0,6.9,13.0,0.0274551,0,,,,,29.0,,1.0,1.0,,,8.0,2.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,
12448297,home,PEC Zwolle,Damian van der Haar,damian-van-der-haar,D. v. d. Haar,D,33,183.0,49,M,1172732,EUR,1074211200,D,33,33,False,29.0,24.0,1.0,1.0,0.0,14.0,16.0,14.0,,,1.0,,,,45.0,37.0,6.5,6.0,0.0198177,1,,Damian van der Haar,,,11.0,1.0,,,,,1.0,,1.0,,,,1.0,1.0,0.0713,,,,,,,,,,,,,,
12448297,home,PEC Zwolle,Anouar El Azzouzi,anouar-el-azzouzi,A. E. Azzouzi,M,8,181.0,517,M,1021104,EUR,991094400,M,6,6,False,61.0,54.0,6.0,6.0,0.0,33.0,36.0,27.0,3.0,4.0,6.0,,,,90.0,73.0,7.2,9.0,0.325463,1,,,,,23.0,2.0,3.0,7.0,1.0,,3.0,1.0,,1.0,,,2.0,1.0,0.0374,1.0,1.0,1.0,1.0,2.0,,,,,,,,,
12448297,home,PEC Zwolle,Davy van den Berg,davy-van-den-berg,D. v. d. Berg,M,6,185.0,272,M,1001468,EUR,949622400,M,10,10,False,46.0,43.0,4.0,3.0,0.0,20.0,21.0,28.0,1.0,3.0,4.0,,,,75.0,62.0,6.9,10.0,0.0290518,1,,,,,23.0,3.0,2.0,4.0,,,1.0,1.0,3.0,1.0,,,,,0.0288,,1.0,1.0,,1.0,True,1.0,1.0,0.0114,,,,,
12448297,home,PEC Zwolle,Dylan Mbayo,dylan-mbayo,D. Mbayo,M,15,175.0,265,M,923968,EUR,1002758400,M,11,11,False,16.0,10.0,,,0.0,1.0,1.0,15.0,,2.0,2.0,,,,61.0,31.0,6.1,15.0,0.107408,0,,Dylan,Mbayo,,9.0,,,8.0,7.0,2.0,,,1.0,,,,,,,,3.0,,,1.0,,,,,,,,,
12448297,home,PEC Zwolle,Jamiro Monteiro,monteiro-jamiro,J. Monteiro,M,35,175.0,308,M,815080,EUR,754444800,M,35,35,False,36.0,32.0,2.0,1.0,0.0,10.0,11.0,35.0,1.0,10.0,1.0,,,,90.0,64.0,7.2,17.0,0.0862574,0,,Jamiro,Monteiro,,23.0,10.0,,4.0,1.0,,,,1.0,1.0,,,1.0,,,1.0,1.0,6.0,4.0,2.0,,,3.0,,,,,,
12448297,home,PEC Zwolle,Filip Krastev,filip-krastev,F. Krastev,M,10,178.0,1203,M,935556,EUR,1003104000,M,50,50,False,30.0,18.0,3.0,,0.0,7.0,11.0,19.0,,8.0,3.0,,,,74.0,48.0,7.1,17.0,0.0169183,3,,,,,11.0,,1.0,8.0,2.0,1.0,,,2.0,2.0,,,,2.0,0.1424,3.0,1.0,2.0,2.0,,,1.0,5.0,0.0818,,,,,
