match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_shotOffTarget,stat_interceptionWon,stat_totalTackle,stat_fouls,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_totalClearance,stat_outfielderBlock,stat_keyPass,stat_totalContest,stat_wonContest,stat_wonTackle,stat_accurateCross,stat_dispossessed,stat_unsuccessfulTouch,stat_wasFouled,stat_bigChanceCreated,stat_totalOffside,player_sofascoreId,stat_bigChanceMissed,stat_goals,stat_goalAssist,stat_goodHighClaim,stat_punches
10407096,home,RSC Anderlecht,Hendrik Van Crombrugge,,,hendrik-van-crombrugge,H. V. Crombrugge,G,1,188,194,M,110777,EUR,736128000,G,30,30,False,True,17.0,15.0,4.0,3.0,14.0,15.0,1.0,2.0,8.0,1.0,2.0,90.0,25.0,6.3,2.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10407096,home,RSC Anderlecht,Zeno Debast,,,zeno-debast,Z. Debast,D,6,191,3313,M,1126512,EUR,1066867200,D,56,56,False,,63.0,59.0,4.0,3.0,21.0,22.0,38.0,43.0,3.0,,,90.0,73.0,6.7,7.0,1,2.0,1.0,1.0,3.0,3.0,1.0,1.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,
10407096,home,RSC Anderlecht,Wesley Hoedt,,,wesley-hoedt,W. Hoedt,D,4,188,353,M,336813,EUR,762912000,D,4,4,False,,66.0,63.0,5.0,2.0,27.0,29.0,36.0,37.0,12.0,,,90.0,85.0,7.7,4.0,3,,,1.0,,2.0,,1.0,4.0,1.0,,1.0,1.0,8.0,1.0,1.0,,,,,,,,,,,,,,,
10407096,home,RSC Anderlecht,Hannes Delcroix,,,hannes-delcroix,H. Delcroix,D,3,185,5292,M,826169,EUR,920160000,D,3,3,False,,44.0,41.0,4.0,1.0,20.0,21.0,21.0,23.0,4.0,,,56.0,55.0,6.8,3.0,0,,1.0,,1.0,2.0,,,2.0,1.0,,,,1.0,1.0,,1.0,1.0,1.0,,,,,,,,,,,,
10407096,home,RSC Anderlecht,Amir Murillo,,,michael-murillo,A. Murillo,D,62,183,3561,M,839493,EUR,823996800,M,62,62,False,,29.0,24.0,1.0,1.0,10.0,11.0,15.0,20.0,4.0,,,65.0,44.0,6.9,10.0,0,2.0,,,2.0,3.0,,,,2.0,1.0,,,,,1.0,,,,1.0,1.0,3.0,1.0,,,,,,,,
10407096,home,RSC Anderlecht,Anouar Ait El Hadj,,,anouar-ait-el-hadj,A. A. E. Hadj,M,10,167,2679,M,964764,EUR,1019260800,M,46,46,False,,34.0,28.0,4.0,3.0,9.0,10.0,20.0,25.0,5.0,,,56.0,41.0,7.2,8.0,1,1.0,,,1.0,1.0,,,,1.0,,,1.0,,,3.0,,,,1.0,1.0,,,1.0,,,,,,,
10407096,home,RSC Anderlecht,Amadou Diawara,,,amadou-diawara,A. Diawara,M,24,183,1885,M,788895,EUR,869097600,M,21,21,False,,31.0,31.0,2.0,2.0,9.0,9.0,22.0,22.0,3.0,,,78.0,38.0,6.4,3.0,1,,,,4.0,,,,,,1.0,,1.0,1.0,1.0,,1.0,,,,2.0,,,,,,,,,,
10407096,home,RSC Anderlecht,Lior Refaelov,,,lior-refaelov,L. Refaelov,M,,176,243,M,18911,EUR,514857600,M,11,11,False,,19.0,14.0,3.0,1.0,4.0,4.0,14.0,28.0,1.0,,,78.0,44.0,6.7,18.0,0,13.0,,,3.0,5.0,,,,1.0,,,,,,3.0,3.0,2.0,,4.0,2.0,1.0,2.0,,2.0,,,,,,
10407096,home,RSC Anderlecht,Noah Sadiki,,,noah-sadiki,N. Sadiki,M,27,173,15416,M,1171539,EUR,1103241600,M,27,27,False,,35.0,32.0,1.0,1.0,7.0,7.0,25.0,30.0,1.0,,,90.0,63.0,6.7,11.0,0,2.0,2.0,,7.0,7.0,1.0,,,2.0,3.0,,,1.0,,,2.0,2.0,,,1.0,3.0,3.0,,,,,,,,
10407096,home,RSC Anderlecht,Sebastiano Esposito,,,sebastiano-esposito,S. Esposito,F,94,186,4178,M,965008,EUR,1025568000,F,70,70,False,,17.0,14.0,,,2.0,3.0,14.0,22.0,3.0,,,90.0,45.0,7.1,18.0,2,8.0,1.0,,8.0,5.0,,,,,2.0,1.0,1.0,,,4.0,4.0,1.0,,2.0,2.0,4.0,4.0,1.0,2.0,,,,,,
