match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,stat_totalCross,stat_duelLost,stat_challengeLost,stat_fouls,stat_keyPass,stat_accurateCross,stat_aerialLost,stat_shotOffTarget,stat_totalTackle,stat_wonTackle,player_lastName,stat_outfielderBlock,stat_interceptionWon,stat_unsuccessfulTouch,stat_wasFouled,stat_totalContest,stat_wonContest,captain,stat_dispossessed,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_goals,stat_totalOffside,stat_blockedScoringAttempt,stat_goalAssist,stat_bigChanceCreated,stat_hitWoodwork
10913399,home,Al-Khaleej,Marwan Al-Haidari,marwan-al-haidari,M. Al-Haidari,G,96,191.0,32,M,832497,EUR,829267200.0,G,96,96,False,17.0,14.0,9.0,6.0,10.0,10.0,4.0,7.0,1.0,1.0,1.0,7.0,2.0,1.0,2.0,1.0,1.0,90.0,26.0,6.6,4.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10913399,home,Al-Khaleej,Hussain Al-Nuweqi,hussain-al-nuweqi,H. Al-Nuweqi,D,27,170.0,14,M,1525073,EUR,817948800.0,D,27,27,False,30.0,22.0,4.0,2.0,7.0,8.0,15.0,24.0,3.0,3.0,1.0,7.0,,,,,,80.0,41.0,6.6,10.0,0,Hussain Al-Nuweqi,2.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
10913399,home,Al-Khaleej,Mohammed Al-Khabrani,mohammed-al-khabrani,M. Al-Khabrani,D,3,178.0,21,M,818696,EUR,750556800.0,D,3,3,False,26.0,24.0,5.0,4.0,17.0,17.0,8.0,10.0,1.0,2.0,1.0,5.0,,,,,,52.0,31.0,5.8,2.0,1,,1.0,4.0,,2.0,,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
10913399,home,Al-Khaleej,Izuchukwu Jude Anthony,izuchukwu-jude-anthony,I. J. Anthony,D,16,187.0,51,M,834130,EUR,878515200.0,D,25,25,False,35.0,34.0,4.0,4.0,23.0,24.0,11.0,11.0,1.0,4.0,2.0,8.0,,,,,,90.0,47.0,7.1,2.0,0,,,3.0,1.0,,,,2.0,,2.0,2.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,
10913399,home,Al-Khaleej,Pedro Amaral,amaral-pedro,P. Amaral,D,24,178.0,86,M,834247,EUR,872467200.0,D,5,5,False,31.0,27.0,1.0,1.0,10.0,11.0,18.0,27.0,1.0,3.0,,4.0,,,,,,90.0,53.0,6.3,16.0,0,,7.0,4.0,1.0,2.0,2.0,1.0,,,1.0,,,,,3.0,,2.0,1.0,,,,,,,,,,
10913399,home,Al-Khaleej,Lucas Souza,lucas-souza,L. Souza,M,,186.0,38,M,311608,EUR,647049600.0,M,8,8,False,45.0,40.0,2.0,2.0,10.0,11.0,30.0,36.0,1.0,5.0,2.0,5.0,,,,,,90.0,66.0,7.4,12.0,3,,2.0,5.0,1.0,,1.0,,2.0,2.0,2.0,,,,1.0,3.0,,3.0,2.0,True,1.0,1.0,1.0,1.0,1.0,,,,
10913399,home,Al-Khaleej,Khaled Al-Semeiry,khaled-al-semeiry,K. Al-Semeiry,M,88,170.0,35,M,857390,EUR,852076800.0,M,6,6,False,22.0,17.0,3.0,3.0,6.0,6.0,11.0,18.0,,4.0,2.0,4.0,,,,,,58.0,37.0,6.9,8.0,2,,2.0,4.0,1.0,1.0,,,1.0,,3.0,1.0,,,1.0,,1.0,,,,1.0,,,,,2.0,,,
10913399,home,Al-Khaleej,Morato,morato,Morato,M,12,170.0,60,M,866468,EUR,715305600.0,M,10,10,False,33.0,25.0,,,5.0,6.0,20.0,27.0,,7.0,,4.0,,,,,,89.0,46.0,9.3,10.0,2,,,5.0,4.0,1.0,3.0,,,,2.0,,,,1.0,1.0,1.0,4.0,4.0,,,,2.0,2.0,,,1.0,1.0,
10913399,home,Al-Khaleej,André Poko,andre-poko,A. B. Poko,M,53,173.0,385,M,177103,EUR,725846400.0,M,15,15,False,34.0,29.0,1.0,1.0,12.0,13.0,17.0,22.0,,10.0,,3.0,,,,,,90.0,60.0,7.3,11.0,1,,1.0,11.0,5.0,2.0,2.0,,,1.0,5.0,3.0,,,,1.0,,6.0,5.0,,3.0,,,,,,1.0,1.0,
10913399,home,Al-Khaleej,Fábio Martins,fabio-martins,F. Martins,M,10,178.0,359,M,193064,EUR,743472000.0,M,93,93,False,39.0,30.0,6.0,2.0,5.0,7.0,29.0,42.0,,5.0,,6.0,,,,,,89.0,68.0,8.6,20.0,3,,10.0,5.0,1.0,2.0,8.0,4.0,1.0,1.0,2.0,2.0,,,,3.0,1.0,4.0,2.0,,,,1.0,,1.0,1.0,1.0,2.0,
