match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,stat_aerialWon,stat_totalContest,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_dispossessed,stat_shotOffTarget,stat_blockedScoringAttempt,stat_lastManTackle,player_firstName,player_lastName,stat_wasFouled,player_sofascoreId,stat_wonContest,stat_totalOffside,stat_bigChanceCreated,stat_aerialLost,stat_outfielderBlock,captain,stat_bigChanceMissed,stat_hitWoodwork,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_goalsPrevented,stat_errorLeadToAShot
12357122,home,Botafogo,John Victor,john-victor,John,G,12,197,3318,M,840103,EUR,824169600,G,12,12,False,24.0,15.0,15.0,6.0,0.0,10.0,11.0,5.0,13.0,5.0,90.0,28.0,6.7,9.0,0.00058585,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12357122,home,Botafogo,Damián Suárez,damian-suarez,D. Suárez,D,,172,369,M,36982,EUR,578102400,D,22,22,False,27.0,21.0,4.0,1.0,1.0,6.0,6.0,19.0,27.0,5.0,90.0,52.0,7.7,9.0,0.140961,0,6.0,4.0,5.0,4.0,1.0,2.0,1.0,4.0,1.0,1.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12357122,home,Botafogo,Bastos,bastos,Bastos,D,15,184,3202,M,215956,EUR,670032000,D,15,15,False,39.0,29.0,11.0,2.0,0.0,19.0,22.0,10.0,17.0,3.0,90.0,48.0,7.7,11.0,0.00335045,1,,,1.0,5.0,,3.0,1.0,3.0,3.0,,,,2.0,1.0,1.0,1.0,0.081,0.1956,,,,,,,,,,,,,,,,,,,,,,
12357122,home,Botafogo,Alexander Barboza,alexander-barboza,A. Barboza,D,20,193,2577,M,801044,EUR,795312000,D,20,20,False,34.0,23.0,10.0,2.0,0.0,19.0,22.0,4.0,12.0,2.0,90.0,50.0,7.4,13.0,0.00488124,3,,,1.0,5.0,,8.0,1.0,1.0,1.0,1.0,,1.0,4.0,,1.0,,0.0482,0.0699,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
12357122,home,Botafogo,Cuiabano,cuiabano,Cuiabano,D,6,179,2699,M,1160554,EUR,1045353600,D,66,66,False,16.0,10.0,3.0,1.0,0.0,4.0,4.0,6.0,18.0,1.0,90.0,53.0,7.7,17.0,0.00293664,1,6.0,,5.0,8.0,3.0,6.0,1.0,6.0,4.0,1.0,2.0,,1.0,,1.0,,0.031,0.1545,,,,,Cuiabano,,1.0,,,,,,,,,,,,,,,
12357122,home,Botafogo,Luiz Henrique,luiz-henrique,L. Henrique,M,11,182,12999,M,1035995,EUR,978393600,M,7,7,False,14.0,10.0,1.0,1.0,0.0,2.0,2.0,9.0,15.0,4.0,82.0,33.0,7.4,10.0,0.255818,3,3.0,1.0,5.0,6.0,,1.0,1.0,3.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,,0.1327,0.3689,3.0,2.0,,,Luiz Henrique,,2.0,luizhenrique_07,1.0,2.0,,,,,,,,,,,,
12357122,home,Botafogo,Marlon Freitas,marlon-freitas,M. Freitas,M,17,185,3107,M,840202,EUR,796262400,M,17,17,False,47.0,42.0,4.0,3.0,0.0,21.0,23.0,22.0,25.0,8.0,90.0,58.0,7.3,7.0,0.182603,1,1.0,1.0,4.0,3.0,2.0,1.0,,3.0,2.0,1.0,1.0,2.0,,1.0,,,0.0372,,,1.0,,,,,,,,,1.0,,,,,,,,,,,
12357122,home,Botafogo,Gregore,gregore,Gregore,M,26,181,1634,M,840276,EUR,762566400,M,26,26,False,51.0,44.0,3.0,1.0,0.0,15.0,20.0,29.0,31.0,5.0,90.0,66.0,6.9,9.0,0.0199882,1,,,12.0,6.0,1.0,,,4.0,1.0,,7.0,2.0,1.0,1.0,1.0,,0.0248,0.0449,1.0,,,,,,,,1.0,,,3.0,1.0,,,,,,,,,
12357122,home,Botafogo,Tchê Tchê,tche-tche,Tchê Tchê,M,3,175,2494,M,840398,EUR,715132800,M,6,6,False,27.0,24.0,3.0,3.0,0.0,7.0,7.0,17.0,22.0,5.0,87.0,36.0,7.5,6.0,0.120612,2,2.0,,3.0,4.0,,,,1.0,1.0,,2.0,4.0,1.0,1.0,,,0.0937,,1.0,,2.0,,,,1.0,,1.0,,2.0,,,True,,,,,,,,
12357122,home,Botafogo,Júnior Santos,junior-santos,J. Santos,F,37,188,2187,M,922559,EUR,781833600,F,11,11,False,10.0,7.0,,,0.0,1.0,1.0,6.0,10.0,6.0,90.0,33.0,6.2,12.0,0.0240051,5,1.0,,5.0,5.0,2.0,1.0,1.0,2.0,2.0,5.0,1.0,,,1.0,1.0,,1.0613,0.6879,1.0,4.0,,,,,3.0,,,1.0,,,,,3.0,1.0,,,,,,
