match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_duelLost,stat_challengeLost,stat_shotOffTarget,stat_outfielderBlock,stat_interceptionWon,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,stat_aerialLost,stat_totalContest,stat_wonContest,stat_totalTackle,stat_wonTackle,stat_goalAssist,stat_accurateCross,stat_dispossessed,stat_blockedScoringAttempt,stat_errorLeadToAShot,captain,stat_onTargetScoringAttempt,stat_goals,stat_totalOffside,stat_goodHighClaim,stat_totalKeeperSweeper,stat_accurateKeeperSweeper
10583794,home,Al-Ettifaq,Paulo Victor,,,paulo-victor,P. Victor,G,48,187.0,212,M,34142,EUR,537408000.0,G,48,48,False,17.0,13.0,8.0,4.0,11.0,14.0,2.0,3.0,1.0,1.0,1.0,7.0,1.0,2.0,4.0,1.0,90.0,28.0,7.0,4.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
10583794,home,Al-Ettifaq,Saeed Almuwallad,,,saeed-al-muwallad,S. Almuwallad,D,2,184.0,20,M,872205,EUR,668476800.0,D,2,2,False,39.0,29.0,3.0,,19.0,21.0,10.0,21.0,2.0,3.0,1.0,4.0,1.0,,,,90.0,56.0,6.3,15.0,1,3.0,5.0,2.0,1.0,1.0,3.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,
10583794,home,Al-Ettifaq,Marcel Tisserand,,,marcel-tisserand,M. Tisserand,D,32,190.0,461,M,338651,EUR,726624000.0,D,32,32,False,44.0,38.0,10.0,6.0,26.0,26.0,12.0,18.0,1.0,3.0,2.0,8.0,,,,,90.0,49.0,6.6,7.0,0,,2.0,,,,,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,
10583794,home,Al-Ettifaq,Abdullah Al Khateeb,,,abdullah-al-khateeb,A. A. Khateeb,D,70,173.0,38,M,920498,EUR,794966400.0,D,70,70,False,50.0,46.0,5.0,4.0,41.0,42.0,5.0,8.0,1.0,5.0,1.0,12.0,,,,,90.0,65.0,7.4,5.0,1,,1.0,,1.0,,3.0,1.0,1.0,,,,,4.0,4.0,,,,,,,,,,,,
10583794,home,Al-Ettifaq,Abdulrahman Al-Obaid,,,abdulrahman-al-obaid,A. Al-Obaid,D,13,172.0,51,M,818705,EUR,736128000.0,D,13,13,False,35.0,25.0,5.0,1.0,18.0,21.0,8.0,18.0,4.0,11.0,1.0,6.0,1.0,,,,89.0,62.0,6.8,15.0,0,4.0,7.0,1.0,,,3.0,1.0,1.0,1.0,5.0,,,6.0,3.0,1.0,1.0,,,,,,,,,,
10583794,home,Al-Ettifaq,Ali Hazazi,,,ali-hazazi,A. Hazazi,M,11,185.0,62,M,818699,EUR,761529600.0,M,11,11,False,40.0,33.0,2.0,1.0,22.0,23.0,11.0,17.0,,7.0,1.0,8.0,1.0,,,,76.0,53.0,6.7,10.0,1,,3.0,1.0,,,,1.0,,,,4.0,4.0,2.0,2.0,,,2.0,1.0,,,,,,,,
10583794,home,Al-Ettifaq,Berat Ayberk Özdemir,,,berat-ayberk-ozdemir,B. A. Özdemir,M,2,187.0,216,M,876857,EUR,895881600.0,M,98,98,False,56.0,51.0,15.0,10.0,29.0,30.0,22.0,26.0,1.0,3.0,,8.0,,,,,76.0,64.0,6.5,7.0,1,,3.0,2.0,,,,1.0,,1.0,,2.0,1.0,1.0,,,,,1.0,1.0,,,,,,,
10583794,home,Al-Ettifaq,Mohammed Al-Kuwaykibi,,,mohammed-al-kuwaykibi,M. Al-Kuwaykibi,F,7,168.0,101,M,847233,EUR,786326400.0,M,7,7,False,31.0,24.0,4.0,3.0,7.0,8.0,18.0,29.0,,2.0,1.0,2.0,1.0,,,,90.0,53.0,6.8,19.0,2,6.0,5.0,3.0,,,,4.0,,1.0,,2.0,1.0,,,,1.0,1.0,1.0,,True,1.0,1.0,,,,
10583794,home,Al-Ettifaq,Hamed Al-Ghamdi,,,hamed-al-ghamdi,H. Al-Ghamdi,M,80,162.0,225,M,985140,EUR,923011200.0,M,8,8,False,29.0,22.0,2.0,1.0,6.0,7.0,17.0,25.0,,3.0,,4.0,1.0,,,,90.0,46.0,5.9,16.0,0,3.0,10.0,3.0,,,,1.0,,2.0,1.0,3.0,1.0,1.0,,,1.0,4.0,,,,,,,,,
10583794,home,Al-Ettifaq,Ahmed Al-Ghamdi,,,ahmed-al-ghamdi,A. Al-Ghamdi,M,27,178.0,356,M,984415,EUR,1000944000.0,M,15,15,False,12.0,7.0,1.0,,3.0,4.0,4.0,9.0,,2.0,,2.0,1.0,,,,61.0,22.0,6.5,10.0,1,1.0,4.0,,,,1.0,3.0,2.0,,1.0,,,1.0,1.0,,,1.0,1.0,,,,,,,,
