match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,captain,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_onTargetScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_keyPass,stat_bigChanceCreated,stat_outfielderBlock,stat_unsuccessfulTouch,stat_fouls,stat_dispossessed,stat_shotOffTarget,stat_aerialLost,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_totalOffside,stat_accurateCross,stat_wasFouled,stat_wonContest,player_sofascoreId,stat_goals,stat_goalAssist
11452979,home,Al-Okhdood,Paulo Vítor,,,paulo-vitor,P. Vítor,G,1,195.0,133,M,861003,EUR,596073600,G,1,1,False,27.0,14.0,18.0,6.0,11.0,13.0,3.0,14.0,1.0,10.0,1.0,3.0,4.0,90.0,40.0,7.3,14.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11452979,home,Al-Okhdood,Hussain Al Zabdani,Hussain Al Zabdani,,hussain-al-zabdani,H. A. Zabdani,D,8,183.0,18,M,1521661,EUR,797904000,D,8,8,False,32.0,19.0,6.0,4.0,10.0,16.0,9.0,18.0,1.0,9.0,,,,90.0,62.0,7.4,17.0,1,True,2.0,1.0,4.0,8.0,3.0,1.0,1.0,2.0,7.0,4.0,1.0,,,,,,,,,,,,,,,,
11452979,home,Al-Okhdood,Solomon Kvirkvelia,,,solomon-kvirkvelia,S. Kvirkvelia,D,,196.0,258,M,95636,EUR,697334400,D,5,5,False,36.0,29.0,13.0,8.0,18.0,18.0,11.0,18.0,6.0,4.0,,,,90.0,52.0,7.7,8.0,0,,,2.0,1.0,7.0,,,,1.0,5.0,3.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,
11452979,home,Al-Okhdood,Saeed Al-Rabiei,,,saeed-al-rabiei,S. Al-Rabiei,D,4,187.0,32,M,954639,EUR,746841600,D,4,4,False,19.0,16.0,,,11.0,13.0,5.0,6.0,2.0,4.0,,,,88.0,27.0,6.4,4.0,1,,,2.0,5.0,3.0,2.0,,,1.0,1.0,1.0,,,,,2.0,1.0,1.0,,,,,,,,,,
11452979,home,Al-Okhdood,Andrei Burcă,,,andrei-burca,A. Burcă,D,33,188.0,560,M,846999,EUR,734832000,D,3,3,False,32.0,26.0,6.0,3.0,15.0,18.0,11.0,14.0,3.0,7.0,,,,90.0,48.0,6.9,7.0,3,,,3.0,1.0,4.0,,,2.0,2.0,1.0,,,,1.0,1.0,,,,1.0,2.0,1.0,1.0,,,,,,
11452979,home,Al-Okhdood,Hamed Al-Mansour,,,hamed-al-mansour,H. Al-Mansour,D,,172.0,357,M,818578,EUR,737769600,D,20,20,False,25.0,20.0,3.0,,4.0,7.0,18.0,21.0,1.0,5.0,,,,82.0,41.0,7.1,7.0,1,,3.0,1.0,,2.0,,,,2.0,,,,,1.0,,,,1.0,,,,1.0,2.0,1.0,,,,
11452979,home,Al-Okhdood,Alex Collado,Alex,Collado,alex-collado,A. Collado,M,8,177.0,1606,M,859767,EUR,924739200,M,11,11,False,32.0,29.0,3.0,3.0,7.0,7.0,23.0,31.0,,7.0,,,,90.0,54.0,7.1,15.0,0,,6.0,,5.0,2.0,2.0,3.0,,,,,1.0,1.0,,1.0,,,,1.0,,,1.0,1.0,1.0,1.0,,,
11452979,home,Al-Okhdood,Eid Al Muwallad,Eid Al Muwallad,,eid-al-muwallad,E. A. Muwallad,M,14,175.0,194,M,1521467,EUR,1008288000,M,6,6,False,31.0,29.0,,,18.0,19.0,11.0,12.0,3.0,6.0,,,,82.0,57.0,7.6,3.0,0,,,,4.0,13.0,,,,2.0,10.0,4.0,2.0,,,,5.0,,,,,,,,3.0,,,,
11452979,home,Al-Okhdood,Florin Tănase,,,florin-tanase,F. Tănase,M,10,185.0,1396,M,537032,EUR,788745600,M,10,10,False,36.0,27.0,5.0,3.0,8.0,11.0,19.0,30.0,2.0,7.0,,,,90.0,52.0,6.4,17.0,0,,5.0,,8.0,1.0,4.0,1.0,,2.0,,,,,,1.0,1.0,1.0,,1.0,,,,,1.0,,,,
11452979,home,Al-Okhdood,Saviour Godwin,,,saviour-godwin,S. Godwin,M,77,170.0,248,M,359650,EUR,840672000,M,99,99,False,21.0,15.0,,,3.0,3.0,12.0,24.0,,3.0,,,,90.0,46.0,6.7,25.0,2,,6.0,1.0,6.0,4.0,,6.0,,,,,,,,4.0,,3.0,2.0,,1.0,,,,,3.0,,,
11452979,home,Al-Okhdood,Léandre Tawamba,,,leandre-tawamba,L. Tawamba,F,,189.0,255,M,315224,EUR,630115200,F,9,9,False,23.0,19.0,2.0,1.0,5.0,5.0,14.0,18.0,2.0,3.0,,,,90.0,41.0,7.6,10.0,0,,,6.0,3.0,13.0,,4.0,,,1.0,1.0,2.0,,,4.0,,,,2.0,,,2.0,,3.0,3.0,,,
11452979,home,Al-Okhdood,Awdh Faraj,,,awdh-faraj,A. Faraj,D,,172.0,16,M,791404,EUR,584928000,M,27,27,True,8.0,7.0,1.0,,1.0,1.0,7.0,8.0,,1.0,,,,8.0,11.0,6.6,2.0,0,,1.0,,1.0,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,
11452979,home,Al-Okhdood,Abdulaziz Al Hatila,Abdulaziz Al Hatila,,abdulaziz-al-hatila,A. A. Hatila,M,12,175.0,27,M,1521660,EUR,895363200,M,12,12,True,8.0,7.0,,,3.0,3.0,4.0,6.0,,2.0,,,,8.0,14.0,6.7,3.0,0,,1.0,,1.0,2.0,,2.0,,,1.0,1.0,,,,,,,,,,,,,,1.0,,,
11452979,home,Al-Okhdood,Ahmed Mostafa,,,ahmed-mostafa,A. Mostafa,M,14,173.0,67,M,873558,EUR,877392000,M,14,14,True,4.0,1.0,,,,1.0,1.0,3.0,,,,,,11.0,6.0,6.9,3.0,1,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,1.0,,,
11452979,home,Al-Okhdood,Hussein Shaian,,,hussain-abdoh-al-shaian,H. Shaian,G,,190.0,4,M,791429,EUR,611884800,G,23,23,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11452979,home,Al-Okhdood,Abdulrahman Al-Rio,Abdulrahman,Al-Rio,abdulrahman-khalid-al-rio,A. K. Al Rio,D,26,185.0,5,M,828445,EUR,768960000,D,2,2,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11452979,home,Al-Okhdood,Mohammed Al Jahif,Mohammed Al Jahif,,mohammed-al-jahif,M. A. Jahif,M,10,175.0,11,M,1521471,EUR,912297600,M,21,21,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11452979,home,Al-Okhdood,Saleh Al-Harthi,Saleh Al-Harthi,,saleh-al-harthi,S. Al-Harthi,M,20,167.0,13,M,1182099,EUR,808012800,M,7,7,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11452979,home,Al-Okhdood,Sharaf Al Salim,Sharaf Al Salim,,sharaf-al-salim,S. A. Salim,M,17,,5,M,1521663,EUR,934761600,M,17,17,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11452979,home,Al-Okhdood,Hassan Al-Habib,,,hassan-al-habib,H. Al-Habib,M,15,183.0,6,M,847228,EUR,779500800,M,77,77,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11452979,away,Al-Ittihad,Marcelo Grohe,,,marcelo-grohe,M. Grohe,G,43,188.0,626,M,39427,EUR,537494400,G,34,34,False,31.0,24.0,10.0,3.0,23.0,24.0,1.0,7.0,1.0,14.0,1.0,4.0,4.0,90.0,42.0,7.8,7.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11452979,away,Al-Ittihad,Madallah Al-Olayan,,,madallah-al-olayan,M. Al-Olayan,D,33,170.0,81,M,818813,EUR,777772800,D,33,33,False,59.0,44.0,7.0,1.0,17.0,22.0,28.0,43.0,3.0,6.0,,,,90.0,84.0,7.5,22.0,1,,6.0,,2.0,3.0,1.0,,,2.0,3.0,3.0,,,,,1.0,,1.0,,,,,1.0,,,,,
11452979,away,Al-Ittihad,Luiz Felipe,,,luiz-felipe,L. Felipe,D,5,187.0,1042,M,850035,EUR,858988800,D,5,5,False,52.0,49.0,1.0,,32.0,34.0,17.0,18.0,1.0,5.0,,,,66.0,63.0,6.8,4.0,0,,,1.0,8.0,6.0,3.0,1.0,,,4.0,3.0,,,,,,1.0,,4.0,,,,,,1.0,,,
11452979,away,Al-Ittihad,Ahmed Sharahili,,,ahmed-sharahili,A. Sharahili,D,20,184.0,296,M,794331,EUR,768355200,D,20,20,False,66.0,59.0,4.0,2.0,45.0,51.0,14.0,15.0,7.0,4.0,,,,90.0,75.0,7.1,7.0,0,,,1.0,2.0,1.0,1.0,,,2.0,,,,,,,,,,1.0,,,,,,,,,
11452979,away,Al-Ittihad,Hassan Kadesh,,,hassan-kadesh,H. Kadesh,D,15,179.0,398,M,847235,EUR,712627200,D,15,15,False,72.0,67.0,2.0,1.0,43.0,47.0,24.0,25.0,6.0,3.0,,,,90.0,84.0,7.3,5.0,0,,,2.0,5.0,5.0,,2.0,,2.0,1.0,,,,,,2.0,,,3.0,,,,,,2.0,,,
11452979,away,Al-Ittihad,Ahmed Bamasud,,,ahmed-bamasud,A. Bamasud,D,18,175.0,114,M,893197,EUR,816998400,D,28,28,False,48.0,40.0,5.0,2.0,17.0,19.0,23.0,33.0,4.0,5.0,,,,90.0,79.0,6.9,18.0,0,,4.0,,5.0,2.0,,5.0,,1.0,1.0,,1.0,,,1.0,,,,1.0,,,,,,1.0,,,
11452979,away,Al-Ittihad,Saleh Al-Amri,,,saleh-al-amri,S. Al-Amri,M,93,176.0,147,M,791578,EUR,750556800,M,77,77,False,32.0,27.0,1.0,,9.0,11.0,18.0,26.0,,5.0,,,,78.0,53.0,6.1,17.0,3,,5.0,1.0,6.0,1.0,,2.0,,,,,1.0,,,2.0,1.0,2.0,1.0,1.0,1.0,2.0,,,,,,,
11452979,away,Al-Ittihad,N'Golo Kanté,,,ngolo-kante,N. Kanté,M,17,169.0,44806,M,234148,EUR,670204800,M,7,7,False,57.0,49.0,,,24.0,28.0,25.0,29.0,3.0,10.0,,,,90.0,80.0,7.2,12.0,1,,,,4.0,7.0,,4.0,,1.0,3.0,2.0,,,,1.0,,2.0,,1.0,,1.0,,,1.0,3.0,nglkante,,
11452979,away,Al-Ittihad,Fabinho,,,fabinho,Fabinho,M,8,187.0,9249,M,243585,EUR,751334400,M,8,8,False,69.0,64.0,5.0,4.0,30.0,30.0,34.0,39.0,4.0,8.0,,,,90.0,85.0,6.9,10.0,0,,,,9.0,2.0,3.0,1.0,,4.0,1.0,1.0,,,,1.0,3.0,2.0,,,,,,,1.0,,Fabinho,,
11452979,away,Al-Ittihad,Romarinho,,,romarinho,Romarinho,M,,176.0,1742,M,797619,EUR,660960000,M,90,90,False,53.0,47.0,,,15.0,16.0,32.0,38.0,,6.0,,,,89.0,78.0,6.6,17.0,2,,1.0,1.0,8.0,7.0,,5.0,2.0,,,,2.0,,,3.0,1.0,3.0,,,1.0,,,,5.0,1.0,,,
11452979,away,Al-Ittihad,Karim Benzema,,,karim-benzema,K. Benzema,F,90,184.0,194410,M,3306,EUR,566870400,F,9,9,False,32.0,24.0,1.0,,6.0,8.0,18.0,25.0,,1.0,,,,90.0,49.0,8.4,13.0,3,True,1.0,,4.0,3.0,,5.0,3.0,,,,4.0,2.0,,1.0,1.0,,,,,,1.0,,1.0,2.0,KBenz9,1.0,
11452979,away,Al-Ittihad,Haroune Camara,,,haroune-camara,H. Camara,F,70,187.0,2967,M,926730,EUR,883612800,F,70,70,True,5.0,5.0,1.0,1.0,,,5.0,5.0,,,,,,24.0,9.0,7.2,2.0,0,,,,3.0,1.0,,2.0,,,,,1.0,1.0,,1.0,,,,2.0,,,,,,1.0,,,1.0
11452979,away,Al-Ittihad,Sultan Farhan,,,sultan-farhan,S. Farhan,M,5,180.0,54,M,908619,EUR,843609600,M,6,6,True,10.0,9.0,1.0,,4.0,5.0,5.0,5.0,,,,,,12.0,15.0,6.4,1.0,0,,,,3.0,1.0,1.0,,,,1.0,1.0,,,,,,,,2.0,,,,,,,,,
11452979,away,Al-Ittihad,Omar Hawsawi,,,omar-hawsawi,O. Hawsawi,D,,184.0,54,M,350072,EUR,496627200,D,4,4,True,,,,,,,,,,,,,,1.0,2.0,,,0,,,,1.0,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,
11452979,away,Al-Ittihad,Abdullah Al-Mayouf,,,abdullah-al-mayouf,A. Al-Mayouf,G,,187.0,197,M,118159,EUR,538358400,G,1,1,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11452979,away,Al-Ittihad,Suwailem Al-Manhali,,,swailem-al-menhali,S. Al-Menhali,D,93,182.0,54,M,1217919,EUR,1082160000,D,25,25,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11452979,away,Al-Ittihad,Turki Al-Jaadi,Turki Al Jaadi,,turki-al-jaadi,T. Al-Jaadi,D,12,170.0,28,M,1542114,EUR,1048982400,M,19,19,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11452979,away,Al-Ittihad,Marwan Alsahafi,,,alsahafi-marwan,M. Alsahafi,F,9,179.0,1132,M,1474689,EUR,1076976000,M,17,17,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
