match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_totalTackle,stat_wonTackle,stat_fouls,stat_keyPass,stat_challengeLost,stat_dispossessed,stat_totalClearance,stat_interceptionWon,stat_wasFouled,stat_unsuccessfulTouch,stat_totalCross,player_sofascoreId,stat_goalAssist,stat_accurateCross,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_shotOffTarget,captain,stat_bigChanceMissed,stat_totalOffside,stat_goodHighClaim,stat_outfielderBlock
10407352,home,Royale Union Saint-Gilloise,Anthony Moris,anthony-moris,A. Moris,G,49,184,298,M,39457,EUR,641347200,G,49,49,False,28.0,22.0,14.0,8.0,19.0,21.0,3.0,7.0,14.0,2.0,2.0,90.0,40.0,7.5,6.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10407352,home,Royale Union Saint-Gilloise,Ismael Kandouss,ismael-kandouss,I. Kandouss,D,27,192,741,M,934196,EUR,879292800,D,59,59,False,67.0,57.0,7.0,3.0,34.0,36.0,23.0,31.0,8.0,,,90.0,81.0,7.0,10.0,0,,,3.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
10407352,home,Royale Union Saint-Gilloise,Christian Burgess,christian-burgess,C. Burgess,D,16,196,314,M,303634,EUR,686793600,D,16,16,False,69.0,63.0,8.0,6.0,43.0,44.0,20.0,25.0,3.0,,,90.0,78.0,7.2,7.0,0,,,,7.0,2.0,8.0,,,,,,,1.0,1.0,6.0,1.0,1.0,,,,,,,,,,,,,,,
10407352,home,Royale Union Saint-Gilloise,Siebe Van Der Heyden,siebe-van-der-heyden,S. V. D. Heyden,D,44,185,273,M,842164,EUR,896486400,D,44,44,False,64.0,52.0,6.0,,31.0,34.0,21.0,30.0,7.0,,,90.0,78.0,6.7,14.0,0,,,1.0,1.0,4.0,5.0,2.0,1.0,2.0,1.0,1.0,,1.0,,2.0,,1.0,1.0,,,,,,,,,,,,,,
10407352,home,Royale Union Saint-Gilloise,Bart Nieuwkoop,bart-nieuwkoop,B. Nieuwkoop,D,2,180,335,M,797279,EUR,826156800,M,2,2,False,35.0,27.0,3.0,,10.0,12.0,17.0,24.0,4.0,,,86.0,45.0,6.7,11.0,0,,,1.0,,3.0,2.0,1.0,,2.0,2.0,1.0,1.0,,,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,
10407352,home,Royale Union Saint-Gilloise,Lazare Amani,jean-thierry-lazare-amani,L. Amani,M,88,172,4130,M,845136,EUR,889228800,M,8,8,False,32.0,24.0,1.0,,12.0,13.0,13.0,22.0,5.0,,,89.0,54.0,8.4,16.0,2,Jean Thierry Lazare,Amani,,,4.0,5.0,2.0,1.0,3.0,3.0,1.0,2.0,1.0,1.0,,2.0,1.0,3.0,3.0,jtl_amani_8,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,
10407352,home,Royale Union Saint-Gilloise,Senne Lynen,senne-lynen,S. Lynen,M,14,182,400,M,826171,EUR,919382400,M,20,20,False,50.0,40.0,12.0,7.0,21.0,23.0,19.0,30.0,12.0,,,90.0,72.0,6.8,16.0,1,,,1.0,,4.0,2.0,2.0,1.0,,,,,1.0,1.0,1.0,2.0,1.0,1.0,3.0,,,,,,,,1.0,,,,,
10407352,home,Royale Union Saint-Gilloise,Simon Adingra,simon-adingra,S. Adingra,M,24,175,53010,M,1110842,EUR,1009843200,M,11,11,False,24.0,21.0,2.0,2.0,9.0,10.0,12.0,14.0,7.0,,,74.0,36.0,6.8,7.0,2,,,,,3.0,2.0,1.0,,1.0,,,,,2.0,,,1.0,,,simon.adingra,,,,1.0,,,1.0,,,,,
10407352,home,Royale Union Saint-Gilloise,Teddy Teuma,teddy-teuma,T. Teuma,M,80,176,885,M,829643,EUR,749347200,F,10,10,False,57.0,48.0,6.0,5.0,26.0,28.0,23.0,34.0,5.0,,,87.0,77.0,7.1,18.0,2,,,,,5.0,4.0,2.0,,3.0,,,2.0,3.0,,,2.0,1.0,3.0,5.0,,,1.0,,,,,2.0,True,,,,
10407352,home,Royale Union Saint-Gilloise,Dante Vanzeir,dante-vanzeir,D. Vanzeir,F,13,175,638,M,822673,EUR,892684800,F,13,13,False,15.0,11.0,,,3.0,4.0,8.0,13.0,2.0,,,90.0,30.0,7.1,12.0,3,,,1.0,,3.0,3.0,1.0,,,,,3.0,,1.0,,,3.0,3.0,2.0,,,,,1.0,1.0,1.0,1.0,,1.0,1.0,,
