match_id,text,homeScore,awayScore,isLive,time,addedTime,timeSeconds,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,playerName,reason,rescinded,id,isHome,incidentClass,player_id,player_name,from,injury
12988616,FT,1.0,3.0,False,90,999.0,5400.0,1,0.0,2700.0,period,,,,,,,,,,
12988616,,,,,84,,,7,,,card,Corey O'Keeffe,Foul,False,121690575.0,False,yellow,856713.0,Corey O'Keeffe,,
12988616,,1.0,3.0,,82,,,9,,,goal,,,,189616803.0,False,penalty,586156.0,Adam Phillips,penalty,
12988616,,,,,82,,,9,,,card,Jesse Debrah,Foul,False,121690554.0,True,yellow,943651.0,Jesse Debrah,,
12988616,,,,,71,,,20,,,substitution,,,,123252360.0,True,regular,,,,False
12988616,,,,,71,,,20,,,substitution,,,,123252359.0,True,regular,,,,False
12988616,,1.0,2.0,,64,,,27,,,goal,,,,189614727.0,False,regular,881396.0,Davis Keillor-Dunn,,
12988616,,,,,62,,,29,,,substitution,,,,123252138.0,True,regular,,,,False
12988616,,,,,62,,,29,,,substitution,,,,123252137.0,True,regular,,,,False
12988616,,,,,58,,,33,,,substitution,,,,123252038.0,False,regular,,,,False
12988616,HT,1.0,1.0,False,45,999.0,2700.0,1,0.0,2700.0,period,,,,,,,,,,
12988616,,,,,43,,,3,,,card,Luca Connell,Argument,False,121690005.0,False,yellow,972348.0,Luca Connell,,
12988616,,1.0,1.0,,31,,,15,,,goal,,,,189610003.0,True,regular,823929.0,Ronan Curtis,,
12988616,,0.0,1.0,,17,,,29,,,goal,,,,189608818.0,False,regular,354802.0,Marc Roberts,,
12988616,,,,,16,,,30,,,card,Brandon Cover,Foul,False,121689767.0,True,yellow,1148548.0,Brandon Cover,,
