match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialWon,stat_duelWon,stat_outfielderBlock,stat_interceptionWon,stat_unsuccessfulTouch,stat_wasFouled,stat_aerialLost,stat_duelLost,stat_fouls,stat_totalCross,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_totalTackle,stat_expectedGoals,stat_accurateCross,stat_blockedScoringAttempt,stat_wonTackle,stat_keyPass,captain,stat_hitWoodwork,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_challengeLost,stat_dispossessed,stat_goals,stat_goalAssist,stat_bigChanceCreated,stat_totalOffside
11369943,home,Oud-Heverlee Leuven,Tobe Leysen,,,tobe-leysen,T. Leysen,G,1,187.0,289,M,996979,EUR,1015632000,G,1,1,False,41.0,16.0,31.0,6.0,15.0,21.0,1.0,20.0,1.0,13.0,1.0,5.0,6.0,1.0,1.0,90.0,56.0,8.1,25.0,0.00023888,0,0.3882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369943,home,Oud-Heverlee Leuven,Joel Schingtienne,Joel Schingtienne,,schingtienne-joel,J. Schingtienne,D,3,188.0,255,M,1388438,EUR,1029283200,D,23,23,False,53.0,42.0,9.0,5.0,33.0,39.0,9.0,14.0,2.0,5.0,,,,,,90.0,67.0,7.3,17.0,0.0063251,0,,2.0,3.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
11369943,home,Oud-Heverlee Leuven,Ewoud Pletinckx,,,ewoud-pletinckx,E. Pletinckx,D,28,190.0,193,M,949101,EUR,971136000,D,28,28,False,21.0,21.0,2.0,2.0,20.0,20.0,1.0,1.0,3.0,1.0,,,,,,90.0,29.0,7.1,,0.00045747,0,,2.0,2.0,1.0,3.0,,,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,
11369943,home,Oud-Heverlee Leuven,Florian Miguel,,,florian-miguel,F. Miguel,D,12,179.0,53,M,777067,EUR,841536000,D,18,18,False,44.0,33.0,8.0,3.0,20.0,26.0,13.0,19.0,2.0,1.0,,,,,,90.0,68.0,7.0,15.0,0.0159269,1,,,2.0,,,2.0,,3.0,3.0,,1.0,1.0,1.0,1.0,1.0,0.1412,,,,,,,,,,,,,,,
11369943,home,Oud-Heverlee Leuven,Richie Sagrado,Richie Sagrado,,richie-sagrado,R. Sagrado,M,20,182.0,282,M,1198069,EUR,1075420800,M,52,52,False,20.0,17.0,1.0,,6.0,7.0,12.0,17.0,2.0,4.0,,,,,,90.0,45.0,7.2,11.0,0.0800428,1,,2.0,7.0,,1.0,1.0,3.0,,1.0,,4.0,2.0,1.0,,1.0,0.1052,1.0,1.0,1.0,1.0,,,,,,,,,,,
11369943,home,Oud-Heverlee Leuven,Siebe Schrijvers,,,siebe-schrijvers,S. Schrijvers,M,8,178.0,212,M,190413,EUR,837648000,M,8,8,False,34.0,30.0,6.0,5.0,18.0,18.0,13.0,20.0,,5.0,,,,,,90.0,50.0,7.4,8.0,0.0799662,1,,,3.0,,2.0,1.0,2.0,,,,4.0,,,1.0,1.0,0.0395,1.0,,,1.0,True,1.0,,,,,,,,,
11369943,home,Oud-Heverlee Leuven,Ezechiel Banzuzi,Ezechiel Banzuzi,,ezechiel-banzuzi,E. Banzuzi,M,6,191.0,1087,M,1155383,EUR,1108512000,M,11,11,False,26.0,19.0,3.0,2.0,11.0,11.0,8.0,15.0,,7.0,,,,,,54.0,37.0,7.3,8.0,0.0133883,3,,4.0,9.0,,1.0,1.0,3.0,,2.0,2.0,,1.0,1.0,1.0,1.0,0.3804,,,1.0,,,,1.0,2.0,0.7104,,,,,,
11369943,home,Oud-Heverlee Leuven,Jón Dagur Þórsteinsson,,,jon-dagur-thorsteinsson,J. D. Þórsteinsson,F,16,177.0,285,M,862449,EUR,912038400,M,7,7,False,32.0,23.0,7.0,2.0,10.0,10.0,14.0,26.0,,3.0,,,,,,72.0,50.0,8.0,15.0,0.0454428,2,,2.0,6.0,1.0,,1.0,1.0,,3.0,,4.0,,,1.0,3.0,0.1017,1.0,,3.0,1.0,,1.0,,1.0,0.6751,2.0,1.0,1.0,,,
11369943,home,Oud-Heverlee Leuven,Youssef Maziz,,,youssef-maziz,Y. Maziz,M,10,175.0,445,M,862821,EUR,898646400,F,88,88,False,31.0,19.0,8.0,6.0,6.0,8.0,15.0,28.0,,2.0,,,,,,79.0,48.0,8.5,19.0,0.463524,2,,,3.0,,1.0,2.0,1.0,3.0,7.0,1.0,5.0,1.0,1.0,1.0,1.0,0.1396,2.0,,,5.0,,,,1.0,0.9256,1.0,2.0,1.0,1.0,1.0,
11369943,home,Oud-Heverlee Leuven,Jonatan Braut Brunes,,,jonatan-braut-brunes,J. B. Brunes,F,18,188.0,722,M,840521,EUR,965606400,F,9,9,False,17.0,14.0,,,4.0,6.0,10.0,11.0,,3.0,,,,,,72.0,29.0,7.4,3.0,0.0664148,3,,1.0,1.0,,1.0,,,2.0,2.0,,,,,2.0,,0.2818,,1.0,,1.0,,,,,,,,,1.0,1.0,
