match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,player_firstName,player_lastName,stat_aerialLost,stat_wonContest,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_keyPass,stat_wasFouled,stat_challengeLost,stat_dispossessed,stat_shotOffTarget,stat_blockedScoringAttempt,stat_interceptionWon,captain,stat_goalAssist,stat_bigChanceCreated,stat_goals,stat_totalOffside,stat_accurateCross,stat_savedShotsFromInsideTheBox
10382108,home,Vitesse,Kjell Scherpen,kjell-scherpen,K. Scherpen,G,37,205,781,M,852394,EUR,948585600,G,16,16,False,18.0,11.0,11.0,4.0,9.0,9.0,2.0,9.0,2.0,11.0,2.0,2.0,1.0,90.0,34.0,6.3,7.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382108,home,Vitesse,Carlens Arcus,carlens-arcus,C. Arcus,D,2,180,5896,M,794373,EUR,835920000,D,2,2,False,57.0,50.0,4.0,3.0,24.0,25.0,26.0,34.0,1.0,6.0,,,,90.0,77.0,6.5,13.0,0,2.0,3.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
10382108,home,Vitesse,Ferro,ferro,Ferro,D,4,193,693,M,357734,EUR,859334400,D,5,5,False,51.0,40.0,11.0,6.0,26.0,29.0,14.0,23.0,3.0,7.0,,,,90.0,65.0,7.1,12.0,1,1.0,,3.0,4.0,1.0,3.0,1.0,,2.0,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,
10382108,home,Vitesse,Tomáš Hájek,tomas-hajek,T. Hájek,D,,186,15,,155061,EUR,691545600,D,18,18,False,49.0,40.0,6.0,3.0,30.0,34.0,10.0,15.0,,7.0,,,,68.0,55.0,6.6,11.0,0,,1.0,1.0,4.0,,2.0,1.0,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,
10382108,home,Vitesse,Maximilian Wittek,maximilian-wittek,M. Wittek,D,32,173,158,M,254125,EUR,808963200,D,32,32,False,55.0,40.0,7.0,1.0,19.0,21.0,21.0,42.0,7.0,5.0,,,,90.0,89.0,6.5,27.0,2,8.0,1.0,7.0,6.0,2.0,3.0,3.0,1.0,2.0,,,1.0,,,,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,
10382108,home,Vitesse,Sondre Tronstad,sondre-tronstad,S. Trondstad,M,6,173,144,M,228374,EUR,809395200,M,8,8,False,67.0,58.0,2.0,1.0,20.0,26.0,38.0,41.0,,7.0,,,,90.0,83.0,6.8,13.0,0,,,7.0,6.0,3.0,5.0,3.0,2.0,1.0,,,2.0,1.0,,,,,2.0,,,,,,,,,,,
10382108,home,Vitesse,Ryan Flamingo,ryan-flamingo,R. Flamingo,D,6,186,1614,M,1046960,EUR,1041292800,M,3,3,False,46.0,41.0,2.0,1.0,15.0,15.0,26.0,31.0,1.0,2.0,,,,67.0,55.0,6.3,10.0,0,,4.0,5.0,5.0,2.0,1.0,,2.0,1.0,Ryan Flamingo,,1.0,,,,,,,1.0,,,,,,,,,,
10382108,home,Vitesse,Nikolai Baden Frederiksen,baden-frederiksen-nikolai,N. B. Frederiksen,F,8,180,241,M,935076,EUR,958608000,M,11,11,False,10.0,7.0,1.0,,2.0,2.0,5.0,9.0,1.0,2.0,,,,68.0,22.0,6.2,7.0,4,1.0,,4.0,2.0,2.0,,,,1.0,,,,1.0,,,,1.0,,2.0,1.0,3.0,,,,,,,,
10382108,home,Vitesse,Gabriel Vidović,gabriel-vidovic,G. Vidović,M,10,180,3478,M,1129940,EUR,1070236800,M,10,10,False,23.0,19.0,,,8.0,9.0,11.0,14.0,,5.0,,,,83.0,31.0,6.8,5.0,0,,2.0,1.0,5.0,,1.0,,1.0,1.0,,,,,,,2.0,2.0,,,,,1.0,,,,,,,
10382108,home,Vitesse,Matúš Bero,matus-bero,M. Bero,M,19,181,413,M,187207,EUR,810345600,M,21,21,False,42.0,31.0,1.0,,9.0,13.0,22.0,31.0,,6.0,,,,90.0,65.0,6.8,23.0,1,2.0,2.0,11.0,5.0,2.0,2.0,2.0,5.0,3.0,,,2.0,,,,3.0,1.0,1.0,3.0,1.0,,,True,1.0,1.0,,,,
10382108,home,Vitesse,Bartosz Białek,bartosz-bialek,B. Białek,F,27,191,1324,M,1005211,EUR,1005436800,F,14,14,False,17.0,14.0,1.0,1.0,5.0,6.0,9.0,11.0,,1.0,,,,90.0,26.0,7.0,4.0,1,,1.0,8.0,3.0,1.0,,,1.0,3.0,,,4.0,1.0,1.0,,,1.0,1.0,,,,,,,,1.0,1.0,,
10382108,home,Vitesse,Kacper Kozłowski,kacper-kozlowski,K. Kozłowski,M,10,182,3151,M,984602,EUR,1066262400,M,17,17,True,7.0,6.0,,,2.0,2.0,6.0,8.0,,,,,,23.0,13.0,6.5,3.0,0,3.0,,3.0,1.0,1.0,1.0,,,,,,1.0,,,,1.0,,1.0,,,,,,,,,,2.0,
10382108,home,Vitesse,Million Manhoef,million-manhoef,M. Manhoef,M,42,179,770,M,961677,EUR,1010016000,D,42,42,True,10.0,9.0,,,1.0,1.0,8.0,10.0,,1.0,,,,22.0,21.0,6.3,5.0,1,1.0,,1.0,1.0,1.0,,,1.0,,,,,1.0,,,,,,1.0,,1.0,,,,,,,,
10382108,home,Vitesse,Melle Meulensteen,melle-meulensteen,M. Meulensteen,M,21,185,201,M,891795,EUR,931046400,D,20,20,True,15.0,12.0,3.0,1.0,8.0,8.0,4.0,7.0,1.0,4.0,,,,22.0,17.0,6.6,3.0,0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
10382108,home,Vitesse,Gyan de Regt,gyan-de-regt,G. d. Regt,M,11,176,358,M,1126966,EUR,1061164800,F,25,25,True,3.0,1.0,,,,,1.0,3.0,,,,,,13.0,4.0,6.4,3.0,0,,,2.0,,,,,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,,
10382108,home,Vitesse,Jeroen Houwen,jeroen-houwen,J. Houwen,G,,188,36,M,339367,EUR,824601600,G,24,24,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382108,home,Vitesse,Daan Reiziger,daan-reiziger,D. Reiziger,G,20,184,64,M,916942,EUR,992822400,G,33,33,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382108,home,Vitesse,Toni Domgjoni,toni-domgjoni,T. Domgjoni,M,,177,104,M,858226,EUR,904867200,M,22,22,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382108,home,Vitesse,Enzo Cornelisse,enzo-cornelisse,E. Cornelisse,M,6,178,40,M,1046725,EUR,1025308800,D,13,13,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382108,home,Vitesse,Thomas Buitink,thomas-buitink,T. Buitink,F,29,174,85,M,856736,EUR,960940800,F,29,29,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,Thomas,Buitink,,,,,,,,,,,,,,,,,,
10382108,home,Vitesse,Simon van Duivenbooden,simon-van-duivenbooden,S. v. Duivenbooden,F,,190,71,M,1129130,EUR,1021075200,F,53,53,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382108,home,Vitesse,Mohamed Sankoh,mohamed-sankoh,M. Sankoh,F,44,180,334,M,982779,EUR,1066262400,F,9,9,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,Mohamed,Sankoh,,,,,,,,,,,,,,,,,,
10382108,away,Fortuna Sittard,Ivor Pandur,ivor-pandur,I. Pandur,G,1,187,669,M,943212,EUR,953942400,G,31,31,False,26.0,18.0,17.0,9.0,13.0,16.0,5.0,10.0,,7.0,2.0,1.0,,90.0,34.0,6.4,9.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
10382108,away,Fortuna Sittard,Ivo Pinto,ivo-pinto,I. Pinto,D,12,184,113,M,78730,EUR,631670400,D,12,12,False,7.0,4.0,1.0,,2.0,3.0,2.0,4.0,,1.0,,,,16.0,11.0,6.3,4.0,0,,,2.0,1.0,1.0,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,
10382108,away,Fortuna Sittard,Ximo Navarro,ximo-navarro,X. Navarro,D,23,176,95,M,150864,EUR,633052800,D,2,2,False,33.0,30.0,4.0,2.0,24.0,24.0,6.0,9.0,4.0,2.0,,,,90.0,44.0,7.2,3.0,0,,2.0,5.0,3.0,,,,,1.0,,,4.0,,,4.0,,1.0,,,,,1.0,,,,,,,
10382108,away,Fortuna Sittard,Rodrigo Guth,rodrigo-guth,R. Guth,D,14,191,291,M,905458,EUR,973814400,D,14,14,False,31.0,21.0,5.0,,17.0,23.0,4.0,8.0,10.0,6.0,,,,90.0,46.0,6.8,10.0,0,,2.0,1.0,4.0,,1.0,1.0,,,Rodrigo,Guth,1.0,,,,,1.0,,,,,2.0,,,,,,,
10382108,away,Fortuna Sittard,George Cox,george-cox,G. Cox,M,,171,91,M,920556,EUR,884736000,D,5,5,False,35.0,27.0,10.0,6.0,12.0,16.0,16.0,23.0,3.0,4.0,,,,90.0,59.0,7.2,15.0,0,4.0,,4.0,5.0,2.0,2.0,1.0,2.0,2.0,George,Cox,1.0,2.0,,,2.0,1.0,1.0,,,,,,,,,,1.0,
