match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_expectedGoals,captain,stat_outfielderBlock,stat_interceptionWon,stat_unsuccessfulTouch,stat_keyPass,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_fouls,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,player_sofascoreId,stat_accurateCross,stat_totalOffside,stat_bigChanceMissed,stat_errorLeadToAShot,stat_goals,stat_hitWoodwork
11368691,home,Getafe,David Soria,david-soria,D. Soria,G,13,192,676,M,604258,EUR,733881600,G,13,13,False,33.0,25.0,13.0,5.0,24.0,26.0,1.0,7.0,1.0,13.0,2.0,2.0,2.0,2.0,90.0,43.0,6.9,8.0,0.000335,0,0.0487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368691,home,Getafe,Juan Iglesias,juan-iglesias,J. Iglesias,D,21,185,520,M,949707,EUR,899424000,D,21,21,False,54.0,43.0,11.0,5.0,23.0,25.0,20.0,31.0,2.0,3.0,,,,,71.0,77.0,7.0,15.0,0.0101406,1,,,,2.0,1.0,2.0,4.0,8.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,0.0118,,,,,,,,,,,,,,,,,
11368691,home,Getafe,Djené,djene,Djené,D,2,178,2527,M,307702,EUR,694137600,D,2,2,False,69.0,61.0,5.0,3.0,48.0,51.0,13.0,18.0,2.0,8.0,,,,,90.0,82.0,7.1,9.0,0.00569624,0,,,,,1.0,1.0,1.0,3.0,,,,,,,,2.0,,True,1.0,1.0,1.0,1.0,,,,,,,,,,,,
11368691,home,Getafe,Omar Alderete,omar-alderete,O. Alderete,D,15,187,5163,M,805137,EUR,851558400,D,15,15,False,86.0,64.0,25.0,11.0,38.0,42.0,26.0,44.0,3.0,4.0,,,,,90.0,103.0,7.4,25.0,0.0337234,2,,,,,3.0,1.0,5.0,6.0,1.0,,,,1.0,4.0,3.0,1.0,0.1675,,1.0,,1.0,2.0,1.0,1.0,1.0,,,,,,,,,
11368691,home,Getafe,Gastón Álvarez,gaston-alvarez,G. Álvarez,D,17,184,491,M,980578,EUR,953856000,D,4,4,False,34.0,29.0,3.0,3.0,20.0,21.0,9.0,14.0,,3.0,,,,,62.0,61.0,6.7,15.0,0.00235265,0,,,,1.0,,2.0,6.0,9.0,,2.0,4.0,1.0,,4.0,2.0,2.0,,,,1.0,2.0,,,,1.0,,,,,,,,,
11368691,home,Getafe,Yellu Santiago,yellu-santiago,J. Santiago,M,20,192,223,M,1211005,EUR,1085443200,M,25,25,False,23.0,20.0,,,7.0,8.0,13.0,15.0,,4.0,,,,,79.0,31.0,7.1,5.0,0.137716,2,,Jesús Santiago,,,2.0,1.0,5.0,4.0,1.0,,2.0,1.0,,,,2.0,0.3021,,,,1.0,4.0,,1.0,1.0,1.0,0.1392,,,,,,,
11368691,home,Getafe,Mason Greenwood,mason-greenwood,M. Greenwood,F,10,181,65939,M,942116,EUR,1001894400,M,12,12,False,50.0,44.0,6.0,5.0,13.0,13.0,32.0,42.0,,4.0,,,,,90.0,77.0,7.1,21.0,0.1931,4,,,,5.0,1.0,,8.0,5.0,,5.0,5.0,3.0,2.0,,,2.0,0.129,,,,3.0,1.0,,1.0,,1.0,0.0878,MGreenwood,1.0,,,,,
11368691,home,Getafe,Luis Milla,luis-milla,L. Milla,M,5,175,1429,M,811629,EUR,781488000,M,5,5,False,75.0,66.0,10.0,8.0,31.0,35.0,35.0,42.0,,11.0,,,,,90.0,83.0,7.0,13.0,0.0166992,1,,,,2.0,1.0,1.0,4.0,3.0,1.0,,1.0,,,2.0,1.0,,0.0187,,,,1.0,,,,1.0,1.0,0.0327,,,,,,,
11368691,home,Getafe,Ilaix Moriba,ilaix-moriba,I. Moriba,M,6,183,6577,M,962890,EUR,1042934400,M,24,24,False,29.0,22.0,1.0,,10.0,12.0,12.0,17.0,2.0,,,,,,62.0,40.0,6.5,10.0,0.0133771,0,,,,,3.0,2.0,6.0,5.0,,,1.0,,,,,3.0,,,,,2.0,1.0,,,2.0,,,ilaixmk,,1.0,,,,
11368691,home,Getafe,Nemanja Maksimović,nemanja-maksimovic,N. Maksimović,M,88,184,1287,M,331449,EUR,791078400,M,20,20,False,37.0,32.0,1.0,,15.0,17.0,17.0,20.0,2.0,5.0,,,,,90.0,54.0,6.8,6.0,0.0222749,1,,,,,3.0,,4.0,6.0,,1.0,,,,5.0,1.0,1.0,0.5943,,,1.0,,1.0,,,,1.0,0.4178,,,,1.0,,,
11368691,home,Getafe,Óscar Rodríguez,oscar-rodriguez,Ó. Rodríguez,M,14,174,618,M,794948,EUR,898992000,F,9,9,False,20.0,14.0,,,3.0,6.0,11.0,14.0,,3.0,,,,,71.0,34.0,6.7,11.0,0.0941903,1,,,,,,2.0,3.0,5.0,,1.0,2.0,1.0,1.0,2.0,,,0.0202,,,,2.0,1.0,,,2.0,,,,,,,,,
11368691,home,Getafe,Diego Rico,diego-rico,D. Rico,D,16,181,662,M,350560,EUR,730425600,D,16,16,True,27.0,20.0,5.0,2.0,7.0,8.0,15.0,22.0,,2.0,,,,,28.0,39.0,7.0,10.0,0.0903681,0,,,,3.0,,,,3.0,,,1.0,1.0,,2.0,2.0,,,,,,,1.0,,,,,,,2.0,,,,,
11368691,home,Getafe,Jaime Mata,jaime-mata,J. Mata,F,17,185,448,M,351140,EUR,593654400,F,7,7,True,6.0,4.0,,,,1.0,4.0,6.0,,,,,,,28.0,14.0,6.5,5.0,0.059273,2,,,,1.0,2.0,1.0,5.0,3.0,,1.0,2.0,2.0,,,,,0.1074,,,,1.0,,,1.0,2.0,1.0,0.3947,,,3.0,1.0,,,
11368691,home,Getafe,José Ángel Carmona,jose-angel-carmona,J. Á. Carmona,D,2,183,1021,M,1015240,EUR,1012262400,D,18,18,True,15.0,10.0,,,5.0,6.0,5.0,12.0,2.0,,,,,,19.0,22.0,6.5,8.0,0.00138398,0,,,,3.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
11368691,home,Getafe,Carles Aleñá,carles-alena,C. Aleñá,M,10,180,1587,M,794937,EUR,883958400,M,11,11,True,11.0,8.0,,,2.0,3.0,7.0,11.0,,1.0,,,,,19.0,17.0,6.8,6.0,0.0663592,1,,,,3.0,,,2.0,,,1.0,,,,,,,0.0679,,,,,1.0,1.0,1.0,1.0,,,,1.0,,,,,
11368691,home,Getafe,Juanmi Latasa,juanmi-latasa,J. Latasa,F,9,191,1993,M,966679,EUR,985305600,F,14,14,True,3.0,3.0,,,,,3.0,3.0,,,,,,,11.0,8.0,6.6,1.0,0.0234573,3,,,,,1.0,2.0,1.0,2.0,,,,,2.0,,,,0.2137,,,,1.0,1.0,,1.0,,,,,,,1.0,,,
11368691,home,Getafe,Daniel Fuzato,daniel-fuzato,D. Fuzato,G,13,190,943,M,863276,EUR,867974400,G,1,1,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368691,away,Sevilla,Ørjan Nyland,orjan-nyland,Ø. Nyland,G,13,192,1050,M,22209,EUR,652924800,G,13,13,False,28.0,9.0,25.0,6.0,4.0,5.0,5.0,23.0,1.0,4.0,4.0,5.0,,,90.0,35.0,7.6,20.0,0.00144883,0,1.0722,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,
11368691,away,Sevilla,Lucas Ocampos,lucas-ocampos,L. Ocampos,M,29,187,3431,M,155702,EUR,773884800,D,5,5,False,22.0,18.0,5.0,2.0,8.0,8.0,11.0,16.0,2.0,7.0,,,,,81.0,65.0,6.7,22.0,0.0980121,1,,,,2.0,1.0,3.0,13.0,9.0,2.0,4.0,5.0,,,6.0,5.0,,0.0056,,,2.0,3.0,2.0,,1.0,1.0,,,Locampos15,1.0,,,,,
11368691,away,Sevilla,Loïc Badé,loic-bade,L. Badé,D,5,191,3177,M,1006489,EUR,955411200,D,22,22,False,25.0,17.0,4.0,,15.0,19.0,2.0,6.0,1.0,5.0,,,,,65.0,27.0,6.2,8.0,0.00087868,0,,,,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
