match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateOppositionHalfPasses,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_accurateLongBalls,stat_totalCross,stat_aerialLost,stat_challengeLost,stat_bigChanceCreated,stat_keyPass,player_firstName,player_lastName,stat_outfielderBlock,stat_blockedScoringAttempt,stat_expectedGoals,captain,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_goalAssist,stat_accurateCross,stat_bigChanceMissed,stat_goals,stat_totalOffside,stat_errorLeadToAGoal,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_errorLeadToAShot
11352492,home,Chelsea,Đorđe Petrović,dorde-petrovic,Đ. Petrović,G,1,194,8562,M,dj.petrovic12,882604,EUR,939340800,G,28,28,False,23.0,21.0,2.0,21.0,21.0,2.0,2.0,1.0,90.0,25.0,6.9,2.0,5.438e-05,0,0.1798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352492,home,Chelsea,Axel Disasi,axel-disasi,A. Disasi,D,4,190,9725,M,axel_disasi,827243,EUR,889574400,D,2,2,False,84.0,76.0,3.0,39.0,45.0,39.0,10.0,,90.0,115.0,7.2,15.0,0.0192339,0,,37.0,2.0,5.0,8.0,3.0,2.0,1.0,2.0,2.0,4.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
11352492,home,Chelsea,Thiago Silva,thiago-silva,T. Silva,D,3,181,42659,M,ThiagoSilva,33541,EUR,464659200,D,6,6,False,140.0,132.0,8.0,80.0,82.0,59.0,6.0,,90.0,153.0,7.7,10.0,0.0322699,0,,52.0,,4.0,3.0,1.0,,,3.0,4.0,1.0,,,2.0,,5.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
11352492,home,Chelsea,Benoît Badiashile,benoit-badiashile,B. Badiashile,D,5,194,10555,M,badiashile,904827,EUR,985564800,D,5,5,False,131.0,121.0,7.0,71.0,74.0,57.0,6.0,,90.0,142.0,7.6,11.0,0.0342077,0,,50.0,3.0,4.0,8.0,,,,2.0,1.0,3.0,2.0,1.0,2.0,1.0,5.0,,2.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,
11352492,home,Chelsea,Levi Colwill,levi-colwill,L. Colwill,D,6,187,17899,M,LColwill,996911,EUR,1046217600,D,26,26,False,52.0,45.0,6.0,25.0,26.0,26.0,1.0,,90.0,66.0,7.4,7.0,0.0130298,0,,20.0,2.0,4.0,4.0,,,,1.0,3.0,2.0,1.0,,,1.0,4.0,,2.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,
11352492,home,Chelsea,Moisés Caicedo,moises-caicedo,M. Caicedo,M,25,178,79319,M,MoisesCaicedo55,987650,EUR,1004659200,M,25,25,False,110.0,97.0,5.0,51.0,55.0,57.0,11.0,,90.0,125.0,7.7,19.0,0.0392574,1,,46.0,2.0,3.0,6.0,,2.0,2.0,,1.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,2.0,,,2.0,,,1.0,1.0,0.0278,,,,,,,,,,,,,,,
11352492,home,Chelsea,Conor Gallagher,conor-gallagher,C. Gallagher,M,22,182,16658,M,conorgallagher92,904970,EUR,949795200,M,23,23,False,87.0,86.0,1.0,35.0,35.0,54.0,11.0,,90.0,112.0,7.9,6.0,0.09165,2,,51.0,1.0,5.0,5.0,,3.0,1.0,1.0,5.0,1.0,,1.0,2.0,2.0,1.0,2.0,1.0,,,1.0,,,2.0,,0.0614,True,1.0,1.0,0.0406,,,,,,,,,,,
11352492,home,Chelsea,Raheem Sterling,raheem-sterling,R. Sterling,F,,170,36469,M,Sterling7,138534,EUR,786844800,M,7,7,False,43.0,36.0,,4.0,5.0,42.0,2.0,,75.0,62.0,7.1,18.0,0.576996,1,,33.0,,5.0,3.0,1.0,4.0,1.0,,1.0,2.0,,4.0,,,,4.0,,1.0,1.0,2.0,,,,,0.0972,,,1.0,0.1293,1.0,1.0,1.0,,,,,,,,
11352492,home,Chelsea,Cole Palmer,cole-palmer,C. Palmer,M,10,185,363781,M,ColdPalmer,982780,EUR,1020643200,M,20,20,False,64.0,59.0,3.0,16.0,17.0,47.0,3.0,,89.0,89.0,8.5,18.0,1.25906,5,,43.0,,9.0,4.0,5.0,5.0,2.0,1.0,,1.0,,3.0,1.0,1.0,2.0,,,,2.0,2.0,,,,3.0,0.7054,,,2.0,0.7994,1.0,,,1.0,,,,,,,
11352492,home,Chelsea,Mykhaylo Mudryk,mykhaylo-mudryk,M. Mudryk,M,10,175,54452,M,MMudryk10,958966,EUR,978652800,M,10,10,False,25.0,21.0,,2.0,2.0,26.0,1.0,,69.0,44.0,6.3,17.0,0.0175002,1,,19.0,,10.0,4.0,3.0,5.0,2.0,,,,,3.0,2.0,2.0,,3.0,,2.0,,,,,,,0.0146,,1.0,,,,,,,,,,,,,
11352492,home,Chelsea,Nicolas Jackson,nicolas-jackson,N. Jackson,F,11,186,89434,M,NJackson11,1085381,EUR,992995200,F,15,15,False,26.0,21.0,1.0,4.0,5.0,21.0,4.0,,89.0,39.0,7.1,10.0,0.0327852,3,,17.0,,6.0,2.0,2.0,2.0,1.0,1.0,,,,2.0,1.0,,,,2.0,1.0,,1.0,Nicolas Jackson,,,,1.1427,,1.0,2.0,0.9905,,,1.0,1.0,3.0,,,,,,
11352492,home,Chelsea,Enzo Fernández,enzo-fernandez,E. Fernández,M,8,177,121227,M,Enzo8,974505,EUR,979689600,M,8,8,True,17.0,13.0,,5.0,6.0,11.0,1.0,,21.0,20.0,6.7,5.0,0.0118541,0,,8.0,,,2.0,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352492,home,Chelsea,Armando Broja,armando-broja,A. Broja,F,27,191,8716,M,armando.broja,996985,EUR,1000080000,F,19,19,True,9.0,9.0,,1.0,1.0,8.0,2.0,,15.0,14.0,6.6,,0.112322,2,,8.0,,1.0,2.0,,2.0,2.0,,,,,,,,,,1.0,,,,,,,1.0,0.7134,,1.0,,,,,1.0,,,,,,,,
11352492,home,Chelsea,Ian Maatsen,ian-maatsen,I. Maatsen,D,22,178,5464,M,maatsen_,976263,EUR,1015718400,D,29,29,True,,,,,,,,,1.0,1.0,,1.0,,0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352492,home,Chelsea,Malo Gusto,gusto-malo,M. Gusto,D,27,179,19313,M,malogst,996958,EUR,1053302400,D,27,27,True,4.0,3.0,1.0,3.0,3.0,1.0,1.0,,1.0,5.0,,1.0,5.09e-06,0,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352492,home,Chelsea,Lucas Bergström,lucas-bergstrom,L. Bergström,G,13,206,3167,M,,996903,EUR,1031184000,G,47,47,True,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352492,home,Chelsea,Marcus Bettinelli,marcus-bettinelli,M. Bettinelli,G,13,194,7689,M,marcusbettss,257993,EUR,706665600,G,13,13,True,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352492,home,Chelsea,Alfie Gilchrist,alfie-gilchrist,A. Gilchrist,D,14,183,4310,M,,1114837,EUR,1069977600,D,42,42,True,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352492,home,Chelsea,Alex Matos,matos-alex,A. Matos,M,28,175,565,M,,1186050,EUR,1096761600,F,52,52,True,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352492,home,Chelsea,Christopher Nkunku,christopher-nkunku,C. Nkunku,F,18,175,49218,M,Nkunku,769333,EUR,879465600,F,18,18,True,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
