match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_unsuccessfulTouch,stat_wasFouled,stat_aerialLost,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_goalAssist,stat_bigChanceCreated,stat_shotOffTarget,stat_goals,stat_errorLeadToAGoal,stat_keyPass,stat_accurateCross,stat_blockedScoringAttempt,stat_totalOffside,stat_hitWoodwork,stat_punches
11409141,home,Famalicão,Luiz Júnior,Luiz Lúcio Reis Júnior,,luiz-junior,L. Júnior,G,1,192,2350,M,1066603,EUR,979430400,G,31,31,False,True,30.0,26.0,10.0,6.0,22.0,23.0,4.0,7.0,1.0,8.0,2.0,2.0,3.0,90.0,42.0,7.1,4.0,0.00078376,0,0.3677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11409141,home,Famalicão,Nathan,,,nathan,Nathan,D,22,183,482,M,1016912,EUR,999648000,D,22,22,False,,32.0,28.0,2.0,1.0,15.0,18.0,13.0,15.0,3.0,3.0,,,,90.0,62.0,7.0,9.0,0.0209641,0,,1.0,1.0,6.0,11.0,2.0,1.0,4.0,3.0,1.0,7.0,3.0,2.0,,,,,,,,,,,,,,,,,,
11409141,home,Famalicão,Enea Mihaj,,,enea-mihaj,E. Mihaj,D,4,186,414,M,850828,EUR,899596800,D,4,4,False,,45.0,40.0,8.0,5.0,29.0,32.0,11.0,13.0,1.0,10.0,,,,80.0,51.0,6.6,6.0,0.00316867,0,,,,1.0,1.0,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,
11409141,home,Famalicão,Otávio,,,otavio,Otávio,D,6,188,1431,M,1069159,EUR,1019347200,D,13,13,False,,47.0,41.0,11.0,8.0,27.0,31.0,14.0,17.0,1.0,3.0,,,,90.0,59.0,7.4,8.0,0.00654118,1,,1.0,,2.0,2.0,,1.0,,,2.0,2.0,2.0,,,,1.0,1.0,2.0,0.0154,0.4661,,,,,,,,,,,
11409141,home,Famalicão,Francisco Moura,,,francisco-moura,F. Moura,D,74,181,1191,M,985138,EUR,934761600,D,74,74,False,,31.0,23.0,5.0,2.0,9.0,11.0,14.0,25.0,1.0,3.0,,,,90.0,60.0,8.0,25.0,0.186138,2,,5.0,1.0,4.0,1.0,,,1.0,,,,,1.0,5.0,,2.0,1.0,,0.0805,0.3385,1.0,1.0,1.0,1.0,1.0,2.0,,,,,
11409141,home,Famalicão,Zaydou Youssouf,,,zaydou-youssouf,Z. Youssef,M,33,183,570,M,862194,EUR,931651200,M,28,28,False,,48.0,42.0,8.0,6.0,21.0,22.0,21.0,26.0,,8.0,,,,90.0,58.0,6.9,8.0,0.0227642,0,,,,4.0,5.0,2.0,,2.0,1.0,2.0,3.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,
11409141,home,Famalicão,Mirko Topić,,,mirko-topic,M. Topić,M,22,190,486,M,980797,EUR,981331200,M,8,8,False,,36.0,31.0,3.0,2.0,19.0,20.0,12.0,16.0,,5.0,,,,90.0,47.0,7.1,7.0,0.00433263,0,,,2.0,2.0,4.0,,,,,5.0,2.0,1.0,1.0,1.0,,1.0,,,,,,,,,,1.0,,,,,
11409141,home,Famalicão,José Luis Rodríguez,,,jose-luis-rodriguez,J. L. Rodríguez,M,11,180,747,M,842253,EUR,898214400,M,7,7,False,,17.0,12.0,1.0,1.0,3.0,3.0,10.0,17.0,,1.0,,,,86.0,30.0,7.3,8.0,0.0799258,3,,3.0,1.0,3.0,3.0,1.0,1.0,2.0,2.0,,,,,,,1.0,1.0,,0.0576,0.5255,1.0,,2.0,,,2.0,1.0,,,,
11409141,home,Famalicão,Gustavo Sá,,,gustavo-sa,G. Sá,M,20,186,1268,M,1563665,EUR,1100131200,M,20,20,False,,28.0,22.0,4.0,3.0,8.0,9.0,14.0,22.0,,7.0,,,,86.0,43.0,7.1,14.0,0.0280249,1,,3.0,1.0,7.0,4.0,1.0,2.0,3.0,1.0,,,,2.0,1.0,2.0,,1.0,,0.0393,0.378,,,,1.0,,,,,,,
11409141,home,Famalicão,Chiquinho,,,chiquinho,Chiquinho,M,10,179,454,M,1015826,EUR,949708800,M,10,10,False,,17.0,11.0,2.0,1.0,,1.0,12.0,22.0,1.0,1.0,,,,71.0,43.0,7.6,18.0,0.196834,2,,6.0,1.0,6.0,7.0,,2.0,3.0,2.0,1.0,1.0,,2.0,4.0,3.0,1.0,1.0,,0.1681,0.8785,,,,1.0,,2.0,1.0,1.0,,,
