match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,stat_goalAssist,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_unsuccessfulTouch,stat_wasFouled,stat_keyPass,stat_aerialLost,stat_totalTackle,stat_wonTackle,captain,stat_outfielderBlock,stat_fouls,player_sofascoreId,stat_dispossessed,stat_goals,stat_interceptionWon,stat_shotOffTarget,stat_accurateCross,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_bigChanceMissed,stat_totalOffside
11999129,home,NEC Nijmegen,Robin Roefs,robin-roefs,R. Roefs,G,22,193,2146,M,1012928,EUR,1042761600,G,22,22,False,27.0,19.0,11.0,3.0,18.0,19.0,1.0,8.0,1.0,18.0,3.0,1.0,3.0,1.0,1.0,90.0,47.0,7.7,9.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11999129,home,NEC Nijmegen,Bart van Rooij,bart-van-rooij,B. v. Rooij,D,28,174,345,M,946506,EUR,990835200,D,28,28,False,56.0,42.0,8.0,5.0,28.0,34.0,14.0,24.0,,4.0,,,,,,90.0,73.0,7.5,21.0,1,,,1.0,2.0,3.0,2.0,5.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,
11999129,home,NEC Nijmegen,Philippe Sandler,philippe-sandler,P. Sandler,D,3,188,233,M,842275,EUR,855532800,D,3,3,False,68.0,64.0,8.0,8.0,43.0,45.0,21.0,23.0,4.0,8.0,,,,,,77.0,78.0,7.3,4.0,0,,,,,2.0,2.0,3.0,,,,,,,1.0,2.0,1.0,1.0,,,,,,,,,,,,,
11999129,home,NEC Nijmegen,Bram Nuytinck,bram-nuytinck,B. Nuytinck,D,17,190,134,M,70930,EUR,641779200,D,17,17,False,86.0,75.0,9.0,4.0,51.0,55.0,24.0,31.0,6.0,4.0,,,,,,90.0,95.0,7.2,11.0,0,,,,,1.0,4.0,1.0,,,,,,,,3.0,,,True,1.0,1.0,,,,,,,,,,
11999129,home,NEC Nijmegen,Calvin Verdonk,calvin-verdonk,C. Verdonk,D,24,174,14351,M,361780,EUR,862012800,D,24,24,False,66.0,49.0,9.0,4.0,37.0,45.0,12.0,22.0,3.0,4.0,,,,,,90.0,89.0,6.6,22.0,0,,,,1.0,1.0,4.0,3.0,,2.0,,,1.0,1.0,,1.0,1.0,1.0,,,,c.verdonk,1.0,,,,,,,,
11999129,home,NEC Nijmegen,Dirk Proper,dirk-proper,D. Proper,M,71,167,193,M,961685,EUR,1014508800,M,71,71,False,47.0,37.0,5.0,2.0,18.0,21.0,19.0,26.0,2.0,1.0,,,,,,90.0,69.0,7.3,16.0,2,,,,,2.0,6.0,6.0,,4.0,,2.0,2.0,2.0,,1.0,2.0,1.0,,,1.0,,,1.0,2.0,,,,,,
11999129,home,NEC Nijmegen,Mees Hoedemakers,mees-hoedemakers,M. Hoedemakers,M,4,181,102,M,893748,EUR,887760000,M,6,6,False,21.0,15.0,3.0,1.0,5.0,5.0,10.0,16.0,3.0,3.0,,,,,,59.0,31.0,6.6,10.0,1,,,,,1.0,3.0,1.0,,1.0,,,3.0,,,1.0,,,,1.0,1.0,,,,1.0,1.0,,,,,
11999129,home,NEC Nijmegen,Sontje Hansen,sontje-hansen,S. Hansen,M,27,172,611,M,1199057,EUR,1021680000,M,10,10,False,11.0,10.0,,,4.0,4.0,6.0,9.0,,3.0,,,,,,71.0,20.0,6.4,8.0,0,,,,2.0,,4.0,1.0,2.0,,,,3.0,1.0,,,,,,1.0,1.0,,1.0,,,,,,,,
11999129,home,NEC Nijmegen,Tjaronn Chery,tjaronn-chery,T. Chery,M,10,170,874,M,35208,EUR,581385600,M,9,9,False,34.0,27.0,1.0,1.0,12.0,12.0,17.0,27.0,,5.0,,,,,,77.0,53.0,8.9,14.0,1,,,1.0,5.0,,3.0,4.0,1.0,3.0,2.0,1.0,2.0,2.0,4.0,,,,,,,,1.0,1.0,,,2.0,2.0,,,
11999129,home,NEC Nijmegen,Kodai Sano,kodai-sano,K. Sano,M,23,176,1273,M,1184054,EUR,1064448000,M,23,23,False,26.0,19.0,1.0,,9.0,11.0,10.0,15.0,2.0,6.0,,,,,,90.0,45.0,6.9,11.0,0,Kodai Sano,,,,1.0,5.0,8.0,1.0,2.0,1.0,,2.0,4.0,,1.0,2.0,1.0,,,2.0,,1.0,,2.0,,,,,,
