match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_keyPass,stat_aerialWon,stat_onTargetScoringAttempt,stat_expectedGoals,stat_expectedGoalsOnTarget,player_firstName,player_lastName,stat_blockedScoringAttempt,stat_errorLeadToAGoal,stat_unsuccessfulTouch,stat_wasFouled,stat_outfielderBlock,stat_dispossessed,captain,stat_aerialLost,stat_totalOffside,stat_goals,stat_bigChanceMissed,stat_crossNotClaimed,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_lastManTackle,stat_bigChanceCreated,stat_errorLeadToAShot
12450952,home,RC Lens,Hervé Koffi,herve-koffi,H. Koffi,G,12,187.0,15844,M,HKoffi,867299,EUR,845424000,G,16,16,False,21.0,14.0,16.0,9.0,0.0,9.0,11.0,5.0,10.0,10.0,1.0,4.0,5.0,90.0,33.0,7.4,7.0,0.00370009,0,0.1926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12450952,home,RC Lens,Przemysław Frankowski,przemyslaw-frankowski,P. Frankowski,D,95,176.0,5767,M,przemek.franek_,286909,EUR,797644800,D,29,29,False,44.0,34.0,5.0,2.0,0.0,14.0,17.0,22.0,33.0,5.0,,,,90.0,72.0,7.5,17.0,0.154926,0,,6.0,2.0,2.0,4.0,1.0,1.0,1.0,2.0,5.0,3.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
12450952,home,RC Lens,Jonathan Gradit,jonathan-gradit,J. Gradit,D,24,180.0,273,M,,369650,EUR,722563200,D,24,24,False,32.0,27.0,5.0,2.0,0.0,17.0,18.0,10.0,15.0,3.0,,,,90.0,43.0,6.7,6.0,0.0161608,1,,1.0,,3.0,3.0,1.0,,,6.0,,2.0,2.0,2.0,,1.0,1.0,0.035,0.21,,,,,,,,,,,,,,,,,,,,
12450952,home,RC Lens,Malang Sarr,malang-sarr,M. Sarr,D,20,182.0,2159,M,,826203,EUR,917049600,D,20,20,False,33.0,29.0,7.0,7.0,0.0,20.0,22.0,9.0,11.0,4.0,,,,90.0,46.0,6.6,6.0,0.144349,1,,,,1.0,4.0,,,,5.0,1.0,2.0,2.0,1.0,,1.0,,0.1074,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,
12450952,home,RC Lens,Facundo Medina,facundo-medina,F. Medina,D,32,184.0,4462,M,,860307,EUR,927849600,D,14,14,False,24.0,21.0,2.0,,0.0,13.0,14.0,8.0,10.0,,,,,87.0,39.0,6.6,6.0,0.00958638,1,,,,5.0,2.0,,2.0,,3.0,1.0,2.0,2.0,3.0,,,,0.0699,,,,1.0,,,,2.0,,,,,,,,,,,,,
12450952,home,RC Lens,Deiver Machado,deiver-machado,D. Machado,M,27,179.0,1117,M,,822110,EUR,746928000,D,3,3,False,29.0,21.0,6.0,1.0,0.0,10.0,12.0,11.0,18.0,4.0,,,,90.0,54.0,6.5,12.0,0.0502461,0,,1.0,,5.0,7.0,1.0,1.0,,3.0,1.0,3.0,3.0,2.0,1.0,,,,,,,,,1.0,4.0,,1.0,,,,,,,,,,,,
12450952,home,RC Lens,Florian Sotoca,florian-sotoca,F. Sotoca,F,7,187.0,757,M,,788921,EUR,656812800,M,7,7,False,40.0,27.0,1.0,,0.0,12.0,15.0,15.0,26.0,7.0,,,,80.0,50.0,6.9,17.0,0.0507633,0,,1.0,,3.0,5.0,2.0,1.0,1.0,,,2.0,1.0,1.0,,1.0,,,,,,,,2.0,1.0,,,True,,,,,,,,,,,
12450952,home,RC Lens,Adrien Thomasson,adrien-thomasson,A. Thomasson,M,28,177.0,523,M,,231946,EUR,755481600,M,28,28,False,33.0,26.0,2.0,,0.0,10.0,13.0,16.0,22.0,7.0,,,,80.0,50.0,6.4,13.0,0.011613,1,,2.0,,7.0,5.0,2.0,2.0,1.0,,,2.0,1.0,1.0,,,,0.027,,,,1.0,,1.0,2.0,,2.0,,1.0,1.0,,,,,,,,,
12450952,home,RC Lens,Andy Diouf,andy-diouf,A. Diouf,M,17,187.0,3993,M,,1048889,EUR,1053129600,M,18,18,False,18.0,12.0,,,0.0,5.0,8.0,7.0,13.0,2.0,,,,67.0,25.0,6.6,12.0,0.00777707,0,,3.0,,1.0,2.0,,,,,,1.0,,,1.0,1.0,,,,,,,,1.0,,,1.0,,,,,,,,,,,,
12450952,home,RC Lens,M'Bala Nzola,mbala-nzola,M. Nzola,F,8,185.0,2430,M,,788061,EUR,840326400,F,8,8,False,15.0,11.0,1.0,,0.0,2.0,2.0,9.0,13.0,2.0,,,,90.0,32.0,7.2,11.0,0.0461457,2,,,,8.0,3.0,1.0,3.0,2.0,1.0,2.0,,,,1.0,1.0,1.0,0.1815,0.2383,,,1.0,,4.0,,,2.0,,4.0,4.0,1.0,,,,,,,,
