match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_penaltyFaced,stat_minutesPlayed,stat_touches,stat_rating,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalLongBalls,stat_accurateLongBalls,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_totalClearance,stat_unsuccessfulTouch,stat_fouls,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,captain,stat_totalTackle,stat_penaltyConceded,stat_interceptionWon,stat_wonTackle,stat_wasFouled,stat_keyPass,stat_accurateCross,stat_blockedScoringAttempt,player_sofascoreId,stat_totalOffside,stat_goals,stat_penaltyWon,stat_challengeLost,stat_savedShotsFromInsideTheBox,stat_saves,stat_outfielderBlock
12499845,home,RB Leipzig,Péter Gulácsi,peter-gulacsi,P. Gulácsi,G,1,190,2361,M,37096,EUR,641952000,G,1,1,False,13.0,13.0,0.0,12.0,12.0,1.0,1.0,9.0,2.0,1.0,90.0,23.0,6.5,0.00034608,0,-0.8512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499845,home,RB Leipzig,Ridle Baku,ridle-baku,R. Baku,M,17,176,1448,M,856553,EUR,891993600,D,17,17,False,30.0,25.0,0.0,6.0,7.0,19.0,26.0,4.0,,,80.0,63.0,6.6,0.0357448,2,,,,5.0,3.0,3.0,2.0,1.0,6.0,4.0,2.0,4.0,3.0,1.0,1.0,1.0,3.0,2.0,15.0,0.2999,0.529,,,,,,,,,,,,,,,,,
12499845,home,RB Leipzig,Willi Orbán,willi-orban,W. Orbán,D,4,186,3115,M,136924,EUR,720748800,D,4,4,False,94.0,84.0,0.0,40.0,44.0,44.0,52.0,6.0,,,90.0,115.0,6.5,0.0372363,0,,,,5.0,3.0,2.0,1.0,3.0,2.0,5.0,,,,,,8.0,1.0,1.0,14.0,,,True,2.0,1.0,,,,,,,,,,,,,,
12499845,home,RB Leipzig,Castello Lukeba,castello-lukeba,C. Lukeba,D,23,184,2734,M,976421,EUR,1040083200,D,23,23,False,69.0,65.0,0.0,28.0,30.0,37.0,41.0,3.0,,,80.0,85.0,7.3,0.0206429,0,,,,1.0,,2.0,2.0,4.0,2.0,9.0,,1.0,1.0,,,3.0,1.0,1.0,7.0,,,,3.0,,3.0,2.0,1.0,1.0,,,,,,,,,,
12499845,home,RB Leipzig,David Raum,david-raum,D. Raum,D,22,180,2192,M,856076,EUR,893203200,D,22,22,False,36.0,31.0,0.0,15.0,15.0,20.0,35.0,3.0,,,90.0,69.0,6.7,0.474296,0,,,,3.0,1.0,14.0,1.0,,8.0,2.0,,4.0,1.0,,,,,4.0,20.0,,,,,,1.0,,1.0,3.0,4.0,,,,,,,,,
12499845,home,RB Leipzig,Nicolas Seiwald,seiwald-nicolas,N. Seiwald,M,13,179,1528,M,976575,EUR,988934400,M,13,13,False,76.0,65.0,0.0,24.0,26.0,41.0,53.0,3.0,,,90.0,86.0,7.3,0.240404,0,,,,6.0,3.0,3.0,2.0,,2.0,1.0,,,,,,1.0,,,14.0,,,,,,2.0,,1.0,1.0,,,,,,,,,,
12499845,home,RB Leipzig,Kevin Kampl,kevin-kampl,K. Kampl,M,,178,752,M,84251,EUR,655430400,M,44,44,False,62.0,50.0,0.0,11.0,12.0,40.0,52.0,5.0,,,90.0,73.0,7.3,0.102589,1,,,,5.0,3.0,2.0,2.0,,3.0,6.0,,2.0,2.0,,,,,1.0,14.0,0.1358,,,4.0,,,3.0,,1.0,1.0,1.0,,,,,,,,
12499845,home,RB Leipzig,Christoph Baumgartner,christoph-baumgartner,C. Baumgartner,M,14,180,2738,M,825956,EUR,933465600,M,14,14,False,16.0,10.0,0.0,1.0,3.0,9.0,15.0,3.0,,,33.0,25.0,6.4,0.0204318,1,,,,3.0,1.0,2.0,,,1.0,,,,,,,1.0,2.0,1.0,10.0,0.0361,,,,,,,,,,1.0,,,,,,,,
12499845,home,RB Leipzig,Xavi Simons,xavi-simons,X. Simons,M,7,179,50786,M,997183,EUR,1050883200,M,10,10,False,42.0,36.0,0.0,6.0,6.0,31.0,42.0,4.0,,,90.0,80.0,6.8,0.167604,3,,,,5.0,4.0,6.0,2.0,2.0,14.0,11.0,4.0,6.0,1.0,1.0,,1.0,4.0,3.0,24.0,0.1265,,,2.0,,1.0,,6.0,3.0,1.0,2.0,XaviSimons,2.0,,,,,,
12499845,home,RB Leipzig,Benjamin Šeško,benjamin-sesko,B. Šeško,F,30,195,79780,M,986397,EUR,1054339200,F,30,30,False,26.0,14.0,1.0,3.0,3.0,11.0,23.0,,,,90.0,45.0,8.7,0.111353,5,,,,1.0,1.0,,2.0,3.0,5.0,9.0,2.0,5.0,4.0,2.0,3.0,,1.0,,16.0,0.9564,1.3185,,,,,,2.0,3.0,,,benjamin_sesko,,1.0,,,,,
