match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,player_firstName,player_lastName,stat_accurateOppositionHalfPasses,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_expectedGoals,stat_accurateLongBalls,stat_aerialLost,stat_interceptionWon,stat_fouls,captain,stat_blockedScoringAttempt,stat_wasFouled,stat_keyPass,stat_accurateCross,stat_outfielderBlock,stat_totalOffside,stat_bigChanceCreated,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_savedShotsFromInsideTheBox,stat_saves,stat_goalsPrevented,stat_clearanceOffLine,stat_errorLeadToAShot
12514051,home,Benfica,Anatoliy Trubin,anatoliy-trubin,A. Trubin,G,1,200,9533,M,anatoliytrubin81,966616,EUR,996624000,G,1,1,False,21.0,17.0,4.0,0.0,17.0,18.0,3.0,4.0,90.0,23.0,6.6,4.0,4.236e-05,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12514051,home,Benfica,Alexander Bah,alexander-bah,A. Bah,D,6,183,2276,M,,850976,EUR,881625600,D,6,6,False,38.0,33.0,,0.0,16.0,17.0,24.0,2.0,82.0,68.0,7.1,12.0,0.0291857,1,,,17.0,3.0,1.0,4.0,6.0,2.0,1.0,2.0,1.0,1.0,1.0,4.0,3.0,1.0,0.0957,,,,,,,,,,,,,,,,,,,,,
12514051,home,Benfica,Tomás Araújo,tomas-araujo,T. Araújo,D,44,186,2711,M,,983542,EUR,1021507200,D,44,44,False,57.0,51.0,9.0,0.0,33.0,34.0,23.0,8.0,90.0,60.0,6.9,6.0,0.00806661,0,,,18.0,,,2.0,,,,,,,,,,,,5.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
12514051,home,Benfica,Nicolás Otamendi,nicolas-otamendi,N. Otamendi,D,30,183,17844,M,Notamendi30,74915,EUR,571622400,D,30,30,False,60.0,56.0,4.0,0.0,38.0,39.0,21.0,5.0,90.0,72.0,7.9,5.0,0.6387,2,,,18.0,,3.0,3.0,6.0,,,,,1.0,,2.0,2.0,,0.0324,3.0,1.0,3.0,2.0,True,1.0,1.0,2.0,,,,,,,,,,,,,
12514051,home,Benfica,Álvaro Carreras,alvaro-carreras,Á. Carreras,D,18,186,79899,M,,1085081,EUR,1048377600,D,3,3,False,72.0,64.0,2.0,1.0,35.0,35.0,38.0,5.0,90.0,99.0,7.9,11.0,0.0683853,1,,,30.0,1.0,,1.0,3.0,,1.0,,,1.0,1.0,1.0,1.0,1.0,0.0136,1.0,,5.0,,,,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,
12514051,home,Benfica,Fredrik Aursnes,fredrik-aursnes,F. Aursnes,M,8,179,3950,M,,228364,EUR,818553600,M,8,8,False,59.0,54.0,4.0,0.0,20.0,21.0,42.0,6.0,77.0,75.0,7.6,9.0,0.511178,1,,,36.0,4.0,1.0,5.0,6.0,3.0,,3.0,2.0,1.0,,2.0,1.0,1.0,0.1104,3.0,,,1.0,,,1.0,2.0,2.0,,,,,,,,,,,,
12514051,home,Benfica,Orkun Kökçü,orkun-kokcu,O. Kökçü,M,10,175,12817,M,orkunkokcu,907461,EUR,978048000,M,10,10,False,69.0,62.0,3.0,0.0,23.0,24.0,51.0,7.0,90.0,92.0,7.5,14.0,0.223778,4,,,42.0,6.0,1.0,4.0,3.0,1.0,2.0,,,,1.0,,,1.0,0.0956,3.0,,1.0,1.0,,4.0,2.0,4.0,3.0,,,,,,,,,,,,
12514051,home,Benfica,Ángel Di María,angel-di-maria,Á. Di María,F,11,180,84815,M,ÁDiMaría,30027,EUR,571795200,M,11,11,False,40.0,33.0,6.0,1.0,8.0,9.0,35.0,6.0,77.0,63.0,8.4,13.0,1.01219,5,,,26.0,4.0,,3.0,7.0,,,5.0,3.0,2.0,,2.0,1.0,,0.3502,4.0,,,1.0,,2.0,2.0,4.0,1.0,,,2.0,1.0,1.0,,,,,,,
12514051,home,Benfica,Kerem Aktürkoğlu,kerem-akturkoglu,K. Aktürkoğlu,F,9,173,24902,M,KAktürkoğlu,903324,EUR,908928000,M,17,17,False,18.0,10.0,,0.0,3.0,5.0,13.0,1.0,63.0,33.0,9.9,14.0,0.412374,4,,,7.0,,2.0,5.0,3.0,1.0,2.0,2.0,,,1.0,1.0,1.0,2.0,0.5086,,,1.0,,,,,3.0,,,,1.0,,4.0,3.0,0.9445,,,,,
12514051,home,Benfica,Jan-Niklas Beste,jan-niklas-beste,J. Beste,D,19,177,1031,M,,836711,EUR,915408000,M,37,37,False,42.0,34.0,1.0,0.0,9.0,10.0,36.0,5.0,90.0,65.0,7.5,17.0,0.0953211,2,,,28.0,4.0,,6.0,4.0,,1.0,4.0,1.0,,,2.0,2.0,2.0,0.086,,,,2.0,,,1.0,4.0,3.0,,,,,2.0,,0.2028,,,,,
12514051,home,Benfica,Vangelis Pavlidis,vangelis-pavlidis,V. Pavlidis,F,14,186,15120,M,vangelis_pavlidis,795236,EUR,911606400,F,14,14,False,13.0,9.0,,0.0,4.0,4.0,9.0,2.0,63.0,31.0,6.7,12.0,0.00891039,1,,,5.0,,,5.0,2.0,1.0,1.0,3.0,1.0,,1.0,1.0,1.0,4.0,0.1022,,,,1.0,,,,,,,4.0,,,1.0,,0.8084,,,,,
12514051,home,Benfica,Zeki Amdouni,zeki-amdouni,Z. Amdouni,F,25,183,2739,M,,990550,EUR,975888000,F,7,7,True,10.0,9.0,,0.0,2.0,2.0,8.0,1.0,27.0,23.0,7.4,5.0,0.0143335,4,,,7.0,,,2.0,1.0,,1.0,,,2.0,,1.0,,3.0,0.6857,,,1.0,1.0,,,,2.0,,,,,1.0,2.0,1.0,1.1616,,,,,
12514051,home,Benfica,Arthur Cabral,arthur-cabral,A. Cabral,F,19,186,4963,M,arthurcabral9,870762,EUR,893462400,F,9,9,True,8.0,8.0,,0.0,,,8.0,2.0,27.0,16.0,7.1,3.0,0.0466797,2,,,8.0,,,2.0,1.0,,,3.0,1.0,,,,,1.0,0.0814,,,,,,,,1.0,,,,,,2.0,,0.2871,,,,,
12514051,home,Benfica,Renato Sanches,renato-sanches,R. Sanches,M,8,176,9189,M,renatosanches,318967,EUR,871862400,M,85,85,True,12.0,11.0,1.0,0.0,4.0,5.0,7.0,1.0,13.0,16.0,6.1,4.0,0.00812377,0,,,7.0,,,4.0,,,1.0,2.0,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,
12514051,home,Benfica,Andreas Schjelderup,andreas-schjelderup,A. Schjelderup,F,21,177,8800,M,andreasschjelderup,1100952,EUR,1086048000,F,21,21,True,5.0,5.0,,0.0,1.0,1.0,4.0,,13.0,9.0,7.7,,0.00507556,2,,,4.0,,,,1.0,,,,,,,1.0,1.0,,0.2176,,,,,,,,,,,,,,2.0,1.0,0.5644,,,,,
12514051,home,Benfica,Issa Kaboré,issa-kabore,I. Kaboré,D,12,180,16736,M,issa_kabore_29,1006189,EUR,989625600,D,28,28,True,3.0,3.0,,0.0,1.0,1.0,4.0,,8.0,7.0,6.6,2.0,0.00220627,0,,,2.0,2.0,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
12514051,home,Benfica,Samuel Soares,samuel-soares,S. Soares,G,24,189,1436,M,,983550,EUR,1024099200,G,24,24,True,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
