match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialLost,stat_duelLost,stat_duelWon,stat_blockedScoringAttempt,stat_totalClearance,stat_unsuccessfulTouch,stat_wasFouled,stat_possessionLostCtrl,stat_expectedGoals,stat_keyPass,player_sofascoreId,stat_aerialWon,stat_challengeLost,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,captain,stat_totalCross,stat_shotOffTarget,player_firstName,player_lastName,stat_accurateCross,stat_totalContest,stat_wonContest,stat_dispossessed,stat_onTargetScoringAttempt,stat_hitWoodwork,stat_expectedGoalsOnTarget,stat_bigChanceMissed,stat_totalOffside,stat_bigChanceCreated,stat_goals,stat_goalAssist,stat_outfielderBlock,stat_savedShotsFromInsideTheBox,stat_punches,stat_ownGoals
11388428,home,FC Twente,Lars Unnerstall,lars-unnerstall,L. Unnerstall,G,1,198,265,M,94835,EUR,648432000,G,1,1,False,14.0,14.0,1.0,1.0,14.0,14.0,6.0,1.0,2.0,90.0,22.0,7.2,0.00016179,0,0.1264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11388428,home,FC Twente,Alfons Sampsted,alfons-sampsted,A. Sampsted,D,2,180,197,M,842536,EUR,891820800,D,12,12,False,38.0,35.0,1.0,,10.0,12.0,2.0,,,45.0,53.0,6.8,0.109778,2,,25.0,26.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,5.0,0.0534,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11388428,home,FC Twente,Mees Hilgers,mees-hilgers,M. Hilgers,D,2,185,8875,M,1014288,EUR,989712000,D,2,2,False,46.0,42.0,6.0,3.0,30.0,32.0,3.0,,,69.0,58.0,7.0,0.00888034,1,,12.0,14.0,3.0,5.0,6.0,1.0,,1.0,1.0,5.0,0.0649,,meeshilgerss,2.0,1.0,3.0,3.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,
11388428,home,FC Twente,Robin Pröpper,robin-propper,R. Pröpper,D,3,190,269,M,196082,EUR,748742400,D,3,3,False,79.0,75.0,7.0,5.0,33.0,34.0,6.0,,,90.0,83.0,7.4,0.16955,0,,42.0,45.0,,2.0,3.0,,1.0,,,4.0,,2.0,,3.0,,1.0,,,2.0,True,,,,,,,,,,,,,,,,,,,,
11388428,home,FC Twente,Gijs Smal,gijs-smal,G. Smal,D,5,183,339,M,860160,EUR,872985600,D,5,5,False,53.0,39.0,7.0,2.0,8.0,10.0,3.0,,,45.0,70.0,7.0,0.1452,2,,31.0,46.0,,,2.0,1.0,,1.0,1.0,19.0,0.0793,2.0,,,,,1.0,,,,3.0,1.0,,,,,,,,,,,,,,,,,,
11388428,home,FC Twente,Mathias Kjølø,mathias-kjolo,M. Kjølø,M,4,174,167,M,966546,EUR,993600000,M,4,4,False,99.0,86.0,10.0,9.0,6.0,6.0,3.0,,,79.0,110.0,8.0,0.50754,1,,81.0,94.0,1.0,3.0,6.0,1.0,2.0,,,14.0,0.0279,2.0,,2.0,2.0,,2.0,2.0,1.0,,1.0,,,,1.0,2.0,2.0,,,,,,,,,,,,,
11388428,home,FC Twente,Michal Sadílek,michal-sadilek,M. Sadílek,M,23,168,329,M,825731,EUR,928108800,M,23,23,False,100.0,87.0,2.0,1.0,11.0,14.0,2.0,,,90.0,111.0,7.9,0.307498,0,,76.0,88.0,,1.0,5.0,,2.0,,2.0,15.0,,2.0,,3.0,,1.0,,,1.0,,2.0,,,,,,,,,,,,,,,,,,,
11388428,home,FC Twente,Daan Rots,daan-rots,D. Rots,M,11,179,509,M,1048430,EUR,996019200,M,11,11,False,69.0,56.0,5.0,3.0,3.0,4.0,6.0,,,90.0,109.0,8.2,0.247179,7,,53.0,67.0,,8.0,11.0,4.0,2.0,2.0,1.0,24.0,0.5911,,,1.0,,,2.0,1.0,1.0,,2.0,1.0,,,,12.0,7.0,2.0,2.0,1.0,0.106,,,,,,,,,
11388428,home,FC Twente,Sem Steijn,sem-steijn,S. Steijn,M,14,173,3417,M,944467,EUR,1005523200,M,14,14,False,21.0,16.0,,,1.0,4.0,2.0,,,75.0,33.0,7.1,0.087611,6,,15.0,17.0,2.0,6.0,2.0,1.0,,,,8.0,0.5334,1.0,,2.0,,,,,1.0,,,2.0,,,,2.0,,1.0,3.0,,0.7476,1.0,1.0,,,,,,,
11388428,home,FC Twente,Michel Vlap,michel-vlap,M. Vlap,M,14,189,423,M,798181,EUR,865209600,M,18,18,False,45.0,39.0,,,2.0,4.0,,,,90.0,61.0,7.1,0.0950418,3,,37.0,44.0,,2.0,2.0,1.0,,3.0,,15.0,0.4834,1.0,,1.0,,,,,,,3.0,2.0,,,,3.0,1.0,,,,,1.0,,,,,,,,
