match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_onTargetScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_wonContest,stat_outfielderBlock,stat_unsuccessfulTouch,player_firstName,player_lastName,stat_dispossessed,stat_shotOffTarget,stat_bigChanceCreated,stat_blockedScoringAttempt,captain,stat_totalOffside,stat_bigChanceMissed,stat_hitWoodwork,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_errorLeadToAShot
12504652,home,Milan,Mike Maignan,mike-maignan,M. Maignan,G,16,190.0,15444,M,MMaignan,191210,EUR,804729600,G,16,16,False,27.0,25.0,3.0,1.0,0.0,24.0,25.0,1.0,2.0,4.0,1.0,90.0,31.0,6.8,2.0,0.00050452,0,0.0281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12504652,home,Milan,Emerson Royal,emerson-royal,E. Royal,D,22,183.0,10057,M,emerson_royal,856123,EUR,916272000,D,22,22,False,68.0,65.0,1.0,1.0,0.0,33.0,33.0,33.0,39.0,9.0,,90.0,100.0,8.3,8.0,0.408627,2,,4.0,1.0,2.0,3.0,8.0,10.0,2.0,1.0,2.0,8.0,1.0,3.0,2.0,4.0,3.0,0.1004,0.6776,3.0,,,,,,,,,,,,,,,,,
12504652,home,Milan,Matteo Gabbia,matteo-gabbia,M. Gabbia,D,46,185.0,3401,M,,826195,EUR,940464000,D,46,46,False,71.0,67.0,8.0,6.0,0.0,46.0,47.0,22.0,25.0,3.0,,90.0,81.0,7.6,4.0,0.0627206,1,,1.0,1.0,2.0,2.0,4.0,4.0,,1.0,1.0,4.0,1.0,1.0,1.0,,3.0,0.0523,0.2017,,1.0,1.0,,,,,,,,,,,,,,,
12504652,home,Milan,Malick Thiaw,malick-thiaw,M. Thiaw,D,12,194.0,6237,M,MThiaw,1014286,EUR,997228800,D,28,28,False,87.0,81.0,9.0,8.0,0.0,43.0,46.0,38.0,41.0,6.0,,90.0,98.0,7.5,8.0,0.0168321,0,,,,3.0,2.0,3.0,4.0,,1.0,,3.0,1.0,1.0,1.0,,,,,,1.0,,1.0,,,,,,,,,,,,,,
12504652,home,Milan,Álex Jiménez,alex-jimenez,A. Jiménez,D,20,177.0,3553,M,,1184308,EUR,1115510400,D,20,20,False,42.0,39.0,2.0,1.0,0.0,16.0,18.0,25.0,30.0,6.0,,90.0,68.0,7.8,10.0,0.0669185,2,,6.0,2.0,2.0,,5.0,6.0,1.0,3.0,1.0,1.0,,1.0,1.0,3.0,,0.0289,0.0685,2.0,2.0,,,Alejandro Jiménez,,1.0,1.0,,,,,,,,,,
12504652,home,Milan,Tijjani Reijnders,tijjani-reijnders,T. Reijnders,M,4,185.0,38485,M,tijjanireijnders,893549,EUR,901670400,M,14,14,False,52.0,45.0,1.0,1.0,0.0,15.0,17.0,31.0,40.0,8.0,,90.0,76.0,7.2,21.0,0.264033,3,,5.0,1.0,2.0,,9.0,4.0,,4.0,,1.0,,1.0,,,1.0,0.0817,,4.0,3.0,,3.0,,,5.0,,1.0,3.0,,,,,,,,
12504652,home,Milan,Youssouf Fofana,youssouf-fofana,Y. Fofana,M,19,185.0,6182,M,YFofana19_,945062,EUR,915926400,M,29,29,False,62.0,56.0,3.0,1.0,0.0,18.0,18.0,38.0,45.0,4.0,,90.0,74.0,6.9,11.0,0.199877,1,,1.0,,,1.0,4.0,3.0,1.0,2.0,,1.0,1.0,2.0,2.0,,,0.0154,,1.0,,,1.0,,,1.0,1.0,,,,,,,,,,
12504652,home,Milan,Samuel Chukwueze,samuel-chukwueze,S. Chukwueze,F,19,172.0,21963,M,chukwuezesamuel8,822470,EUR,927331200,M,21,21,False,40.0,38.0,1.0,1.0,0.0,16.0,17.0,24.0,33.0,3.0,,76.0,59.0,7.1,13.0,0.0788693,4,,10.0,2.0,,1.0,2.0,2.0,,3.0,,,,,,,,0.2256,,3.0,1.0,,,,,,1.0,,3.0,,,,,,,,
12504652,home,Milan,Mattia Liberali,mattia-liberali,M. Liberali,F,14,169.0,2143,M,,1475557,EUR,1175817600,M,30,30,False,29.0,24.0,,,0.0,6.0,8.0,18.0,23.0,4.0,,62.0,40.0,6.9,11.0,0.0232864,2,,2.0,,,1.0,3.0,3.0,,,,,,2.0,1.0,,1.0,0.0692,,1.0,,,1.0,Mattia Liberali,,2.0,2.0,,,,,,,,,,
12504652,home,Milan,Rafael Leão,rafael-leao,R. Leão,M,10,188.0,75751,M,RLeão,851284,EUR,928972800,M,10,10,False,25.0,23.0,1.0,,0.0,3.0,3.0,21.0,25.0,2.0,,90.0,54.0,6.6,14.0,0.184766,2,,3.0,1.0,3.0,1.0,12.0,6.0,1.0,8.0,,,,,,2.0,1.0,0.0252,,3.0,3.0,,3.0,,,2.0,,,2.0,True,1.0,,,,,,
