match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_lastManTackle,stat_totalTackle,stat_wonTackle,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_aerialWon,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_shotOffTarget,stat_interceptionWon,stat_unsuccessfulTouch,stat_wasFouled,stat_expectedGoals,stat_aerialLost,stat_fouls,stat_outfielderBlock,stat_totalCross,stat_accurateCross,stat_keyPass,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,player_sofascoreId,stat_bigChanceCreated,stat_totalOffside,captain,stat_goals,stat_blockedScoringAttempt,stat_errorLeadToAShot,stat_goodHighClaim,stat_bigChanceMissed
12436918,home,Leicester City,Mads Hermansen,mads-hermansen,M. Hermansen,G,1,187,1770,M,856640,EUR,963273600,G,30,30,False,23.0,22.0,4.0,3.0,0.0,20.0,21.0,2.0,2.0,1.0,3.0,9.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,2.0,90.0,36.0,7.4,3.0,0.00080075,0,0.3444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436918,home,Leicester City,James Justin,james-justin,J. Justin,D,24,183,1165,M,827681,EUR,888192000,D,2,2,False,51.0,43.0,3.0,,0.0,25.0,27.0,18.0,24.0,6.0,1.0,5.0,,2.0,,,,,,,90.0,67.0,6.6,10.0,0.00638391,1,,,,1.0,3.0,2.0,1.0,1.0,2.0,1.0,3.0,0.0753,,,,,,,,,,,,,,,,,,,
12436918,home,Leicester City,Wout Faes,wout-faes,W. Faes,D,25,185,1743,M,361696,EUR,891561600,D,3,3,False,76.0,69.0,7.0,4.0,0.0,40.0,42.0,29.0,34.0,3.0,6.0,4.0,,,,,,,,,90.0,85.0,6.7,8.0,0.0101653,0,,,,3.0,3.0,,,,1.0,1.0,,,2.0,1.0,,,,,,,,,,,,,,,,,
12436918,home,Leicester City,Caleb Okoli,caleb-okoli,C. Okoli,D,5,191,938,M,967722,EUR,994982400,D,5,5,False,68.0,62.0,5.0,2.0,0.0,39.0,41.0,23.0,27.0,5.0,5.0,6.0,,3.0,1.0,,,,,,89.0,83.0,6.8,7.0,0.0062963,1,,,,,6.0,2.0,,1.0,1.0,1.0,2.0,0.0373,2.0,2.0,1.0,,,,,,,,,,,,,,,,
12436918,home,Leicester City,Victor Kristiansen,kristiansen-victor,V. Kristiansen,D,16,181,1305,M,1092409,EUR,1039996800,D,16,16,False,41.0,37.0,3.0,2.0,0.0,12.0,12.0,27.0,36.0,3.0,1.0,1.0,,2.0,2.0,,,,,,90.0,66.0,7.5,10.0,0.125314,0,,,,,2.0,,1.0,,3.0,,1.0,,1.0,,1.0,7.0,2.0,2.0,,,,,,,,,,,,,
12436918,home,Leicester City,Harry Winks,harry-winks,H. Winks,M,8,178,1220,M,545780,EUR,823219200,M,8,8,False,81.0,75.0,2.0,1.0,0.0,26.0,27.0,49.0,55.0,1.0,2.0,4.0,,1.0,1.0,,,,,,90.0,91.0,6.8,10.0,0.127378,0,,,,,2.0,1.0,1.0,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,
12436918,home,Leicester City,Oliver Skipp,skipp-oliver,O. Skipp,M,22,175,1315,M,859901,EUR,969062400,M,22,22,False,43.0,38.0,1.0,1.0,0.0,11.0,14.0,27.0,29.0,6.0,,3.0,,2.0,1.0,,,,,,68.0,55.0,7.0,7.0,0.0243609,1,,,,,1.0,,,,1.0,2.0,3.0,0.0462,,1.0,,,,,1.0,1.0,1.0,0.0154,,,,,,,,,
12436918,home,Leicester City,Abdul Fatawu Issahaku,abdul-fatawu-issahaku,A. F. Issahaku,M,7,180,10423,M,1103589,EUR,1078704000,M,7,7,False,16.0,13.0,3.0,3.0,0.0,7.0,8.0,6.0,9.0,10.0,,4.0,,3.0,3.0,,,,,,68.0,39.0,6.9,12.0,0.0127937,2,,,,2.0,9.0,1.0,4.0,1.0,1.0,1.0,4.0,0.0462,,1.0,,1.0,,,4.0,1.0,1.0,0.0369,issahaku10,,,,,,,,
12436918,home,Leicester City,Wilfred Ndidi,wilfred-ndidi,W. Ndidi,M,4,186,9690,M,787885,EUR,850694400,M,6,6,False,33.0,28.0,2.0,,1.0,13.0,14.0,16.0,23.0,3.0,,2.0,,2.0,,,,,,,89.0,52.0,6.5,16.0,0.0103095,0,,,,1.0,8.0,2.0,,,1.0,6.0,,,2.0,2.0,,4.0,1.0,1.0,2.0,,,,,1.0,,,,,,,
12436918,home,Leicester City,Jordan Ayew,jordan-ayew,J. Ayew,F,9,182,13272,M,103045,EUR,684547200,M,18,18,False,24.0,21.0,2.0,1.0,0.0,7.0,8.0,15.0,20.0,11.0,,8.0,,3.0,1.0,,,,,,67.0,45.0,7.1,9.0,0.0398005,1,,,,1.0,4.0,2.0,1.0,1.0,,2.0,5.0,0.0393,,1.0,,4.0,1.0,1.0,2.0,2.0,,,jordanayew9,,1.0,,,,,,
