match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_outfielderBlock,stat_keyPass,stat_totalCross,stat_accurateCross,stat_challengeLost,stat_wonContest,stat_bigChanceCreated,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_totalOffside,stat_expectedGoals,stat_expectedGoalsOnTarget,captain,stat_goals,stat_bigChanceMissed,stat_errorLeadToAShot,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_clearanceOffLine,stat_blockedScoringAttempt
12530794,home,Gaziantep FK,Mustafa Burak Bozan,bozan-mustafa-burak,M. B. Bozan,G,71,196,107,M,934201,EUR,966988800,G,71,71,False,23.0,11.0,14.0,2.0,0.0,9.0,10.0,2.0,13.0,6.0,1.0,2.0,3.0,90.0,30.0,7.2,12.0,0.00027113,0,0.3069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12530794,home,Gaziantep FK,Salem M'Bakata,salem-mbakata,S. M'Bakata,D,22,177,65,M,940367,EUR,892944000,D,22,22,False,40.0,36.0,2.0,2.0,0.0,25.0,27.0,11.0,13.0,5.0,,,,90.0,64.0,7.0,7.0,0.00782741,0,,,,2.0,1.0,5.0,4.0,1.0,1.0,5.0,1.0,2.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
12530794,home,Gaziantep FK,Arda Kızıldağ,arda-kizildag,A. Kızıldağ,D,4,187,127,M,904228,EUR,908409600,D,4,4,False,74.0,68.0,3.0,1.0,0.0,43.0,45.0,25.0,29.0,2.0,,,,90.0,94.0,7.6,6.0,0.0174988,0,,,,,4.0,2.0,6.0,,,14.0,,1.0,1.0,,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,
12530794,home,Gaziantep FK,Cyril Mandouki,cyril-mandouki,C. Mandouki,M,14,180,38,M,821461,EUR,682732800,D,14,14,False,68.0,63.0,5.0,3.0,0.0,46.0,48.0,17.0,20.0,1.0,,,,90.0,87.0,7.9,6.0,0.00568447,0,,,,1.0,1.0,2.0,4.0,,,6.0,2.0,3.0,2.0,1.0,,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,
12530794,home,Gaziantep FK,Deian Sorescu,deian-sorescu,D. Sorescu,M,18,175,703,M,797602,EUR,872812800,M,18,18,False,34.0,27.0,2.0,1.0,1.0,5.0,5.0,23.0,35.0,3.0,,,,90.0,59.0,7.8,17.0,0.858818,3,,,,,,3.0,2.0,1.0,2.0,2.0,,,,3.0,1.0,,,3.0,6.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,0.0903,0.2314,,,,,,,,
12530794,home,Gaziantep FK,Badou Ndiaye,badou-ndiaye,B. Ndiaye,M,,180,427,M,228342,EUR,656985600,M,20,20,False,61.0,57.0,5.0,4.0,0.0,24.0,25.0,33.0,36.0,6.0,,,,90.0,76.0,7.4,9.0,0.308236,1,,,,,,3.0,5.0,2.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,,,,,,,,,1.0,,,0.0127,,,,,,,,,
12530794,home,Gaziantep FK,Alexandru Maxim,alexandru-maxim,A. Maxim,M,44,177,793,M,180511,EUR,647395200,M,44,44,False,70.0,70.0,9.0,9.0,0.0,32.0,32.0,38.0,38.0,8.0,,,,75.0,81.0,7.1,4.0,0.0671665,0,,,,,,6.0,1.0,3.0,,1.0,1.0,1.0,,,,2.0,,1.0,,,1.0,,,,,,,,True,,,,,,,
12530794,home,Gaziantep FK,Mustafa Eskihellaç,mustafa-eskihellac,M. Eskihellaç,D,19,175,571,M,899069,EUR,862790400,M,7,7,False,44.0,38.0,1.0,,0.0,19.0,21.0,19.0,23.0,7.0,,,,69.0,72.0,6.6,14.0,0.0265862,1,,,,2.0,2.0,12.0,6.0,3.0,6.0,,2.0,2.0,1.0,1.0,,2.0,,,,,1.0,2.0,,,1.0,,0.0199,0.0389,,,,,,,,
12530794,home,Gaziantep FK,Kacper Kozłowski,kacper-kozlowski,K. Kozłowski,M,10,182,3151,M,984602,EUR,1066262400,F,10,10,False,30.0,28.0,2.0,2.0,0.0,8.0,8.0,20.0,22.0,3.0,,,,86.0,44.0,6.9,5.0,0.0397532,1,,,,1.0,,6.0,5.0,2.0,1.0,2.0,1.0,2.0,2.0,,3.0,2.0,,,,,1.0,,,1.0,,,0.0361,,,,,,,,,
12530794,home,Gaziantep FK,David Okereke,david-okereke,D. Okereke,F,77,182,891,M,831290,EUR,872812800,F,77,77,False,21.0,14.0,1.0,1.0,0.0,4.0,4.0,10.0,17.0,4.0,,,,86.0,38.0,7.8,13.0,0.244765,1,,,,3.0,3.0,7.0,6.0,,6.0,3.0,,1.0,1.0,1.0,,,,2.0,,,,2.0,1.0,,1.0,1.0,0.9676,0.9953,,1.0,,,,,,
