match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_duelLost,stat_challengeLost,stat_totalContest,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_keyPass,stat_aerialLost,stat_dispossessed,stat_wonContest,stat_shotOffTarget,stat_clearanceOffLine,stat_outfielderBlock,stat_fouls,stat_expectedGoals,stat_onTargetScoringAttempt,stat_interceptionWon,stat_expectedGoalsOnTarget,stat_goalAssist,stat_accurateCross,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_unsuccessfulTouch,stat_goals,stat_penaltyWon,stat_penaltyFaced,stat_penaltyConceded,player_sofascoreId,stat_bigChanceMissed
11401991,home,RKC Waalwijk,Etienne Vaessen,etienne-vaessen,E. Vaessen,G,1,187,465,M,809408,EUR,806716800,G,1,1,False,True,45.0,22.0,32.0,10.0,17.0,20.0,5.0,25.0,1.0,1.0,2.0,8.0,1.0,4.0,5.0,2.0,90.0,59.0,8.1,23.0,0.00148577,0,1.3778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11401991,home,RKC Waalwijk,Julian Lelieveld,julian-lelieveld,J. Lelieveld,D,2,184,104,M,798179,EUR,880329600,D,2,2,False,,45.0,32.0,4.0,2.0,13.0,19.0,19.0,29.0,3.0,7.0,5.0,4.0,,,,,90.0,73.0,7.2,20.0,0.193029,0,,,,3.0,5.0,3.0,2.0,2.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,
11401991,home,RKC Waalwijk,Shawn Adewoye,shawn-adewoye,S. Adewoye,D,4,183,156,M,989586,EUR,962236800,D,4,4,False,,32.0,26.0,5.0,3.0,21.0,25.0,5.0,7.0,4.0,6.0,7.0,4.0,,,,,90.0,48.0,8.0,7.0,0.00126906,1,,,,,7.0,,1.0,1.0,,,2.0,3.0,1.0,1.0,1.0,1.0,2.0,3.0,0.0502,,,,,,,,,,,,,,
11401991,home,RKC Waalwijk,Dario Van Den Buijs,dario-van-den-buijs,D. V. D. Buijs,D,33,188,65,M,783468,EUR,810864000,D,3,3,False,,40.0,30.0,8.0,2.0,20.0,24.0,10.0,16.0,4.0,4.0,7.0,4.0,,,,,90.0,52.0,7.6,10.0,0.00745579,1,,,,,,,,,,,1.0,,,,,,2.0,,0.0899,1.0,1.0,0.1256,,,,,,,,,,,
11401991,home,RKC Waalwijk,Aaron Meijers,aaron-meijers,A. Meijers,D,14,176,30,M,32386,EUR,562377600,D,28,28,False,,32.0,21.0,7.0,1.0,14.0,17.0,10.0,18.0,4.0,8.0,4.0,6.0,,,,,90.0,56.0,8.0,12.0,0.633347,1,,Aaron,Meijers,3.0,5.0,1.0,1.0,4.0,2.0,,3.0,1.0,,,1.0,,1.0,2.0,0.01,,1.0,,1.0,3.0,1.0,,,,,,,,
11401991,home,RKC Waalwijk,Kevin Felida,kevin-felida,K. Felida,M,6,172,104,M,896215,EUR,942278400,M,35,35,False,,30.0,22.0,6.0,3.0,15.0,18.0,7.0,12.0,1.0,4.0,2.0,6.0,,,,,89.0,45.0,6.7,13.0,0.00934464,1,,,,,3.0,1.0,2.0,2.0,2.0,,,,,1.0,,,,1.0,0.0232,,,,,,,1.0,4.0,,,,,,
11401991,home,RKC Waalwijk,Yassin Oukili,oukili-yassin,Y. Oukili,M,5,195,495,M,1010846,EUR,978480000,M,6,6,False,,35.0,30.0,1.0,,17.0,17.0,13.0,18.0,1.0,6.0,5.0,7.0,,,,,90.0,54.0,7.1,9.0,0.0484557,1,,,,,4.0,1.0,,4.0,3.0,1.0,,1.0,2.0,,1.0,,,,0.1797,,1.0,,,,,,2.0,,,,,,
11401991,home,RKC Waalwijk,Denilho Cleonise,denilho-cleonise,D. Cleonise,F,7,179,62,M,971006,EUR,1007769600,M,7,7,False,,13.0,12.0,,,1.0,1.0,11.0,14.0,,1.0,,3.0,,,,,76.0,29.0,6.4,10.0,0.226689,0,,,,2.0,5.0,1.0,2.0,,,1.0,1.0,,2.0,,,,,,,,,,,,,,3.0,,,,,,
11401991,home,RKC Waalwijk,Reuven Niemeijer,reuven-niemeijer,R. Niemeijer,M,10,178,46,M,846202,EUR,796262400,M,27,27,False,,17.0,10.0,3.0,,3.0,6.0,8.0,14.0,1.0,1.0,,3.0,,,,,65.0,25.0,6.7,11.0,0.110678,1,,,,3.0,2.0,,,,,,1.0,2.0,,,1.0,,,,0.1004,,,,,1.0,,,1.0,,,,,,
11401991,home,RKC Waalwijk,Chris Lokesa,lokesa-chris,C. Lokesa,M,5,175,140,M,1126518,EUR,1099785600,M,14,14,False,,28.0,23.0,2.0,2.0,6.0,8.0,17.0,20.0,,3.0,1.0,5.0,,,,,90.0,42.0,6.7,10.0,0.0714579,1,,,,,8.0,1.0,4.0,,,1.0,,1.0,3.0,2.0,1.0,,,1.0,0.0354,,1.0,,,,,,,,,,,,
11401991,home,RKC Waalwijk,David Min,david-min,D. Min,F,9,194,359,M,966429,EUR,930096000,F,9,9,False,,17.0,9.0,,,5.0,6.0,4.0,11.0,,3.0,1.0,5.0,,,,,77.0,35.0,8.8,14.0,0.00787078,4,,,,,12.0,,,1.0,1.0,2.0,,8.0,2.0,,,,1.0,2.0,1.447,3.0,,2.0646,,,,1.0,4.0,2.0,1.0,,,,
11401991,home,RKC Waalwijk,Jurien Gaari,jurien-gaari,J. Gaari,D,3,181,58,M,884944,EUR,756604800,D,23,23,True,,4.0,3.0,,,1.0,2.0,2.0,2.0,1.0,3.0,5.0,2.0,,,,,25.0,12.0,6.8,1.0,0.00027091,0,,,,,1.0,,,2.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,
11401991,home,RKC Waalwijk,Richonell Margaret,richonell-margaret,R. Margaret,F,18,191,393,M,973716,EUR,968284800,F,19,19,True,,3.0,3.0,,,1.0,1.0,2.0,2.0,,3.0,,,,,,,13.0,16.0,6.6,6.0,0.015329,0,,,,,4.0,,1.0,2.0,1.0,1.0,1.0,,2.0,,,,,1.0,,,,,,,,,3.0,,,,,,
