match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,player_firstName,player_lastName,stat_aerialLost,stat_aerialWon,stat_wonContest,stat_shotOffTarget,stat_blockedScoringAttempt,stat_dispossessed,stat_outfielderBlock,stat_totalOffside,stat_keyPass,player_sofascoreId,stat_onTargetScoringAttempt,stat_goalAssist,stat_goals,stat_bigChanceMissed,stat_bigChanceCreated
11067325,home,Santos,João Paulo,joao-paulo,J. Paulo,G,34,188,1599,M,795177,EUR,804384000,G,34,34,False,True,28.0,17.0,16.0,5.0,17.0,20.0,8.0,1.0,11.0,2.0,4.0,1.0,90.0,37.0,6.4,11.0,0.0,0.0,0.00014889,0,-0.5932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067325,home,Santos,Junior Caiçara,junior-caicara,J. Caiçara,D,5,173,99,M,128440,EUR,609638400,D,80,80,False,,25.0,20.0,2.0,,7.0,9.0,19.0,2.0,1.0,,,,45.0,45.0,6.5,8.0,0.0,0.0,0.0275418,0,,15.0,3.0,2.0,3.0,4.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
11067325,home,Santos,Messias,messias,Messias,D,4,192,220,M,839765,EUR,783820800,D,24,24,False,,40.0,28.0,8.0,1.0,21.0,25.0,15.0,1.0,5.0,,,,90.0,47.0,6.3,12.0,0.0,0.0,0.00254448,0,,7.0,,,2.0,4.0,,,3.0,1.0,1.0,,1.0,,,,2.0,2.0,,,,,,,,,,,,,
11067325,home,Santos,João Basso,joao-basso,J. Basso,D,13,189,689,M,850955,EUR,853113600,D,2,2,False,,60.0,50.0,7.0,3.0,23.0,27.0,35.0,6.0,7.0,,,,90.0,79.0,6.4,13.0,0.0936,0.0,0.0450878,2,,28.0,2.0,1.0,5.0,5.0,3.0,1.0,3.0,2.0,1.0,2.0,1.0,2.0,,,,1.0,1.0,1.0,1.0,,,,,,,,,,
11067325,home,Santos,Dodô,dodo,Dodô,D,,177,222,M,108481,EUR,697334400,D,16,16,False,,48.0,40.0,6.0,4.0,11.0,13.0,38.0,1.0,9.0,,,,90.0,81.0,7.1,14.0,0.0848,0.0,0.133649,2,,30.0,3.0,1.0,8.0,6.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,,,,5.0,3.0,,,2.0,1.0,2.0,1.0,2.0,,,,,,
11067325,home,Santos,Nonato,nonato,Nonato,M,16,174,1213,M,922566,EUR,888883200,M,7,7,False,,14.0,11.0,1.0,,4.0,6.0,8.0,,3.0,,,,45.0,21.0,6.6,5.0,0.0,0.0,0.00405872,0,,7.0,,,,1.0,,,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,
11067325,home,Santos,Rodrigo Fernández,rodrigo-fernandez,R. Fernández,M,5,172,285,M,877599,EUR,820627200,M,14,14,False,,58.0,51.0,12.0,7.0,23.0,24.0,34.0,,4.0,,,,90.0,68.0,6.7,7.0,0.0,0.0,0.0279954,0,,28.0,,,7.0,7.0,3.0,,1.0,4.0,3.0,,,2.0,,,2.0,3.0,,,,,,1.0,,,,,,,
11067325,home,Santos,Lucas Braga,lucas-braga,L. Braga,M,22,184,437,M,934801,EUR,847584000,M,30,30,False,,30.0,24.0,2.0,1.0,4.0,5.0,28.0,,7.0,,,,90.0,47.0,6.5,12.0,0.0681,0.0,0.0257031,3,,20.0,3.0,,4.0,6.0,3.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,,,,1.0,1.0,2.0,1.0,,,,,,,,,,
11067325,home,Santos,Jean Lucas,jean-lucas,J. Lucas,M,6,181,3752,M,927975,EUR,898473600,M,8,8,False,,17.0,16.0,,,3.0,4.0,18.0,1.0,1.0,,,,45.0,33.0,6.9,6.0,0.0,0.0,0.061532,0,,16.0,5.0,3.0,3.0,4.0,1.0,,,1.0,1.0,2.0,3.0,,,,1.0,,,,,1.0,,,2.0,,,,,,
11067325,home,Santos,Stiven Mendoza,steven-mendoza,S. Mendoza,M,7,171,1016,M,354510,EUR,709603200,M,20,20,False,,19.0,13.0,1.0,,2.0,4.0,21.0,,6.0,,,,71.0,41.0,6.0,22.0,0.0215,0.0,0.0234818,1,,11.0,6.0,,7.0,4.0,1.0,7.0,,,,1.0,1.0,1.0,,,,,3.0,1.0,,1.0,,,,,,,,,
11067325,home,Santos,Marcos Leonardo,marcos-leonardo,M. Leonardo,F,9,177,22653,M,1047227,EUR,1051833600,F,9,9,False,,11.0,7.0,,,3.0,4.0,7.0,1.0,2.0,,,,77.0,27.0,7.3,8.0,0.1456,0.1412,0.0289759,2,,4.0,,,5.0,5.0,,4.0,,,,3.0,1.0,,,,5.0,,4.0,1.0,,,,,2.0,marcosleonardo09,1.0,,,,
