match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_sofascoreId,stat_aerialWon,stat_duelLost,stat_duelWon,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_aerialLost,stat_bigChanceMissed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_hitWoodwork,stat_penaltyConceded,stat_wasFouled,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_keyPass,stat_totalCross,captain,stat_blockedScoringAttempt,stat_outfielderBlock,player_firstName,player_lastName,stat_accurateCross,stat_bigChanceCreated,stat_goals,stat_wonContest,stat_totalOffside,stat_goodHighClaim,stat_punches,stat_clearanceOffLine,stat_errorLeadToAShot,stat_penaltyWon
12504653,home,Atalanta,Marco Carnesecchi,marco-carnesecchi,M. Carnesecchi,G,29,192.0,3101,M,865646,EUR,962409600,G,29,29,False,23.0,17.0,8.0,2.0,0.0,16.0,18.0,1.0,5.0,1.0,7.0,1.0,1.0,1.0,1.0,1.0,90.0,31.0,6.4,6.0,0.0003587,0,-0.1558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12504653,home,Atalanta,Odilon Kossounou,odilon-kossounou,O. Kossounou,D,3,191.0,9985,M,973437,EUR,978566400,D,3,3,False,68.0,59.0,5.0,2.0,0.0,39.0,42.0,20.0,26.0,,7.0,,,,,,90.0,76.0,6.5,11.0,0.00828138,0,,odilonkossounou,1.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12504653,home,Atalanta,Berat Djimsiti,berat-djimsiti,B. Djimsiti,D,19,190.0,2156,M,151003,EUR,730080000,D,19,19,False,44.0,40.0,,,0.0,30.0,31.0,10.0,13.0,,5.0,,,,,,70.0,52.0,6.4,4.0,0.00413874,2,,,1.0,3.0,4.0,1.0,2.0,1.0,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3412,0.2164,,,,,,,,,,,,,,,,,,,,
12504653,home,Atalanta,Sead Kolašinac,sead-kolasinac,S. Kolašinac,D,23,183.0,3276,M,142148,EUR,740534400,D,23,23,False,69.0,62.0,1.0,,0.0,29.0,33.0,33.0,36.0,1.0,6.0,,,,,,90.0,82.0,6.5,13.0,0.014842,2,,,4.0,9.0,6.0,,1.0,,,,2.0,,,2.0,1.0,,1.0,0.1582,0.7723,1.0,2.0,4.0,1.0,,,,,,,,,,,,,,,,
12504653,home,Atalanta,Raoul Bellanova,raoul-bellanova,R. Bellanova,M,16,188.0,2480,M,826185,EUR,958521600,M,16,16,False,28.0,26.0,2.0,,0.0,15.0,15.0,11.0,17.0,,3.0,,,,,,80.0,45.0,6.8,7.0,0.00743918,0,,,,,5.0,,1.0,1.0,,,,,,,,,4.0,,,,,,,4.0,,,,,,,,,,,,,,,
12504653,home,Atalanta,Mario Pašalić,mario-pasalic,M. Pašalić,M,20,189.0,7385,M,190437,EUR,792288000,M,8,8,False,77.0,75.0,6.0,5.0,1.0,33.0,34.0,42.0,43.0,3.0,4.0,,,,,,90.0,94.0,7.2,8.0,0.0342942,1,,pasalicmario,2.0,5.0,4.0,,2.0,1.0,3.0,1.0,1.0,,,,,,,0.0501,,,3.0,,1.0,,True,1.0,2.0,,,,,,,,,,,,
12504653,home,Atalanta,Éderson,ederson,Éderson,M,13,183.0,7659,M,946888,EUR,931305600,M,13,13,False,77.0,67.0,1.0,1.0,0.0,34.0,36.0,35.0,44.0,,10.0,,,,,,90.0,94.0,7.5,14.0,0.212609,1,,ederson99,,4.0,6.0,3.0,2.0,2.0,,,2.0,,1.0,,,,4.0,0.06,,,,2.0,2.0,3.0,,,,,,2.0,,,,,,,,,
12504653,home,Atalanta,Davide Zappacosta,davide-zappacosta,D. Zappacosta,M,77,182.0,2125,M,132318,EUR,708220800,M,77,77,False,32.0,31.0,3.0,3.0,1.0,12.0,13.0,22.0,24.0,,2.0,,,,,,70.0,46.0,7.6,5.0,0.353897,1,,,1.0,,1.0,,,,,1.0,,,1.0,,,,,0.0143,,,,,3.0,5.0,,,,,,3.0,1.0,,,,,,,,
12504653,home,Atalanta,Charles De Ketelaere,charles-de-ketelaere,C. De Ketelaere,F,17,192.0,14835,M,960441,EUR,984182400,F,17,17,False,46.0,37.0,2.0,,0.0,14.0,15.0,26.0,38.0,2.0,2.0,,,,,,90.0,72.0,8.7,21.0,0.204359,5,,cdk,2.0,5.0,3.0,,,,4.0,1.0,2.0,1.0,2.0,3.0,,,1.0,0.4202,1.5445,,1.0,2.0,3.0,7.0,,,,,,3.0,1.0,2.0,,,,,,,
12504653,home,Atalanta,Ademola Lookman,ademola-lookman,A. Lookman,F,22,174.0,80703,M,824200,EUR,877305600,F,11,11,False,31.0,22.0,2.0,,0.0,6.0,7.0,17.0,29.0,,4.0,,,,,,70.0,51.0,7.4,21.0,0.122194,2,,molalookman,,4.0,5.0,,2.0,,5.0,1.0,1.0,,,1.0,,,,0.1931,0.8981,,2.0,4.0,2.0,5.0,,1.0,,,,1.0,,1.0,3.0,1.0,,,,,
12504653,home,Atalanta,Mateo Retegui,mateo-retegui,M. Retegui,F,32,186.0,15837,M,914501,EUR,925344000,F,32,32,False,4.0,3.0,,,0.0,2.0,2.0,1.0,2.0,,,,,,,,21.0,7.0,6.4,4.0,0.00106019,0,,mateoretegui,,1.0,,,,,2.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
