match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_aerialLost,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_outfielderBlock,stat_wasFouled,stat_fouls,captain,stat_shotOffTarget,stat_goals,stat_dispossessed,stat_bigChanceMissed,player_sofascoreId,stat_totalOffside,stat_goodHighClaim,stat_totalKeeperSweeper,stat_accurateKeeperSweeper
11369815,home,RSC Anderlecht,Benito Raman,benito-raman,B. Raman,F,14,172,396,M,94300,EUR,784166400,F,9,9,False,18.0,12.0,,,0.0,3.0,3.0,9.0,18.0,5.0,,,61.0,35.0,7.1,11.0,0.0189448,5,,,,3.0,,1.0,1.0,5.0,,3.0,2.0,1.0,,1.0,2.0,2.0,,0.4742,0.4998,,,,1.0,,,,,3.0,,,1.0,,2.0,,,
11369815,home,RSC Anderlecht,Francis Amuzu,amuzu-francis,F. Amuzu,M,9,170,1932,M,901889,EUR,935366400,F,7,7,True,6.0,4.0,,,0.0,1.0,2.0,4.0,5.0,1.0,,,29.0,14.0,7.0,4.0,0.0624685,1,,,,1.0,1.0,,1.0,2.0,,1.0,1.0,1.0,,,,,1.0,0.0952,0.2249,3.0,,,,1.0,1.0,,,,,1.0,,,,,,
11369815,home,RSC Anderlecht,Mario Stroeykens,mario-stroeykens,M. Stroeykens,M,29,177,3682,M,1101702,EUR,1096416000,M,29,29,True,8.0,7.0,1.0,,0.0,,,7.0,8.0,,,,19.0,15.0,6.6,4.0,0.178765,2,,Mathieu,Stroeykens,,,,1.0,,,1.0,,1.0,,,,,2.0,0.1225,0.0675,1.0,,,1.0,,,,,,,,,,,,,
11369815,home,RSC Anderlecht,Marco Kana,marco-kana,M. Kana,D,55,183,383,M,964759,EUR,1028764800,D,55,55,True,4.0,3.0,,,0.0,1.0,1.0,2.0,3.0,1.0,,,14.0,6.0,6.6,2.0,0.00630638,0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
11369815,home,RSC Anderlecht,Luis Vázquez,luis-vazquez,L. Vázquez,F,19,191,1685,M,974713,EUR,988070400,F,20,20,True,3.0,1.0,,,0.0,1.0,1.0,,2.0,,,,14.0,8.0,6.8,2.0,8.78e-06,2,,,,,,1.0,1.0,2.0,,,,,,,1.0,,,0.1384,,,1.0,,1.0,,,,,1.0,,,,,,,,
11369815,home,RSC Anderlecht,Colin Coosemans,colin-coosemans,C. Coosemans,G,26,185,265,M,122399,EUR,712800000,G,26,26,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369815,home,RSC Anderlecht,Ludwig Augustinsson,ludwig-augustinsson,L. Augustinsson,D,6,181,394,M,138546,EUR,766886400,D,15,15,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369815,home,RSC Anderlecht,Louis Patris,louis-patris,L. Patris,M,27,187,275,M,923972,EUR,991872000,D,22,22,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369815,away,KVC Westerlo,Nick Gillekens,nick-gillekens,N. Gillekens,G,1,185,45,M,794577,EUR,804902400,G,20,20,False,36.0,28.0,12.0,6.0,0.0,26.0,33.0,2.0,3.0,13.0,3.0,6.0,90.0,49.0,7.4,8.0,0.00208229,0,0.6376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0
11369815,away,KVC Westerlo,Bryan Reynolds,bryan-reynolds,B. Reynolds,D,22,185,426,M,862075,EUR,993686400,D,22,22,False,43.0,33.0,7.0,4.0,0.0,11.0,13.0,23.0,31.0,6.0,,,90.0,66.0,6.6,16.0,0.064887,0,,,,1.0,1.0,2.0,3.0,2.0,2.0,,,,2.0,1.0,,,3.0,,,2.0,1.0,,,,,,,,,,,,,,,
11369815,away,KVC Westerlo,Roman Neustädter,roman-neustadter,R. Neustädter,D,33,190,122,M,38471,EUR,572140800,D,33,33,False,64.0,55.0,7.0,6.0,0.0,34.0,39.0,21.0,25.0,6.0,,,90.0,77.0,7.0,9.0,0.0247946,0,,,,,,1.0,5.0,2.0,2.0,,,,4.0,4.0,1.0,,,,,,2.0,,,2.0,,1.0,True,,,,,,,,,
11369815,away,KVC Westerlo,Pietro Perdichizzi,pietro-perdichizzi,P. Perdichizzi,D,2,182,26,M,105720,EUR,724464000,D,2,2,False,73.0,66.0,12.0,9.0,0.0,46.0,51.0,20.0,22.0,2.0,,,90.0,86.0,7.0,7.0,0.0113469,0,,,,,,2.0,4.0,4.0,,,,,4.0,1.0,1.0,,,,,,2.0,,,2.0,1.0,2.0,,,,,,,,,,
11369815,away,KVC Westerlo,Ravil Tagir,tagir-ravil,R. Tagir,D,28,185,250,M,992551,EUR,1052179200,D,24,24,False,19.0,17.0,2.0,1.0,0.0,10.0,11.0,8.0,10.0,,,,45.0,31.0,6.4,4.0,0.0139141,0,,,,2.0,1.0,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
11369815,away,KVC Westerlo,Adedire Mebude,adedire-mebude,A. Mebude,F,17,179,339,M,1144096,EUR,1085702400,M,13,13,False,14.0,11.0,,,0.0,1.0,1.0,10.0,13.0,3.0,,,45.0,23.0,6.1,10.0,0.0148528,0,,Adedire Mebude,,,,1.0,6.0,1.0,2.0,2.0,,,,,,,3.0,,,,1.0,,,,,,,,,1.0,,,,,,
11369815,away,KVC Westerlo,Nicolas Madsen,nicolas-madsen,N. Madsen,M,24,193,1189,M,938306,EUR,953251200,M,8,8,False,55.0,51.0,4.0,4.0,0.0,26.0,27.0,26.0,29.0,7.0,,,87.0,63.0,7.0,5.0,0.0723429,0,,,,1.0,1.0,,3.0,3.0,1.0,,,,,1.0,2.0,1.0,,,,1.0,1.0,,,,1.0,1.0,,,,,,,,,,
11369815,away,KVC Westerlo,Mathias Fixelles,mathias-fixelles,M. Fixelles,M,11,174,39,M,876447,EUR,839721600,M,4,4,False,35.0,26.0,4.0,2.0,0.0,13.0,14.0,13.0,23.0,6.0,,,67.0,54.0,7.0,15.0,0.0107369,3,,,,2.0,,1.0,5.0,6.0,2.0,,,,,2.0,2.0,1.0,2.0,0.1107,,,,,2.0,,3.0,2.0,,1.0,,1.0,,,,,,
11369815,away,KVC Westerlo,Thomas Van den Keybus,thomas-van-den-keybus,T. V. d. Keybus,M,39,179,112,M,997164,EUR,988156800,M,39,39,False,29.0,27.0,1.0,1.0,0.0,12.0,12.0,15.0,19.0,7.0,,,90.0,54.0,6.8,12.0,0.0765221,2,,,,2.0,,,5.0,5.0,,5.0,3.0,,1.0,1.0,1.0,1.0,3.0,0.0413,,1.0,,,1.0,,1.0,1.0,,1.0,,2.0,,,,,,
11369815,away,KVC Westerlo,Matija Frigan,matija-frigan,M. Frigan,F,20,184,1391,M,1092081,EUR,1044921600,F,9,9,False,8.0,4.0,1.0,,0.0,1.0,2.0,3.0,6.0,,,,67.0,16.0,6.3,8.0,0.0447904,2,,,,,,,4.0,,,1.0,,,,,,,1.0,0.0402,,1.0,1.0,,1.0,,,,,1.0,,2.0,,,1.0,,,
11369815,away,KVC Westerlo,Lucas Stassin,lucas-stassin,L. Stassin,F,9,184,2195,M,1126521,EUR,1101686400,F,76,76,False,20.0,12.0,,,0.0,7.0,10.0,5.0,10.0,4.0,,,90.0,25.0,6.7,9.0,0.0176718,2,,,,,,,4.0,2.0,1.0,1.0,1.0,,,,,,1.0,0.1576,,1.0,1.0,,1.0,,1.0,2.0,,1.0,,,,,,,,
11369815,away,KVC Westerlo,Edisson Jordanov,edisson-jordanov,E. Jordanov,D,24,172,62,M,129922,EUR,739497600,D,32,32,True,19.0,16.0,1.0,,0.0,7.0,7.0,9.0,12.0,1.0,,,45.0,27.0,7.1,6.0,0.00992146,2,,,,,,,2.0,1.0,,2.0,,1.0,,,1.0,1.0,1.0,0.3526,0.0711,1.0,,,,1.0,,1.0,,1.0,1.0,,1.0,,,,,
11369815,away,KVC Westerlo,Yusuke Matsuo,yusuke-matsuo,Y. Matsuo,M,24,170,228,M,991209,EUR,869616000,F,79,79,True,7.0,7.0,1.0,1.0,1.0,1.0,1.0,6.0,6.0,,,,45.0,14.0,7.1,1.0,0.098832,4,,,,,,,3.0,,1.0,1.0,,2.0,,1.0,,,,0.1783,0.1606,2.0,1.0,,1.0,,,,,1.0,,,,,,,,
11369815,away,KVC Westerlo,Nacer Chadli,nacer-chadli,N. Chadli,M,,187,414,M,32492,EUR,618019200,M,89,89,True,5.0,3.0,,,0.0,1.0,1.0,2.0,4.0,,,,23.0,8.0,6.5,3.0,0.00577593,1,,,,,,,,,,,,,,,,,1.0,0.0726,,,,,,,,,,1.0,,,,,,,,
11369815,away,KVC Westerlo,Josimar Alcócer,josimar-alcocer,J. Alcócer,M,77,185,655,M,1131598,EUR,1089158400,F,77,77,True,6.0,5.0,,,0.0,,,5.0,7.0,,,,23.0,15.0,6.3,7.0,0.0789678,1,,,,1.0,,1.0,6.0,2.0,,2.0,,,,,1.0,,1.0,0.021,,1.0,,,,,,3.0,,1.0,,1.0,,,,,,
11369815,away,KVC Westerlo,Fernand Gouré,fernand-goure,F. Gouré,F,29,189,108,M,1100897,EUR,1018569600,F,29,29,True,5.0,3.0,,,0.0,,,3.0,5.0,,,,10.0,5.0,6.6,2.0,0.00330865,0,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369815,away,KVC Westerlo,Koen Van Langendonck,koen-van-langendonck,K. V. Langendonck,G,30,188,44,M,247481,EUR,613353600,G,30,30,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369815,away,KVC Westerlo,Muhammed Gümüşkaya,muhammed-gumuskaya,M. Gümüşkaya,M,10,177,178,M,929649,EUR,978307200,M,11,11,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
