match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_totalShots,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_possessionLostCtrl,stat_keyPass,stat_aerialWon,stat_shotOffTarget,stat_outfielderBlock,stat_wasFouled,stat_onTargetScoringAttempt,stat_accurateCross,stat_challengeLost,stat_totalContest,stat_wonContest,stat_unsuccessfulTouch,stat_blockedScoringAttempt,stat_fouls,stat_penaltyConceded,stat_totalOffside,captain,stat_dispossessed,stat_goalAssist,stat_bigChanceCreated,stat_goals,stat_ownGoals,stat_penaltyWon
10407483,home,KAA Gent,Paul Nardi,,,paul-nardi,P. Nardi,G,16,187,115,M,155717,EUR,769219200,G,1,1,False,14.0,14.0,2.0,2.0,13.0,13.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,2.0,1.0,1.0,90.0,23.0,6.9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10407483,home,KAA Gent,Joseph Okumu,,,joseph-okumu,J. Okumu,D,2,193,662,M,985933,EUR,864604800,D,2,2,False,72.0,59.0,7.0,5.0,32.0,34.0,27.0,39.0,1.0,6.0,,,,,,,90.0,85.0,7.2,0,1.0,1.0,1.0,4.0,1.0,4.0,2.0,14.0,1.0,,,,,,,,,,,,,,,,,,,,,
10407483,home,KAA Gent,Michael Ngadeu,,,michael-ngadeu,M. Ngadeu,D,5,190,816,M,245705,EUR,659318400,D,5,5,False,74.0,70.0,13.0,11.0,46.0,47.0,24.0,27.0,5.0,5.0,,,,,,,90.0,86.0,7.3,1,,,,3.0,,1.0,1.0,5.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
10407483,home,KAA Gent,Jordan Torunarigha,,,jordan-torunarigha,J. Torunarigha,D,25,189,603,M,801003,EUR,870912000,D,23,23,False,48.0,46.0,3.0,3.0,32.0,33.0,14.0,15.0,2.0,3.0,,,,,,,45.0,58.0,7.1,1,,,,2.0,3.0,,,2.0,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,
10407483,home,KAA Gent,Matisse Samoise,,,matisse-samoise,M. Samoise,M,18,180,256,M,1046245,EUR,1006300800,M,18,18,False,45.0,36.0,6.0,5.0,15.0,16.0,23.0,31.0,2.0,5.0,,,,,,,90.0,70.0,7.0,0,2.0,1.0,4.0,3.0,2.0,2.0,1.0,14.0,2.0,,,,,,2.0,1.0,3.0,1.0,3.0,,,,,,,,,,,
10407483,home,KAA Gent,Sulayman Marreh,,,sulayman-marreh,S. Marreh,M,,184,168,,238410,EUR,821664000,M,22,22,False,80.0,70.0,10.0,6.0,37.0,40.0,33.0,42.0,,12.0,,,,,,,88.0,93.0,7.3,2,2.0,1.0,1.0,8.0,1.0,5.0,4.0,14.0,,3.0,1.0,,,,,,,,2.0,1.0,,,,,,,,,,
10407483,home,KAA Gent,Sven Kums,,,sven-kums,S. Kums,M,,176,164,M,45990,EUR,572832000,M,24,24,False,93.0,76.0,8.0,4.0,26.0,30.0,54.0,70.0,1.0,10.0,,,,,,,90.0,114.0,7.5,0,7.0,3.0,6.0,8.0,2.0,2.0,1.0,22.0,2.0,5.0,,,1.0,,4.0,,2.0,,,,1.0,,,,,,,,,
10407483,home,KAA Gent,Núrio Fortuna,Núrio,Fortuna,nurio-fortuna,N. Fortuna,D,25,177,290,M,385388,EUR,796003200,M,25,25,False,32.0,27.0,2.0,1.0,11.0,11.0,16.0,23.0,2.0,4.0,,,,,,,75.0,61.0,6.7,2,2.0,1.0,7.0,8.0,,4.0,3.0,12.0,1.0,1.0,1.0,,3.0,1.0,,,2.0,,3.0,,4.0,1.0,1.0,,,,,,,
10407483,home,KAA Gent,Vadis Odjidja-Ofoe,Vadis,Odjidja-Ofoe,vadis-odjidja-ofoe,V. Odjidja-Ofoe,M,8,185,357,M,17806,EUR,604022400,F,8,8,False,30.0,25.0,1.0,,7.0,7.0,18.0,23.0,,,,,,,,,45.0,34.0,6.6,1,,,2.0,2.0,,,,6.0,,,1.0,,2.0,,,1.0,,,,,,,,True,1.0,,,,,
10407483,home,KAA Gent,Hyun-Seok Hong,,,hyun-seok-hong,H. Hong,M,24,177,1229,M,942937,EUR,929491200,F,7,7,False,31.0,27.0,1.0,1.0,10.0,10.0,17.0,23.0,,3.0,,,,,,,45.0,37.0,6.6,0,2.0,,2.0,,,,,8.0,1.0,,,,,,,,1.0,,,,,,,,1.0,,,,,
