match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_totalClearance,stat_outfielderBlock,stat_unsuccessfulTouch,stat_wasFouled,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_shotValueNormalized,captain,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_dispossessed,player_sofascoreId,stat_bigChanceCreated,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_accurateCross,stat_penaltyWon,stat_goodHighClaim,stat_penaltyFaced,stat_penaltyConceded,stat_totalOffside
14053713,home,FC Twente,Lars Unnerstall,lars-unnerstall,L. Unnerstall,G,1,198.0,262,M,94835,EUR,648432000,G,1,1,False,19.0,13.0,10.0,4.0,0.0,10.0,11.0,3.0,8.0,7.0,1.0,3.0,90.0,26.0,6.0,6.0,0.00142705,0.0082,0,-0.5886,0.07,0.01,-0.14,-0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14053713,home,FC Twente,Bart van Rooij,bart-van-rooij,B. v. Rooij,D,28,174.0,341,M,946506,EUR,990835200,D,28,28,False,45.0,40.0,5.0,4.0,1.0,20.0,22.0,20.0,23.0,4.0,,,90.0,69.0,8.3,12.0,0.0622409,,2,,0.37,0.26,-0.32,,,,3.0,1.0,1.0,3.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,0.2254,0.2401,1.0,0.49,,,,,,,,,,,,,,,,
14053713,home,FC Twente,Max Bruns,max-bruns,M. Bruns,D,38,186.0,105,M,1091627,EUR,1036540800,D,38,38,False,55.0,47.0,6.0,1.0,0.0,30.0,34.0,17.0,21.0,4.0,,,90.0,60.0,6.4,8.0,0.0096443,,0,,0.11,0.11,-0.28,,Max Bruns,,,3.0,4.0,3.0,5.0,,,,,,,4.0,,,1.0,,,,,,,,,,,,,,,,,,,,
14053713,home,FC Twente,Robin Pröpper,robin-propper,R. Pröpper,D,3,190.0,266,M,196082,EUR,748742400,D,3,3,False,59.0,44.0,15.0,7.0,0.0,19.0,22.0,25.0,37.0,8.0,,,90.0,71.0,6.8,15.0,0.0184211,,1,,0.29,0.28,-0.22,,,,,4.0,2.0,6.0,5.0,,,,,1.0,,5.0,,,,0.0193,0.0974,,-0.03,True,1.0,3.0,2.0,3.0,,,,,,,,,,,
14053713,home,FC Twente,Mats Rots,mats-rots,M. Rots,D,39,185.0,360,M,1387012,EUR,1142035200,D,39,39,False,45.0,35.0,6.0,4.0,0.0,12.0,16.0,23.0,29.0,10.0,,,73.0,62.0,6.9,19.0,0.253207,,0,,0.42,0.34,-0.19,,,,2.0,,,3.0,1.0,,1.0,,,,,1.0,,2.0,1.0,,,2.0,,,,,,1.0,1.0,,,,,,,,,,
14053713,home,FC Twente,Ramiz Zerrouki,ramiz-zerrouki,R. Zerrouki,M,6,183.0,8118,M,989882,EUR,896140800,M,6,6,False,59.0,47.0,11.0,9.0,0.0,13.0,17.0,34.0,42.0,7.0,,,90.0,71.0,7.1,14.0,0.0668603,,0,,0.26,0.21,-0.13,,,,,2.0,2.0,4.0,4.0,1.0,,,,,,5.0,,2.0,,,,1.0,,,1.0,2.0,1.0,1.0,,rramizz_,,,,,,,,,
14053713,home,FC Twente,Daouda Weidmann,weidmann-daouda,D. Weidmann,M,42,180.0,95,M,1142678,EUR,1052006400,M,42,42,False,23.0,18.0,3.0,,0.0,3.0,5.0,15.0,18.0,1.0,,,45.0,37.0,6.6,10.0,0.0381409,,0,,-0.11,0.16,0.2,,,,,,,2.0,1.0,,2.0,1.0,,,,1.0,1.0,3.0,,,,1.0,,,2.0,,,,1.0,,,,,,,,,,
14053713,home,FC Twente,Daan Rots,daan-rots,D. Rots,M,11,179.0,506,M,1048430,EUR,996019200,M,11,11,False,38.0,27.0,3.0,3.0,1.0,7.0,10.0,20.0,28.0,4.0,,,90.0,65.0,7.5,19.0,0.150709,,1,,0.35,0.3,-0.14,,,,,1.0,2.0,6.0,12.0,1.0,1.0,1.0,,1.0,,1.0,,7.0,3.0,0.1037,0.4677,5.0,-0.41,,1.0,6.0,2.0,3.0,1.0,,1.0,,,,,,,,
14053713,home,FC Twente,Kristian Hlynsson,hlynsson-kristian,K. Hlynsson,M,14,176.0,1003,M,1160026,EUR,1074816000,M,14,14,False,38.0,31.0,,,0.0,14.0,17.0,17.0,21.0,3.0,,,83.0,55.0,6.4,14.0,0.0890683,,4,,0.19,0.3,-0.05,,,,,2.0,2.0,7.0,6.0,,3.0,,1.0,1.0,,,,3.0,3.0,0.602,0.0496,2.0,-0.62,,1.0,1.0,1.0,1.0,1.0,,,1.0,2.0,,,,,,
14053713,home,FC Twente,Sondre Ørjasæter,sondre-orjasaeter,S. Ørjasæter,M,27,180.0,619,M,1200962,EUR,1069977600,M,27,27,False,38.0,29.0,1.0,1.0,0.0,7.0,9.0,22.0,29.0,2.0,,,72.0,57.0,6.2,22.0,0.337769,,2,,0.11,0.34,-0.02,,,,6.0,2.0,,7.0,1.0,,4.0,1.0,1.0,1.0,,,,4.0,,0.0962,0.0378,1.0,-0.51,,,,,1.0,1.0,,1.0,,,1.0,,,,,
