match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalTackle,stat_wonTackle,stat_fouls,stat_keyPass,stat_dribbleValueNormalized,player_firstName,player_lastName,stat_outfielderBlock,stat_interceptionWon,stat_shotOffTarget,stat_wasFouled,stat_expectedGoals,stat_shotValueNormalized,stat_onTargetScoringAttempt,stat_penaltyConceded,stat_expectedGoalsOnTarget,stat_blockedScoringAttempt,stat_unsuccessfulTouch,captain,stat_hitWoodwork,stat_errorLeadToAShot,stat_totalOffside,stat_bigChanceCreated,stat_bigChanceMissed,stat_goals,stat_penaltyWon
14131884,home,Estoril Praia,João Carvalho,joao-carvalho,J. Carvalho,F,12,170,372,M,548044,EUR,857865600,F,12,12,False,43.0,31.0,4.0,3.0,0.0,11.0,13.0,20.0,30.0,,2.0,,,,,,,90.0,60.0,6.2,19.0,0.0447361,,4,,-0.31,-0.01,,3.0,1.0,1.0,,7.0,2.0,,2.0,2.0,1.0,1.0,,3.0,2.0,0.36,,,,,3.0,,0.3469,-0.54,1.0,,0.1942,,2.0,True,1.0,,,,,,
14131884,home,Estoril Praia,Rafik Guitane,rafik-guitane,R. Guitane,F,99,170,2125,M,826210,EUR,927676800,M,99,99,True,11.0,11.0,,,0.0,,,11.0,11.0,,,,,,,,,35.0,24.0,6.8,5.0,0.0181076,,0,,0.11,0.0,,,,,,3.0,5.0,,,4.0,1.0,1.0,,,1.0,-0.57,,,,,,3.0,,,,,,,1.0,,,,,,,,
14131884,home,Estoril Praia,Tiago Brito,tiago-brito,T. Brito,M,90,190,73,M,1651509,EUR,1082073600,M,90,90,True,22.0,17.0,,,0.0,12.0,15.0,5.0,7.0,1.0,2.0,,,,,,,25.0,28.0,6.6,5.0,0.0130114,,0,,0.06,-0.01,,,,5.0,2.0,6.0,5.0,1.0,,,,3.0,1.0,1.0,,-0.07,Tiago Brito,,,,,,,,,,,,,,,,,,,,
14131884,home,Estoril Praia,Yanis Begraoui,yanis-begraoui,Y. Begraoui,F,14,175,1812,M,930246,EUR,994204800,F,14,14,True,9.0,6.0,1.0,1.0,0.0,2.0,2.0,4.0,7.0,,,,,,,,,25.0,16.0,6.4,8.0,0.00762513,,0,,-0.14,-0.02,,1.0,,,1.0,1.0,1.0,,1.0,,,,,,1.0,0.02,,,,,,,,,,,,,3.0,,,,,,,,
14131884,home,Estoril Praia,Or Israelov,or-israelov,O. Israelov,D,18,186,69,M,1158555,EUR,1094083200,D,18,18,True,10.0,9.0,2.0,1.0,0.0,6.0,6.0,3.0,4.0,,,,,,,,,17.0,12.0,6.7,1.0,0.00220014,,0,,0.02,0.2,,,,1.0,,2.0,1.0,,,,,1.0,,1.0,,0.01,Or Israelov,,,,,,,,,,,,,,,,,,,,
14131884,home,Estoril Praia,Alejandro Marqués,alejandro-marques,A. Marqués,F,9,189,759,M,929894,EUR,965347200,F,9,9,True,3.0,2.0,,,0.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,17.0,6.0,6.2,3.0,0.00160091,,0,,0.0,0.13,,,,3.0,,5.0,,,,1.0,,,,2.0,,-0.12,,,,,,,,,,,,,1.0,,,,,,,,
14131884,home,Estoril Praia,Diogo Dias,diogo-dias,D. Dias,G,31,188,12,M,1513619,EUR,1055808000,G,31,31,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14131884,home,Estoril Praia,Longin Bimai,longin-bimai,L. Bimai,D,57,196,14,M,2218511,EUR,1140134400,D,57,57,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,Longin Bimai,,,,,,,,,,,,,,,,,,,,
14131884,home,Estoril Praia,Fabrício Garcia,fabricio-garcia,F. Garcia,F,98,172,81,M,1190120,EUR,988934400,F,17,17,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14131884,home,Estoril Praia,Peixinho,peixinho,Peixinho,F,70,185,27,M,1513647,EUR,1085270400,F,70,70,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14131884,away,Santa Clara,Gabriel Batista,gabriel-batista,G. Batista,G,1,188,348,M,822526,EUR,896832000,G,1,1,False,26.0,13.0,19.0,6.0,0.0,7.0,7.0,6.0,19.0,2.0,8.0,2.0,,4.0,2.0,,,90.0,36.0,7.4,13.0,0.0126725,0.2714,0,0.3748,0.22,0.15,0.29,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,True,,,,,,,
14131884,away,Santa Clara,Sidney Lima,sidney-lima,S. Lima,D,23,182,139,M,1131145,EUR,853459200,D,23,23,False,43.0,37.0,7.0,3.0,0.0,23.0,23.0,14.0,20.0,6.0,2.0,,,,,,,90.0,57.0,7.1,9.0,0.064892,,0,,0.26,0.18,,2.0,1.0,1.0,,1.0,2.0,,,,,1.0,1.0,,1.0,0.03,Sidney,,,,,1.0,,,,,,,2.0,,,1.0,,,,,
14131884,away,Santa Clara,Frederico Venâncio,frederico-venancio,F. Venâncio,D,21,186,71,M,254815,EUR,728784000,D,21,21,False,53.0,45.0,8.0,4.0,0.0,32.0,33.0,13.0,20.0,8.0,2.0,,,,,,,90.0,66.0,7.5,9.0,0.00422064,,0,,0.09,0.27,,,,,4.0,,6.0,,,,,2.0,1.0,,,0.08,,,,1.0,,,,,,,,,1.0,,,,,,,,
14131884,away,Santa Clara,Matheus Araújo,matheus-araujo,M. Araújo,D,32,185,323,M,1105841,EUR,983404800,D,32,32,False,44.0,40.0,10.0,7.0,0.0,26.0,27.0,14.0,17.0,14.0,2.0,,,,,,,90.0,68.0,7.9,6.0,0.0143677,,1,,0.25,0.47,,,,1.0,2.0,2.0,4.0,1.0,,,,2.0,,,,0.11,Matheus,,,,,1.0,0.0173,-0.07,,,,1.0,,,,,,,,,
14131884,away,Santa Clara,Lucas Soares,lucas-soares,L. Soares,M,42,176,85,M,991358,EUR,894240000,M,42,42,False,23.0,17.0,2.0,,0.0,7.0,10.0,10.0,13.0,2.0,2.0,,,,,,,90.0,44.0,6.7,11.0,0.00401948,,1,,0.17,0.16,,4.0,,,1.0,2.0,4.0,,,1.0,1.0,2.0,2.0,2.0,,0.05,,,,1.0,,,0.018,-0.16,,,,1.0,,,,,1.0,,,,
14131884,away,Santa Clara,Serginho,serginho,Serginho,M,35,181,94,M,1019184,EUR,944006400,M,35,35,False,20.0,17.0,3.0,2.0,0.0,8.0,11.0,9.0,9.0,1.0,7.0,,,,,,,72.0,34.0,7.2,6.0,0.0802332,,2,,0.29,0.0,,2.0,1.0,1.0,2.0,4.0,6.0,1.0,1.0,1.0,,1.0,,1.0,1.0,0.07,,,,1.0,1.0,3.0,0.0288,-0.04,,,,1.0,,,,,,,,,
14131884,away,Santa Clara,Adriano Firmino,adriano-firmino,A. Firmino,M,6,187,127,M,989383,EUR,941673600,M,6,6,False,32.0,22.0,3.0,,0.0,11.0,15.0,11.0,17.0,2.0,8.0,,,,,,,90.0,42.0,6.8,11.0,0.0137845,,1,,-0.02,0.14,,,,1.0,2.0,1.0,6.0,,,3.0,3.0,,,,2.0,0.08,,,,,1.0,1.0,0.0645,-0.35,,,,,1.0,,,,,,,,
14131884,away,Santa Clara,Paulo Victor,paulo-victor,P. Victor,D,64,180,200,M,1108505,EUR,987120000,M,64,64,False,22.0,17.0,2.0,1.0,0.0,7.0,7.0,10.0,15.0,3.0,3.0,,,,,,,72.0,40.0,7.1,9.0,0.0322889,,0,,-0.1,-0.01,,4.0,2.0,2.0,3.0,6.0,10.0,3.0,,2.0,2.0,3.0,1.0,1.0,1.0,0.3,Paulo Victor,,,,,2.0,,,,,,,2.0,,,,,,,,
14131884,away,Santa Clara,Brenner,brenner,Brenner,F,11,171,184,M,1799251,EUR,1009929600,F,11,11,False,9.0,9.0,,,0.0,4.0,4.0,5.0,5.0,1.0,3.0,,,,,,,73.0,22.0,6.3,7.0,0.0667594,,2,,-0.06,0.16,,1.0,,1.0,,7.0,1.0,,2.0,4.0,,,,,1.0,0.2,,,,,1.0,1.0,0.0538,0.22,1.0,,0.1796,,,,,,,1.0,,,
14131884,away,Santa Clara,Gabriel Silva,gabriel-silva,Gabriel Silva,F,10,177,795,M,1046794,EUR,1016755200,F,10,10,False,8.0,5.0,,,0.0,1.0,1.0,4.0,7.0,,2.0,,,,,,,83.0,26.0,7.1,12.0,0.0210942,,6,,-0.08,-0.05,,4.0,,1.0,,5.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.36,Gabriel Silva,,,,2.0,1.0,1.3617,0.38,3.0,,2.0143,1.0,2.0,,,,1.0,,1.0,1.0,
14131884,away,Santa Clara,Matheus Pereira,matheus-pereira,M. Pereira,M,3,172,198,M,1016898,EUR,977356800,F,3,3,False,15.0,7.0,3.0,,0.0,1.0,1.0,6.0,14.0,3.0,1.0,,,,,,,90.0,37.0,7.0,16.0,0.00521699,,2,,-0.16,0.23,,2.0,,,4.0,7.0,7.0,,3.0,1.0,,2.0,1.0,3.0,1.0,0.05,,,,2.0,1.0,1.0,0.5292,-0.55,,,,1.0,1.0,,,,1.0,,1.0,,1.0
14131884,away,Santa Clara,Pedro Ferreira,ferreira-pedro,P. Ferreira,M,8,183,121,M,851277,EUR,883958400,M,8,8,True,2.0,1.0,,,0.0,,,1.0,2.0,,,,,,,,,18.0,2.0,6.6,1.0,0.00019843,,0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14131884,away,Santa Clara,Vinícius Lopes,vinicius-lopes,V. Lopes,F,70,175,316,M,1001753,EUR,926035200,F,70,70,True,3.0,2.0,,,0.0,,1.0,2.0,2.0,,1.0,,,,,,,18.0,8.0,6.3,4.0,0.00158362,,1,,0.01,0.17,,,,,,2.0,,,1.0,1.0,,,,1.0,,0.07,,,1.0,,1.0,,0.0363,-0.04,,,,,,,,,1.0,,,,
14131884,away,Santa Clara,Anthony Carter,anthony-carter,A. Carter,F,9,192,153,M,370010,EUR,778291200,F,9,9,True,5.0,1.0,,,0.0,1.0,2.0,,3.0,,1.0,,,,,,,17.0,10.0,6.5,8.0,6.08e-06,,0,,-0.1,0.13,,,,2.0,2.0,3.0,3.0,,,,,,,1.0,,0.07,,,,,,1.0,,,,,,,3.0,,,,,,,,
14131884,away,Santa Clara,José Tavares,jose-tavares,J. Tavares,M,65,178,31,M,2155276,EUR,1054512000,M,65,65,True,2.0,1.0,,,0.0,1.0,1.0,,1.0,1.0,1.0,,,,,,,14.0,9.0,6.5,3.0,4.43e-06,,0,,-0.02,0.15,,,,2.0,1.0,5.0,3.0,,1.0,1.0,,1.0,1.0,1.0,,0.01,José Tavares,,,,,1.0,,,,,,,,,,,,,,,
14131884,away,Santa Clara,Neneca,neneca,Neneca,G,12,192,90,M,1186955,EUR,1061942400,G,12,12,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14131884,away,Santa Clara,Luís Rocha,luis-rocha,L. Rocha,D,13,186,44,M,141012,EUR,524275200,D,13,13,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14131884,away,Santa Clara,Elias Manoel,elias-manoel,E. Manoel,F,33,176,649,M,1066681,EUR,1007078400,F,7,7,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,Elias Manoel,,,,,,,,,,,,,,,,,,,,
14131884,away,Santa Clara,João Costa,joao-costa,J. Costa,F,17,185,78,M,1511976,EUR,952387200,F,17,17,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14131884,away,Santa Clara,Wendel Silva,wendel-silva,W. Silva,F,29,177,442,M,937265,EUR,965174400,F,29,29,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
