match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keyPass,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_outfielderBlock,stat_unsuccessfulTouch,stat_wasFouled,captain,stat_blockedScoringAttempt,stat_expectedGoals,stat_errorLeadToAShot,stat_onTargetScoringAttempt,stat_totalOffside,stat_expectedGoalsOnTarget,stat_shotOffTarget,stat_goals,stat_bigChanceMissed,stat_bigChanceCreated
12450242,home,Angers,Yahia Fofana,yahia-fofana,Y. Fofana,G,75,194.0,3568,M,yahia.fofana_,877977,EUR,966816000,G,30,30,False,35.0,20.0,22.0,7.0,0.0,16.0,19.0,4.0,16.0,1.0,1.0,1.0,1.0,1.0,13.0,2.0,9.0,9.0,1.0,90.0,53.0,8.2,15.0,0.00067645,1.0,0,2.3635,,,,,,,,,,,,,,,,,,,,,,,,,,
12450242,home,Angers,Lilian Raolisoa,lilian-raolisoa,L. Raolisoa,D,27,178.0,247,M,,1462778,EUR,961113600,D,27,27,False,28.0,22.0,3.0,,0.0,11.0,13.0,12.0,18.0,,1.0,3.0,4.0,5.0,5.0,,,,,90.0,48.0,6.5,9.0,0.0365572,,0,,Lilian Raolisoa,,3.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,1.0,,,,,,,,,,,,,,
12450242,home,Angers,Abdoulaye Bamba,abdoulaye-bamba,A. Bamba,D,25,182.0,172,M,,121180,EUR,641001600,D,25,25,False,31.0,30.0,,,0.0,24.0,24.0,6.0,7.0,,2.0,2.0,3.0,8.0,3.0,,,,,90.0,44.0,6.4,1.0,0.00229484,,0,,,,,,,,,,2.0,1.0,,2.0,1.0,,,,,,,,,,,,,
12450242,home,Angers,Jordan Lefort,jordan-lefort,J. Lefort,D,21,184.0,183,M,,363042,EUR,741225600,D,21,21,False,58.0,50.0,6.0,3.0,0.0,38.0,42.0,12.0,16.0,1.0,1.0,2.0,4.0,5.0,6.0,,,,,90.0,76.0,6.9,9.0,0.00573034,,0,,,,,,,,1.0,,,3.0,3.0,,2.0,,,,,,,,,,,,,
12450242,home,Angers,Florent Hanin,florent-hanin,F. Hanin,D,26,177.0,69,M,,170129,EUR,634089600,D,26,26,False,48.0,36.0,6.0,1.0,0.0,26.0,28.0,10.0,22.0,,1.0,,5.0,3.0,5.0,,,,,90.0,66.0,6.5,15.0,0.0117167,,0,,,,2.0,,,,,,1.0,3.0,2.0,,,1.0,1.0,,,,,,,,,,,
12450242,home,Angers,Jean-Eudes Aholou,jean-eudes-aholou,J. Aholou,M,6,187.0,438,M,,156004,EUR,764121600,M,6,6,False,26.0,22.0,1.0,,0.0,16.0,18.0,6.0,8.0,1.0,,8.0,2.0,,6.0,,,,,72.0,34.0,6.0,9.0,0.00163449,,0,,,,,,1.0,,2.0,,1.0,1.0,1.0,4.0,,2.0,1.0,,,,,,,,,,,
12450242,home,Angers,Himad Abdelli,himad-abdelli,H. Abdelli,M,8,185.0,7344,M,,945830,EUR,942796800,M,10,10,False,48.0,43.0,1.0,1.0,0.0,17.0,17.0,26.0,31.0,1.0,,10.0,6.0,2.0,8.0,,,,,90.0,70.0,6.5,10.0,0.0477398,1.0,1,,,,,,2.0,1.0,6.0,2.0,2.0,1.0,,2.0,,,3.0,True,1.0,0.0843,,,,,,,,
12450242,home,Angers,Zinedine Ferhat,zinedine-ferhat,Z. Ferhat,M,8,183.0,1385,M,,842400,EUR,730944000,M,20,20,False,16.0,11.0,2.0,1.0,0.0,6.0,6.0,6.0,14.0,2.0,2.0,5.0,5.0,2.0,3.0,,,,,66.0,30.0,6.6,12.0,0.0464725,1.0,0,,,,4.0,1.0,1.0,1.0,2.0,1.0,,1.0,1.0,,,2.0,1.0,,,,,,,,,,,
12450242,home,Angers,Yassin Belkhdim,belkhdim-yassin,Y. Belkhdim,M,14,175.0,1155,M,,1195241,EUR,1013644800,M,14,14,False,25.0,17.0,4.0,1.0,0.0,12.0,18.0,5.0,8.0,3.0,1.0,6.0,1.0,3.0,3.0,,,,,83.0,41.0,5.7,14.0,0.00300328,,0,,,,1.0,,2.0,1.0,,,1.0,,,,,4.0,,,,,1.0,,,,,,,
12450242,home,Angers,Farid El Melali,farid-el-melali,F. El Melali,M,28,173.0,1171,M,,930584,EUR,862790400,M,28,28,False,15.0,9.0,1.0,,0.0,4.0,7.0,5.0,10.0,1.0,,6.0,3.0,1.0,5.0,,,,,72.0,32.0,6.4,15.0,0.00130708,,1,,,,2.0,,,1.0,3.0,,2.0,1.0,1.0,1.0,,3.0,2.0,,,0.0388,,1.0,1.0,0.1736,,,,
12450242,home,Angers,Ahmadou Bamba Dieng,ahmadou-bamba-dieng,A. B. Dieng,F,12,178.0,8305,M,dieng_ahmadou_bamba,1102503,EUR,953769600,F,99,99,False,6.0,6.0,,,0.0,4.0,4.0,3.0,3.0,3.0,,6.0,1.0,,1.0,,,,,45.0,9.0,6.5,1.0,0.018771,,0,,Ahmadou Bamba Dieng,,1.0,1.0,,1.0,,,,1.0,1.0,2.0,,,,,,,,,,,,,,
12450242,home,Angers,Ibrahima Niane,ibrahima-niane,I. Niane,F,,187.0,431,M,,880775,EUR,921110400,F,7,7,True,3.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,3.0,1.0,3.0,2.0,,,,,,,45.0,8.0,6.6,3.0,0.00072448,,2,,,,,,,,1.0,1.0,,,,,,1.0,,,2.0,0.1938,,,,,,,,
12450242,home,Angers,Carlens Arcus,carlens-arcus,C. Arcus,D,2,180.0,5908,M,,794373,EUR,835920000,D,2,2,True,13.0,13.0,,,0.0,4.0,4.0,9.0,12.0,,,,1.0,2.0,2.0,,,,,24.0,24.0,6.6,5.0,0.012714,,0,,,,3.0,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,
12450242,home,Angers,Justin-Noel Kalumba,kalumba-justin-noel,J. Kalumba,M,30,182.0,201,M,,1484974,EUR,1103932800,F,17,17,True,5.0,4.0,,,0.0,1.0,1.0,3.0,4.0,,,1.0,2.0,,1.0,,,,,18.0,10.0,6.6,3.0,0.0112292,,0,,,,,,,,2.0,1.0,1.0,,,,,1.0,1.0,,,,,,,,,,,
12450242,home,Angers,Pierrick Capelle,pierrick-capelle,P. Capelle,M,15,181.0,58,M,,209768,EUR,545443200,M,15,15,True,10.0,7.0,,,0.0,2.0,3.0,5.0,8.0,1.0,,5.0,2.0,,,,,,,18.0,18.0,6.5,5.0,0.00339903,,1,,,,1.0,,2.0,,1.0,,1.0,2.0,2.0,1.0,,,,,,0.0344,,,,,1.0,,,
12450242,home,Angers,Marius Courcoul,courcoul-marius,M. Courcoul,D,5,182.0,146,M,,1506932,EUR,1167609600,D,5,5,True,6.0,5.0,1.0,,0.0,4.0,5.0,1.0,1.0,,1.0,,1.0,,,,,,,13.0,6.0,6.3,1.0,0.00021172,,0,,Marius Courcoul,,,,,,,,,,,,,,,,,,,,,,,,,
12450242,home,Angers,Melvin Zinga,melvin-zinga,M. Zinga,G,16,187.0,122,M,,963201,EUR,1016236800,G,16,16,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
12450242,home,Angers,Emmanuel Biumla,emmanuel-biumla,E. Biumla,D,24,185.0,111,M,,1442036,EUR,1115510400,M,24,24,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
12450242,home,Angers,Jacques Ekomié,jacques-ekomie,J. Ekomie,D,3,179.0,570,M,,1170532,EUR,1061251200,D,3,3,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,,Jacques Ekomie,,,,,,,,,,,,,,,,,,,,,,,,,
