match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,stat_challengeLost,stat_lastManTackle,stat_wonTackle,stat_errorLeadToAShot,stat_wasFouled,stat_aerialLost,stat_clearanceOffLine,stat_outfielderBlock,stat_totalCross,stat_dispossessed,stat_blockedScoringAttempt,stat_expectedGoals,captain,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_accurateCross,stat_shotOffTarget,stat_totalOffside,stat_bigChanceMissed,stat_bigChanceCreated,stat_errorLeadToAGoal
12436498,home,Chelsea,Robert Sánchez,robert-sanchez,R. Sánchez,G,1,197,18379,M,RS1,920546,EUR,879811200,G,1,1,False,28.0,17.0,13.0,3.0,0.0,15.0,17.0,2.0,11.0,13.0,1.0,3.0,3.0,4.0,4.0,90.0,42.0,7.6,11.0,0.00063137,0,0.7169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436498,home,Chelsea,Moisés Caicedo,moises-caicedo,M. Caicedo,M,25,178,79319,M,MoisesCaicedo55,987650,EUR,1004659200,D,25,25,False,64.0,56.0,5.0,1.0,0.0,25.0,26.0,31.0,38.0,7.0,,,,,,90.0,76.0,7.4,11.0,0.0508912,0,,,,1.0,2.0,4.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,
12436498,home,Chelsea,Wesley Fofana,wesley-fofana,W. Fofana,D,29,186,14604,M,wesley_fofana3,923894,EUR,977011200,D,29,29,False,52.0,50.0,,,0.0,34.0,35.0,16.0,17.0,5.0,,,,,,60.0,57.0,6.8,2.0,0.00582816,0,,,,,2.0,4.0,1.0,1.0,,,2.0,,1.0,,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,
12436498,home,Chelsea,Levi Colwill,levi-colwill,L. Colwill,D,6,187,17899,M,LColwill,996911,EUR,1046217600,D,6,6,False,109.0,101.0,4.0,1.0,0.0,76.0,81.0,25.0,28.0,3.0,,,,,,90.0,118.0,7.7,8.0,0.00998763,0,,,,1.0,5.0,3.0,,,,,2.0,,3.0,,1.0,,1.0,,,1.0,1.0,3.0,,,,,,,,,,,,,,
12436498,home,Chelsea,Marc Cucurella,marc-cucurella,M. Cucurella,D,3,175,37239,M,cucurella3,794939,EUR,901065600,D,3,3,False,111.0,107.0,4.0,2.0,0.0,52.0,53.0,55.0,59.0,6.0,,,,,,90.0,129.0,7.9,7.0,0.0317867,0,,,,1.0,2.0,5.0,,,2.0,,4.0,,1.0,,,,3.0,,,,,,1.0,1.0,,,,,,,,,,,,
12436498,home,Chelsea,Roméo Lavia,romeo-lavia,R. Lavia,M,45,181,16643,M,romeolavia,1069488,EUR,1073347200,M,45,45,False,50.0,44.0,1.0,,0.0,19.0,21.0,25.0,29.0,5.0,,,,,,86.0,58.0,6.5,9.0,0.0166407,1,,Romeo Lavia,,,7.0,1.0,2.0,,,1.0,1.0,,3.0,,1.0,,1.0,,,1.0,,,,,1.0,0.1828,,,,,,,,,,
12436498,home,Chelsea,Enzo Fernández,enzo-fernandez,E. Fernández,M,8,177,121227,M,Enzo8,974505,EUR,979689600,M,8,8,False,58.0,48.0,3.0,1.0,0.0,13.0,17.0,35.0,43.0,,,,,,,90.0,73.0,7.5,17.0,0.184474,1,,,,,8.0,5.0,1.0,1.0,,,3.0,1.0,4.0,2.0,1.0,,1.0,,1.0,2.0,,,2.0,2.0,,0.0687,True,1.0,1.0,0.29,,,,,,
12436498,home,Chelsea,Pedro Neto,pedro-neto,P. Neto,M,7,172,39913,M,pedroneto_30,879349,EUR,952560000,M,7,7,False,25.0,20.0,3.0,2.0,0.0,8.0,10.0,13.0,22.0,1.0,,,,,,90.0,41.0,6.9,13.0,0.141385,1,,,,,2.0,3.0,4.0,3.0,,,,,,,,,,,,1.0,,,7.0,,,0.0289,,,,,1.0,1.0,,,,
12436498,home,Chelsea,Cole Palmer,cole-palmer,C. Palmer,M,10,185,363781,M,ColdPalmer,982780,EUR,1020643200,M,20,20,False,30.0,27.0,4.0,4.0,1.0,5.0,5.0,23.0,26.0,3.0,,,,,,86.0,40.0,9.0,3.0,0.0562588,5,,,,,1.0,2.0,,,,,1.0,,,2.0,1.0,,1.0,,1.0,,,,1.0,,1.0,0.5348,,3.0,1.0,0.988,1.0,1.0,,,,
12436498,home,Chelsea,Jadon Sancho,sancho-jadon,J. Sancho,M,19,180,68579,M,JSancho,851100,EUR,953942400,M,19,19,False,31.0,31.0,,,0.0,9.0,9.0,22.0,22.0,3.0,,,,,,71.0,40.0,6.7,4.0,0.0516624,2,,,,,6.0,2.0,3.0,1.0,,,,,1.0,,,,,,1.0,1.0,,,,2.0,1.0,0.0793,,,,,,1.0,1.0,,,
12436498,home,Chelsea,Nicolas Jackson,nicolas-jackson,N. Jackson,F,11,186,89434,M,NJackson11,1085381,EUR,992995200,F,15,15,False,17.0,13.0,1.0,1.0,0.0,2.0,2.0,11.0,15.0,1.0,,,,,,71.0,32.0,6.6,10.0,0.00932693,3,,Nicolas Jackson,,,6.0,2.0,3.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,3.0,,0.3923,,2.0,1.0,0.5624,,1.0,2.0,2.0,,
12436498,home,Chelsea,Benoît Badiashile,benoit-badiashile,B. Badiashile,D,5,194,10555,M,badiashile,904827,EUR,985564800,D,5,5,True,17.0,17.0,2.0,2.0,0.0,10.0,10.0,7.0,7.0,2.0,,,,,,30.0,21.0,6.8,,0.00218544,0,,,,1.0,2.0,2.0,,,,,1.0,,2.0,,,,1.0,,,,,1.0,,,,,,,,,,,,,,
12436498,home,Chelsea,Noni Madueke,noni-madueke,N. Madueke,M,20,182,40178,M,nonzinoo10,966547,EUR,1015718400,F,11,11,True,5.0,5.0,,,1.0,1.0,1.0,4.0,5.0,,,,,,,19.0,11.0,6.9,3.0,0.0110036,1,,,,,1.0,,,,,,,1.0,1.0,1.0,,,,,,,,,1.0,1.0,,0.0898,,1.0,,0.4073,,,,,,
12436498,home,Chelsea,Christopher Nkunku,christopher-nkunku,C. Nkunku,F,18,175,49218,M,Nkunku,769333,EUR,879465600,F,18,18,True,8.0,7.0,,,0.0,1.0,1.0,6.0,7.0,,,,,,,19.0,10.0,6.8,1.0,0.0135906,1,,,,1.0,1.0,1.0,,,1.0,,,,1.0,1.0,,,,,,,,,,,,0.0481,,,,,,1.0,,,,
12436498,home,Chelsea,Malo Gusto,gusto-malo,M. Gusto,D,27,179,19313,M,malogst,996958,EUR,1053302400,D,27,27,True,13.0,13.0,,,0.0,9.0,9.0,4.0,4.0,1.0,,,,,,10.0,13.0,6.6,,0.00587873,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436498,home,Chelsea,João Félix,joao-felix,J. Félix,F,79,181,127180,M,JFélix,851671,EUR,942192000,F,14,14,True,5.0,5.0,,,0.0,1.0,1.0,4.0,4.0,,,,,,,10.0,7.0,6.8,,0.00265725,2,,,,,2.0,,,,,,,,1.0,,,,,,,1.0,,,,,,0.2927,,1.0,,0.1211,,1.0,,,,
12436498,home,Chelsea,Filip Jørgensen,filip-jorgensen,F. Jørgensen,G,12,190,13907,M,filipjorgensen1,962053,EUR,1018915200,G,12,12,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436498,home,Chelsea,Tosin Adarabioyo,tosin-adarabioyo,T. Adarabioyo,D,4,196,10523,M,tosinadarabioyo,352668,EUR,875059200,D,4,4,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436498,home,Chelsea,Renato Veiga,renato-veiga,R. Veiga,D,12,190,11718,M,renatoveiga95,1087359,EUR,1059436800,M,40,40,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
