match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_outfielderBlock,captain,stat_challengeLost,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_shotValueNormalized,stat_totalCross,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_keyPass,stat_bigChanceCreated,stat_goals,stat_totalOffside,stat_hitWoodwork,stat_accurateCross,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_keeperSaveValue,stat_goalkeeperValueNormalized,stat_clearanceOffLine
14073453,home,Cardiff City,Nathan Trott,,,nathan-trott,N. Trott,G,13,184.0,161,M,885907,EUR,911606400,G,13,13,False,48.0,33.0,26.0,11.0,0.0,32.0,35.0,1.0,13.0,5.0,1.0,90.0,50.0,6.5,15.0,0,0.07,-0.07,-0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14073453,home,Cardiff City,Ronan Kpakio,,,ronan-kpakio,R. Kpakio,D,44,178.0,201,M,1424648,EUR,1180051200,D,44,44,False,54.0,49.0,,,0.0,26.0,27.0,23.0,27.0,8.0,,90.0,80.0,6.5,14.0,0,-0.06,0.31,-0.15,3.0,1.0,9.0,8.0,2.0,4.0,1.0,2.0,3.0,3.0,2.0,1.0,2.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,
14073453,home,Cardiff City,William Fish,,,william-fish,W. T. Fish,D,2,185.0,569,M,966654,EUR,1045440000,D,2,2,False,66.0,58.0,9.0,6.0,0.0,40.0,46.0,18.0,20.0,3.0,,90.0,80.0,7.2,10.0,0,0.24,0.07,-0.09,1.0,5.0,2.0,6.0,,1.0,,4.0,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,
14073453,home,Cardiff City,Calum Chambers,,,calum-chambers,C. Chambers,D,12,183.0,600,M,227942,EUR,790560000,D,12,12,False,81.0,79.0,4.0,4.0,0.0,49.0,51.0,30.0,30.0,6.0,,90.0,88.0,6.8,4.0,2,0.33,0.25,-0.2,3.0,2.0,6.0,2.0,,1.0,,1.0,,,,,1.0,,,,True,2.0,1.0,1.0,-0.53,,,,,,,,,,,,,,,
14073453,home,Cardiff City,Joel Bagan,,,joel-bagan,J. Bagan,D,3,183.0,112,M,1018684,EUR,999475200,D,3,3,False,87.0,73.0,9.0,5.0,0.0,36.0,40.0,37.0,47.0,9.0,,90.0,113.0,6.6,24.0,3,0.03,0.11,-0.16,2.0,,3.0,3.0,,,,2.0,,3.0,3.0,,1.0,,,,,1.0,,2.0,0.21,6.0,1.0,1.0,2.0,,,,,,,,,,,
14073453,home,Cardiff City,David Turnbull,,,david-turnbull,D. Turnbull,M,14,185.0,341,M,1084268,EUR,928972800,M,14,14,False,52.0,45.0,3.0,2.0,0.0,16.0,17.0,29.0,35.0,3.0,,89.0,63.0,6.6,12.0,2,-0.32,0.04,-0.04,1.0,2.0,2.0,3.0,,2.0,1.0,,2.0,,,,,,,,,,,2.0,0.16,3.0,,,,,,,,,,,,,,
14073453,home,Cardiff City,Ryan Wintle,,,ryan-wintle,R. Wintle,M,6,180.0,76,M,804512,EUR,866160000,M,6,6,False,72.0,68.0,5.0,4.0,0.0,40.0,40.0,28.0,32.0,3.0,,90.0,78.0,6.6,6.0,1,-0.04,0.05,-0.05,1.0,,1.0,1.0,,,,,1.0,,,,1.0,1.0,,,,,1.0,,-0.03,,,,,,,,,,,,,,,
14073453,home,Cardiff City,Rubin Colwill,Rubin Colwill,,rubin-colwill,R. Colwill,M,10,189.0,275,M,1101169,EUR,1019865600,M,10,10,False,41.0,29.0,6.0,4.0,0.0,10.0,13.0,19.0,28.0,3.0,,86.0,55.0,8.2,18.0,4,0.48,0.24,-0.06,1.0,,7.0,3.0,3.0,2.0,,,1.0,1.0,1.0,,1.0,2.0,1.0,,,,2.0,2.0,0.54,,,,2.0,1.0,1.0,1.0,,,,,,,,
14073453,home,Cardiff City,Cian Ashford,Cian Ashford,,ashford-cian,C. Ashford,M,45,179.0,104,M,1520800,EUR,1095984000,F,45,45,False,26.0,25.0,,,0.0,2.0,2.0,23.0,24.0,2.0,,87.0,42.0,8.0,6.0,2,0.13,0.6,0.13,1.0,,1.0,6.0,,3.0,3.0,,,2.0,,,3.0,1.0,,,,,1.0,1.0,0.28,1.0,1.0,,1.0,,1.0,1.0,1.0,,,,,,,
14073453,home,Cardiff City,Callum Robinson,,,callum-robinson,C. Robinson,F,47,178.0,376,M,190851,EUR,791683200,F,47,47,False,16.0,15.0,1.0,,0.0,8.0,8.0,7.0,8.0,,,68.0,21.0,7.1,4.0,0,-0.16,0.42,0.0,,1.0,1.0,3.0,1.0,1.0,1.0,,,,,,2.0,1.0,,,,,,,,,,,1.0,1.0,,2.0,,,,,,,,
