match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_shotOffTarget,stat_totalTackle,stat_wonTackle,stat_fouls,stat_expectedGoals,stat_totalClearance,stat_interceptionWon,stat_aerialLost,stat_challengeLost,stat_outfielderBlock,stat_wasFouled,stat_dispossessed,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_unsuccessfulTouch,stat_totalOffside,stat_accurateCross,stat_keyPass,captain,stat_goalAssist,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_goals,player_sofascoreId
11408382,home,Estoril Praia,Marcelo Carné,,,marcelo-carne,M. Carné,G,1,188,61,M,243463,EUR,634262400,G,31,31,False,24.0,18.0,8.0,2.0,17.0,18.0,1.0,6.0,12.0,2.0,4.0,1.0,1.0,90.0,37.0,7.1,6.0,0.00014736,0,0.6039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11408382,home,Estoril Praia,João Basso,,,joao-basso,J. Basso,D,13,189,677,M,850955,EUR,853113600,D,13,13,False,52.0,46.0,9.0,6.0,27.0,29.0,19.0,24.0,2.0,,,,,84.0,67.0,7.0,9.0,0.00830657,1,,1.0,1.0,1.0,5.0,1.0,4.0,3.0,1.0,0.0992,,,,,,,,,,,,,,,,,,,,,
11408382,home,Estoril Praia,Pedro Álvaro,,,pedro-alvaro,P. Álvaro,D,,186,247,M,869330,EUR,951955200,D,23,23,False,58.0,52.0,8.0,5.0,37.0,39.0,15.0,19.0,2.0,,,,,90.0,69.0,6.8,6.0,0.00705481,0,,,1.0,3.0,2.0,,1.0,,3.0,,5.0,2.0,,,,,,,,,,,,,,,,,,,
11408382,home,Estoril Praia,Bernardo Vital,,,vital-bernardo,B. Vital,D,13,187,192,M,1065442,EUR,978048000,D,3,3,False,77.0,67.0,11.0,6.0,46.0,49.0,21.0,28.0,3.0,,,,,90.0,87.0,7.0,10.0,0.00921265,0,,,1.0,3.0,5.0,,3.0,2.0,1.0,,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
11408382,home,Estoril Praia,Wagner Pina,,,wagner-pina,W. Pina,M,20,180,484,M,1513625,EUR,1036281600,M,79,79,False,34.0,28.0,4.0,1.0,8.0,10.0,20.0,24.0,,,,,,85.0,56.0,6.6,15.0,0.00994041,1,,,,3.0,4.0,,1.0,1.0,,0.1044,1.0,,,,,1.0,2.0,3.0,2.0,1.0,5.0,1.0,,,,,,,,,
11408382,home,Estoril Praia,Vinicius Zanocelo,,,vinicius-zanocelo,Vinicius Zanocelo,M,25,184,577,M,973841,EUR,980812800,M,7,7,False,64.0,56.0,7.0,4.0,31.0,34.0,25.0,30.0,9.0,,,,,90.0,71.0,6.9,10.0,0.0197466,0,,,2.0,1.0,4.0,,,,,,,,1.0,,,2.0,,,,,1.0,,,,,,,,,,
11408382,home,Estoril Praia,Mateus Fernandes,,,mateus-fernandes,M. Fernandes,M,18,178,3830,M,1142562,EUR,1089417600,M,82,82,False,49.0,40.0,5.0,3.0,22.0,22.0,19.0,29.0,2.0,,,,,84.0,70.0,7.1,15.0,0.0926832,0,,2.0,,3.0,8.0,,2.0,,1.0,,,2.0,,1.0,,4.0,,3.0,2.0,,3.0,,1.0,1.0,,,,,,,
11408382,home,Estoril Praia,Tiago Araújo,,,tiago-araujo,T. Araújo,D,20,184,265,M,997024,EUR,985651200,M,78,78,False,29.0,22.0,4.0,2.0,11.0,14.0,11.0,20.0,6.0,,,,,90.0,65.0,7.2,23.0,0.00681203,2,,5.0,1.0,3.0,6.0,1.0,4.0,4.0,,0.0674,,2.0,,,,,1.0,3.0,1.0,1.0,6.0,,,,,,,,,,
11408382,home,Estoril Praia,Rafik Guitane,,,rafik-guitane,R. Guitane,F,99,170,2125,M,826210,EUR,927676800,F,10,10,False,33.0,26.0,,,11.0,11.0,15.0,23.0,4.0,,,,,90.0,48.0,7.0,13.0,0.0816386,0,,1.0,,3.0,7.0,,1.0,1.0,,,,,,,,2.0,2.0,5.0,4.0,,2.0,,,,,,,,,,
11408382,home,Estoril Praia,Cassiano,,,cassiano,Cassiano,F,90,184,251,M,157023,EUR,613958400,F,11,11,False,8.0,5.0,,,3.0,4.0,2.0,4.0,1.0,,,,,73.0,12.0,6.6,4.0,0.00052723,0,,,1.0,2.0,1.0,,,,,,1.0,,2.0,,,,,,,,1.0,,,,True,,,,,,
