match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_ownGoals,stat_goodHighClaim,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_goalAssist,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_totalClearance,stat_clearanceOffLine,stat_outfielderBlock,stat_interceptionWon,stat_unsuccessfulTouch,stat_wasFouled,stat_keyPass,stat_totalTackle,stat_wonTackle,stat_fouls,captain,stat_dispossessed,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_bigChanceMissed,stat_shotOffTarget,stat_blockedScoringAttempt,stat_goals,stat_totalOffside,stat_savedShotsFromInsideTheBox,stat_hitWoodwork
10437208,home,Bradford City,Harry Lewis,,,harry-lewis,H. Lewis,G,21,191,26,M,815927,EUR,882576000,G,1,1,False,27.0,16.0,18.0,7.0,12.0,15.0,4.0,12.0,14.0,1.0,2.0,1.0,90.0,41.0,6.2,12.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10437208,home,Bradford City,Brad Halliday,,,brad-halliday,B. Halliday,M,16,180,41,M,822341,EUR,805334400,D,2,2,False,28.0,17.0,4.0,1.0,6.0,9.0,12.0,22.0,3.0,,,,90.0,56.0,7.7,20.0,0,1.0,3.0,1.0,1.0,1.0,2.0,4.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,
10437208,home,Bradford City,Matthew Platt,,,matthew-platt,M. Platt,D,5,188,17,M,872329,EUR,875836800,D,5,5,False,26.0,16.0,6.0,1.0,14.0,18.0,2.0,8.0,,,,,90.0,39.0,7.1,11.0,0,,,,1.0,5.0,2.0,8.0,1.0,,,6.0,,2.0,1.0,,1.0,,2.0,2.0,,,,,,,,,,,,
10437208,home,Bradford City,Romoney Crichlow,,,romoney-crichlow,R. Crichlow,D,24,184,28,M,994677,EUR,928368000,D,24,24,False,31.0,20.0,7.0,2.0,17.0,22.0,3.0,9.0,2.0,,,,90.0,42.0,6.8,12.0,0,,,,2.0,1.0,3.0,4.0,,,,5.0,,,,1.0,,,3.0,,1.0,,,,,,,,,,,
10437208,home,Bradford City,Liam Ridehalgh,Liam,Ridehalgh,liam-ridehalgh,L. Ridehalgh,D,3,178,6,M,73584,EUR,672105600,D,3,3,False,29.0,21.0,6.0,3.0,12.0,14.0,9.0,16.0,3.0,,,,90.0,59.0,7.1,16.0,0,,1.0,,2.0,2.0,2.0,4.0,,,,,,1.0,3.0,1.0,,1.0,2.0,1.0,,,,,,,,,,,,
10437208,home,Bradford City,Richard Smallwood,Richard,Smallwood,richard-smallwood,R. Smallwood,M,36,180,31,M,124698,EUR,662428800,M,6,6,False,30.0,27.0,4.0,2.0,12.0,12.0,15.0,23.0,7.0,,,,90.0,44.0,7.1,8.0,0,,5.0,,1.0,1.0,2.0,6.0,,,,2.0,,,,,1.0,,4.0,3.0,1.0,True,,,,,,,,,,
10437208,home,Bradford City,Alex Gilliead,,,alex-gilliead,A. Gilliead,M,20,183,23,M,284451,EUR,823996800,M,11,11,False,25.0,18.0,3.0,,9.0,12.0,9.0,13.0,5.0,,,,76.0,35.0,6.7,9.0,0,,,,2.0,,7.0,4.0,1.0,1.0,1.0,,,,1.0,1.0,,2.0,3.0,2.0,3.0,,1.0,,,,,,,,,
10437208,home,Bradford City,Scott Banks,,,scott-banks,S. Banks,M,18,183,119,M,944027,EUR,978307200,M,12,12,False,20.0,15.0,1.0,1.0,4.0,8.0,11.0,16.0,,,,,90.0,32.0,6.5,14.0,1,,4.0,,,1.0,8.0,3.0,1.0,4.0,1.0,,,,,1.0,,2.0,1.0,1.0,3.0,,1.0,1.0,1.0,,,,,,,
10437208,home,Bradford City,Harry Chapman,,,harry-chapman,H. Chapman,M,32,177,13,M,833062,EUR,878688000,M,20,20,False,20.0,14.0,4.0,2.0,3.0,3.0,12.0,19.0,3.0,,,,77.0,34.0,6.9,10.0,3,1.0,2.0,1.0,6.0,,9.0,4.0,1.0,1.0,1.0,,,,1.0,2.0,1.0,2.0,2.0,,1.0,,1.0,,1.0,1.0,2.0,,,,,
10437208,home,Bradford City,Jake Young,Jake Young,,jake-young,J. Young,F,20,186,79,M,1047975,EUR,995760000,M,21,21,False,11.0,8.0,2.0,1.0,3.0,4.0,5.0,9.0,3.0,,,,61.0,21.0,6.1,10.0,2,,2.0,,2.0,,7.0,1.0,2.0,2.0,1.0,,,,,1.0,,,,,,,2.0,,1.0,,,1.0,,,,
