match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialLost,stat_duelLost,stat_totalClearance,stat_ballRecovery,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_duelWon,stat_challengeLost,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_interceptionWon,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_aerialWon,stat_outfielderBlock,player_firstName,player_lastName,stat_totalTackle,stat_wonTackle,stat_goalAssist,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_dispossessed,stat_totalOffside,stat_blockedScoringAttempt,stat_goals,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_lastManTackle,player_sofascoreId
11396224,home,1. FSV Mainz 05,Robin Zentner,robin-zentner,R. Zentner,G,27,193,298,M,174345,EUR,783302400,G,27,27,False,True,23.0,10.0,14.0,1.0,9.0,10.0,1.0,13.0,1.0,1.0,3.0,6.0,1.0,3.0,3.0,90.0,30.0,6.3,13.0,0.00021215,0,-0.4869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396224,home,1. FSV Mainz 05,Dominik Kohr,dominik-kohr,D. Kohr,D,31,183,342,M,152206,EUR,759974400,D,31,31,False,,34.0,23.0,10.0,2.0,11.0,14.0,13.0,22.0,,3.0,3.0,4.0,,,,90.0,46.0,6.9,13.0,0.128165,3,,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,0.1574,0.0576,1.0,,,,,,,,,,,,,,,,,,,
11396224,home,1. FSV Mainz 05,Sepp van den Berg,sepp-van-den-berg,S. van den Berg,D,4,192,2107,M,924378,EUR,1008806400,D,3,3,False,,39.0,31.0,5.0,2.0,21.0,23.0,10.0,16.0,1.0,2.0,4.0,6.0,,,,90.0,49.0,7.0,10.0,0.00751581,0,,,,7.0,,,,,2.0,1.0,1.0,,,2.0,6.0,1.0,,,,,,,,,,,,,,,,,
11396224,home,1. FSV Mainz 05,Andreas Hanche-Olsen,andreas-hanche-olsen,A. Hanche-Olsen,D,25,185,370,M,794294,EUR,853459200,D,25,25,False,,33.0,24.0,7.0,3.0,17.0,23.0,7.0,10.0,3.0,5.0,4.0,3.0,,,,85.0,45.0,6.9,9.0,0.00714514,1,,,,10.0,,1.0,,1.0,,,2.0,0.0915,,,7.0,,,,3.0,1.0,,,,,,,,,,,,,
11396224,home,1. FSV Mainz 05,Anthony Caci,anthony-caci,A. Caci,M,19,184,357,M,846471,EUR,867715200,M,19,19,False,,29.0,22.0,3.0,2.0,8.0,12.0,15.0,19.0,,,,4.0,,,,77.0,45.0,7.7,10.0,0.191584,2,,2.0,1.0,3.0,,2.0,,,1.0,1.0,,0.0492,,2.0,,,,,,,1.0,2.0,2.0,1.0,,,,,,,,,
11396224,home,1. FSV Mainz 05,Leandro Barreiro,leandro-barreiro,L. Barreiro,M,18,170,2537,M,906800,EUR,946857600,M,8,8,False,,27.0,18.0,1.0,,11.0,13.0,7.0,14.0,2.0,3.0,2.0,9.0,,,,90.0,46.0,6.9,14.0,0.00718934,1,,,,3.0,,1.0,,,3.0,,,0.0128,,1.0,1.0,1.0,,,,,,2.0,2.0,,1.0,1.0,,,,,,,
11396224,home,1. FSV Mainz 05,Nadiem Amiri,nadiem-amiri,N. Amiri,M,10,180,2793,M,327755,EUR,846374400,M,18,18,False,,51.0,43.0,8.0,4.0,17.0,17.0,28.0,47.0,,1.0,,5.0,,,,85.0,76.0,7.9,20.0,0.401968,1,,13.0,2.0,5.0,,,,1.0,,1.0,,0.0328,,4.0,,1.0,,,1.0,1.0,1.0,4.0,3.0,,,,1.0,,,,,,
11396224,home,1. FSV Mainz 05,Phillipp Mwene,phillipp-mwene,P. Mwene,M,2,170,470,M,138126,EUR,759801600,M,2,2,False,,20.0,13.0,5.0,1.0,4.0,7.0,9.0,13.0,1.0,4.0,2.0,1.0,,,,90.0,39.0,7.4,10.0,0.0130065,7,,,,3.0,1.0,1.0,2.0,,1.0,,1.0,0.5276,0.4606,1.0,1.0,,,,,,,3.0,2.0,,,,4.0,1.0,,,,,
11396224,home,1. FSV Mainz 05,Brajan Gruda,gruda-brajan,B. Gruda,M,10,178,2919,M,1198075,EUR,1085961600,F,43,43,False,,27.0,19.0,2.0,1.0,6.0,7.0,13.0,23.0,,3.0,,4.0,,,,77.0,49.0,7.9,18.0,0.235703,1,,3.0,,8.0,,,1.0,,4.0,4.0,1.0,0.707,0.9901,3.0,1.0,,Brajan Gruda,,,,,5.0,3.0,,,,,1.0,,,,,
11396224,home,1. FSV Mainz 05,Jae-sung Lee,jae-sung-lee,J. Lee,F,7,180,2646,M,537552,EUR,713404800,F,7,7,False,,19.0,16.0,,,6.0,7.0,10.0,13.0,3.0,6.0,2.0,6.0,,,,89.0,36.0,6.9,7.0,0.0165853,2,,1.0,,5.0,,,1.0,1.0,1.0,2.0,2.0,0.0698,0.2984,,1.0,,,,2.0,1.0,,2.0,,,,1.0,1.0,,,,,,
11396224,home,1. FSV Mainz 05,Jonathan Burkardt,jonathan-burkardt,J. Burkardt,F,9,181,3956,M,939830,EUR,963273600,F,29,29,False,,19.0,14.0,4.0,1.0,4.0,5.0,10.0,17.0,4.0,10.0,,5.0,,,,90.0,39.0,8.3,13.0,0.0183723,6,,3.0,,4.0,,3.0,2.0,,1.0,3.0,2.0,0.3455,0.3793,2.0,1.0,,,,,,1.0,2.0,,1.0,2.0,,1.0,1.0,,,,,
11396224,home,1. FSV Mainz 05,Silvan Widmer,silvan-widmer,S. Widmer,M,30,182,532,M,157377,EUR,731289600,D,30,30,True,,4.0,3.0,,,1.0,1.0,2.0,3.0,,1.0,,,,,,13.0,9.0,6.5,2.0,0.00702966,0,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,
11396224,home,1. FSV Mainz 05,Karim Onisiwo,karim-onisiwo,K. Onisiwo,F,9,188,465,M,165413,EUR,700790400,F,9,9,True,,1.0,1.0,,,,,1.0,1.0,,4.0,,2.0,,,,13.0,6.0,7.0,4.0,0.00063886,1,,,,,,,1.0,,,,,0.1595,0.6379,,,,,,,,,2.0,,,2.0,,,1.0,,,,,
11396224,home,1. FSV Mainz 05,Tom Krauß,tom-krauss,T. Krauß,M,5,182,398,M,930272,EUR,993168000,M,14,14,True,,4.0,3.0,,,1.0,2.0,2.0,2.0,,1.0,,3.0,,,,5.0,6.0,,1.0,0.04615,0,,,,,1.0,,,,,,,,,1.0,,,,,,,1.0,,,1.0,,,,,,,,,
11396224,home,1. FSV Mainz 05,Edimilson Fernandes,edimilson-fernandes,E. Fernandes,M,6,190,345,M,330099,EUR,829526400,M,20,20,True,,,,,,,,,,,,,,,,,5.0,1.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396224,home,1. FSV Mainz 05,Ludovic Ajorque,ludovic-ajorque,L. Ajorque,F,19,196,1365,M,343971,EUR,762134400,F,17,17,True,,1.0,,,,,,,1.0,,1.0,,,,,,1.0,1.0,,1.0,,0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
11396224,home,1. FSV Mainz 05,Daniel Batz,daniel-batz,D. Batz,G,33,189,138,M,94312,EUR,663638400,G,33,33,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396224,home,1. FSV Mainz 05,Josuha Guilavogui,josuha-guilavogui,J. Guilavogui,D,,188,210,M,45686,EUR,653702400,M,23,23,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
