match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_aerialWon,stat_dispossessed,stat_goals,stat_clearanceOffLine,stat_totalOffside,captain,stat_shotOffTarget,stat_blockedScoringAttempt,player_sofascoreId,stat_bigChanceMissed,stat_hitWoodwork,stat_bigChanceCreated,stat_goalAssist
11391292,home,Stade de Reims,Yehvann Diouf,,,yehvann-diouf,Y. Diouf,G,80,188,2968,M,845183,EUR,942710400,G,94,94,False,24.0,20.0,7.0,4.0,18.0,20.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,13.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,90.0,38.0,6.5,5.0,0.00238691,0,-0.1454,,,,,,,,,,,,,,,,,,,,,,,,,,
11391292,home,Stade de Reims,Thérence Koudou,,,koudou-therence,T. Koudou,D,7,178,224,M,1392080,EUR,1102896000,D,45,45,False,20.0,17.0,,,9.0,9.0,9.0,17.0,4.0,2.0,,,,2.0,5.0,,2.0,,,,,,67.0,42.0,7.2,10.0,0.127264,1,,6.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0525,0.0819,1.0,,,,,,,,,,,,,
11391292,home,Stade de Reims,Emmanuel Agbadou,,,emmanuel-agbadou,E. Agbadou,D,12,192,3192,M,1013842,EUR,866505600,D,24,24,False,48.0,42.0,8.0,5.0,21.0,21.0,21.0,27.0,3.0,4.0,1.0,2.0,2.0,1.0,8.0,,1.0,,,,,,90.0,64.0,8.2,10.0,0.0210741,1,,,,1.0,1.0,2.0,2.0,1.0,1.0,,,0.0938,0.4959,,1.0,1.0,1.0,1.0,1.0,,,,,,,,
11391292,home,Stade de Reims,Yunis Abdelhamid,,,yunis-abdelhamid,Y. Abdelhamid,D,5,190,1888,M,178721,EUR,559785600,D,5,5,False,53.0,43.0,7.0,2.0,21.0,25.0,22.0,28.0,6.0,7.0,1.0,1.0,,4.0,6.0,,1.0,,,,,,90.0,68.0,6.6,13.0,0.0101873,1,,,,2.0,,,1.0,3.0,2.0,1.0,2.0,0.08,,1.0,3.0,,,,,True,1.0,,,,,,
11391292,home,Stade de Reims,Sergio Akieme,,,sergio-akieme,S. Akieme,D,18,175,293,M,827942,EUR,882230400,D,18,18,False,31.0,23.0,2.0,1.0,9.0,11.0,14.0,22.0,5.0,3.0,1.0,3.0,1.0,4.0,6.0,,2.0,,,,,,80.0,57.0,6.7,17.0,0.0190151,3,,2.0,,,,1.0,2.0,,,,1.0,0.126,,,2.0,1.0,,,,,1.0,2.0,,,,,
11391292,home,Stade de Reims,Junya Ito,,,junya-ito,J. Ito,M,10,176,4867,M,783278,EUR,731635200,M,7,7,False,29.0,21.0,2.0,2.0,5.0,6.0,19.0,33.0,2.0,3.0,,1.0,,,2.0,,1.0,,,,,,90.0,48.0,7.3,18.0,0.473083,3,,10.0,3.0,,,,,3.0,1.0,,,0.2034,,4.0,,1.0,,,1.0,,2.0,1.0,ItouJky,,,,
11391292,home,Stade de Reims,Amir Richardson,Amir Richardson,,amir-richardson,A. Richardson,M,25,195,11630,M,1121333,EUR,1011830400,M,8,8,False,21.0,18.0,,,11.0,11.0,7.0,11.0,2.0,,1.0,,,,2.0,,,,,,,,57.0,27.0,6.5,4.0,0.0128238,1,,1.0,,,,,,,,,1.0,0.0365,,,,,,,,,1.0,,ami2r,,,,
11391292,home,Stade de Reims,Marshall Munetsi,,,marshall-munetsi,M. Munetsi,M,18,187,1937,M,894733,EUR,835401600,M,15,15,False,22.0,16.0,2.0,1.0,4.0,7.0,12.0,16.0,3.0,4.0,,,,1.0,2.0,,2.0,,,,,,90.0,32.0,6.8,9.0,0.061773,3,,1.0,,1.0,2.0,,,,,1.0,2.0,0.3606,0.7321,,3.0,,,,,,1.0,,,1.0,1.0,,
11391292,home,Stade de Reims,Keito Nakamura,,,keito-nakamura,K. Nakamura,M,17,180,3846,M,905352,EUR,964742400,M,17,17,False,11.0,10.0,1.0,,3.0,3.0,8.0,10.0,2.0,1.0,,1.0,,,,,1.0,,,,,,57.0,22.0,6.7,4.0,0.273611,2,,2.0,1.0,,,,,1.0,,,1.0,0.0712,,1.0,,,,,,,1.0,1.0,,,,1.0,
11391292,home,Stade de Reims,Reda Khadra,,,reda-khadra,R. Khadra,M,30,175,253,M,995671,EUR,994204800,F,14,14,False,18.0,14.0,1.0,1.0,5.0,7.0,10.0,15.0,7.0,5.0,,4.0,1.0,1.0,3.0,,3.0,,,,,,90.0,42.0,6.6,15.0,0.139826,2,,4.0,1.0,1.0,,,,1.0,,2.0,1.0,0.0548,,1.0,1.0,2.0,,,,,1.0,1.0,,,,,
