match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_duelLost,stat_duelWon,stat_dispossessed,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_aerialLost,stat_aerialWon,stat_challengeLost,stat_outfielderBlock,stat_keyPass,captain,stat_totalCross,stat_fouls,stat_shotOffTarget,stat_expectedGoals,stat_totalContest,stat_blockedScoringAttempt,stat_accurateCross,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_goalAssist,stat_wonContest,stat_bigChanceCreated,stat_wasFouled,stat_goals,stat_punches,stat_totalOffside,stat_bigChanceMissed,stat_hitWoodwork,stat_goodHighClaim
11392828,home,Nice,Marcin Bułka,marcin-bulka,M. Bułka,G,99,198,4805,M,marcinbulka1,889590,EUR,938995200,G,1,1,False,36.0,35.0,4.0,3.0,33.0,33.0,2.0,3.0,1.0,9.0,1.0,1.0,1.0,1.0,90.0,45.0,7.2,1.0,0.00019102,0,0.4225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11392828,home,Nice,Jordan Lotomba,jordan-lotomba,J. Lotomba,D,30,177,509,M,,796279,EUR,907027200,D,23,23,False,27.0,23.0,2.0,,18.0,21.0,5.0,6.0,,2.0,,,,,43.0,36.0,6.5,8.0,0.00108915,0,,,,2.0,1.0,2.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
11392828,home,Nice,Jean-Clair Todibo,jean-clair-todibo,J-C. Todibo,D,25,189,2607,M,,945217,EUR,946512000,D,6,6,False,98.0,87.0,10.0,3.0,72.0,75.0,15.0,23.0,3.0,4.0,,,,,90.0,112.0,7.4,12.0,0.00545901,0,,,,4.0,8.0,,,7.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
11392828,home,Nice,Dante,dante,Dante,D,4,188,1257,M,,3577,EUR,435283200,D,4,4,False,118.0,106.0,10.0,4.0,81.0,85.0,25.0,35.0,2.0,16.0,,,,,90.0,129.0,7.3,14.0,0.0125953,0,,,,2.0,4.0,,1.0,2.0,,,1.0,2.0,,1.0,,True,2.0,1.0,,,,,,,,,,,,,,,,,
11392828,home,Nice,Melvin Bard,melvin-bard,M. Bard,D,26,173,502,M,,906075,EUR,973468800,D,26,26,False,46.0,39.0,5.0,1.0,24.0,28.0,15.0,21.0,1.0,6.0,,,,,90.0,72.0,6.9,15.0,0.00838828,1,,,,9.0,3.0,2.0,1.0,3.0,2.0,2.0,2.0,,2.0,,,,3.0,3.0,1.0,0.0115,,,,,,,,,,,,,,,
11392828,home,Nice,Hicham Boudaoui,hicham-boudaoui,H. Boudaoui,M,6,176,11417,M,hicham_boudaoui,985923,EUR,938044800,M,28,28,False,22.0,18.0,2.0,1.0,12.0,12.0,6.0,11.0,1.0,4.0,,,,,90.0,29.0,6.3,9.0,0.00870543,0,,,,6.0,,,1.0,,,2.0,2.0,,,,,,1.0,2.0,,,2.0,,,,,,,,,,,,,,
11392828,home,Nice,Youssouf Ndayishimiye,youssouf-ndayishimiye,Y. Ndayishimiye,D,55,183,1788,M,,985934,EUR,909446400,M,55,55,False,30.0,27.0,1.0,1.0,15.0,18.0,12.0,12.0,5.0,1.0,,,,,90.0,41.0,6.7,4.0,0.00504621,1,,,,4.0,3.0,,2.0,,,,2.0,3.0,1.0,,,,,,1.0,0.0282,1.0,,,,,,,,,,,,,,
11392828,home,Nice,Morgan Sanson,morgan-sanson,M. Sanson,M,8,182,499,M,,250133,EUR,777168000,M,11,11,False,20.0,16.0,2.0,1.0,8.0,8.0,8.0,17.0,,3.0,,,,,72.0,39.0,6.7,14.0,0.0332299,1,,,,4.0,3.0,1.0,2.0,3.0,1.0,2.0,,,,,,,5.0,1.0,,0.0647,2.0,1.0,,,,,,,,,,,,,
11392828,home,Nice,Gaëtan Laborde,gaetan-laborde,G. Laborde,F,9,181,848,M,,149730,EUR,767923200,F,24,24,False,23.0,15.0,1.0,,7.0,9.0,9.0,17.0,,5.0,,,,,90.0,34.0,6.9,11.0,0.0725055,3,,,,4.0,3.0,,,,,,1.0,3.0,,,1.0,,3.0,2.0,1.0,0.1806,1.0,1.0,1.0,1.0,0.0841,,,,,,,,,,
11392828,home,Nice,Terem Moffi,terem-moffi,T. Moffi,F,29,188,3115,M,,894396,EUR,927590400,F,9,9,False,13.0,9.0,,,4.0,5.0,5.0,8.0,,4.0,,,,,72.0,18.0,6.6,7.0,0.00187184,2,,,,4.0,2.0,1.0,,,,2.0,3.0,2.0,,,,,,,1.0,0.0361,,1.0,,,,,,,,,,,,,
