match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_blockedScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_expectedGoals,stat_keyPass,player_firstName,player_lastName,stat_challengeLost,stat_totalContest,stat_aerialLost,stat_outfielderBlock,stat_accurateCross,stat_dispossessed,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_goals,stat_unsuccessfulTouch,stat_expectedGoalsOnTarget,stat_wasFouled,stat_wonContest,stat_bigChanceMissed,stat_shotOffTarget,captain,stat_totalOffside,stat_totalKeeperSweeper,stat_accurateKeeperSweeper
12451001,home,RC Strasbourg,Đorđe Petrović,dorde-petrovic,Đ. Petrović,G,1,194,8562,M,dj.petrovic12,882604,EUR,939340800,G,1,1,False,44.0,29.0,20.0,7.0,0.0,25.0,27.0,4.0,17.0,7.0,1.0,1.0,3.0,90.0,48.0,7.4,15.0,0.00156967,0,0.3434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12451001,home,RC Strasbourg,Guéla Doué,guela-doue,G. Doué,D,22,187,10608,M,,1002033,EUR,1034812800,D,22,22,False,57.0,47.0,6.0,2.0,0.0,25.0,28.0,22.0,31.0,10.0,,,,90.0,78.0,7.7,13.0,0.0260825,1,,2.0,5.0,3.0,9.0,1.0,4.0,2.0,4.0,3.0,3.0,0.1217,1.0,,,,,,,,,,,,,,,,,,,,,
12451001,home,RC Strasbourg,Saïdou Sow,saidou-sow,S. Sow,D,4,185,2742,M,,1063237,EUR,1025740800,D,4,4,False,35.0,31.0,3.0,,0.0,27.0,29.0,4.0,6.0,3.0,,,,90.0,48.0,7.0,5.0,0.00152257,0,,,,2.0,2.0,,2.0,3.0,2.0,1.0,,,,Saïdou,Sow,1.0,1.0,,,,,,,,,,,,,,,,,
12451001,home,RC Strasbourg,Mamadou Sarr,sarr-mamadou,M. Sarr,D,19,194,21849,M,,1154657,EUR,1125273600,D,23,23,False,28.0,26.0,3.0,1.0,0.0,17.0,18.0,9.0,10.0,6.0,,,,90.0,36.0,7.1,2.0,0.00907508,0,,,,7.0,2.0,,2.0,1.0,2.0,1.0,3.0,,2.0,Mamadou Sarr,,1.0,,3.0,1.0,,,,,,,,,,,,,,,
12451001,home,RC Strasbourg,Diego Moreira,diego-moreira,D. Moreira,F,7,179,6007,M,diegzyyy,1142233,EUR,1091750400,D,7,7,False,33.0,25.0,4.0,2.0,0.0,12.0,13.0,14.0,25.0,6.0,,,,89.0,51.0,8.3,15.0,0.320342,1,,5.0,1.0,5.0,2.0,,1.0,3.0,1.0,,2.0,0.0174,3.0,Diego,Moreira,1.0,,,,1.0,2.0,2.0,1.0,1.0,1.0,0.0194,,,,,,,,
12451001,home,RC Strasbourg,Ismael Doukouré,ismael-doukoure,I. Doukouré,D,6,183,1100,M,,1049517,EUR,1059004800,M,29,29,False,35.0,33.0,2.0,2.0,0.0,14.0,14.0,19.0,21.0,3.0,,,,90.0,44.0,6.9,3.0,0.0103667,0,,,1.0,3.0,4.0,,2.0,,2.0,2.0,2.0,,,Ismael Doukoure,,,,,,,1.0,,,,,,1.0,,,,,,,
12451001,home,RC Strasbourg,Andrey Santos,santos-andrey,A. Santos,M,17,180,27949,M,andreysantos_5,1105779,EUR,1083542400,M,8,8,False,42.0,39.0,4.0,4.0,0.0,14.0,15.0,25.0,27.0,9.0,,,,90.0,62.0,7.4,7.0,0.0374783,0,,,,4.0,6.0,,1.0,1.0,4.0,3.0,1.0,,,Andrey Santos,,2.0,2.0,,,,1.0,,,,2.0,,,2.0,,,,,,
12451001,home,RC Strasbourg,Dilane Bakwa,dilane-bakwa,D. Bakwa,M,29,179,2042,M,,963298,EUR,1030320000,M,26,26,False,31.0,24.0,2.0,,0.0,8.0,10.0,17.0,27.0,5.0,,,,77.0,49.0,6.6,17.0,0.121459,4,,6.0,1.0,5.0,3.0,,,,,,,0.239,1.0,,,1.0,4.0,,,1.0,,,1.0,,1.0,0.018,2.0,,1.0,3.0,,,,
12451001,home,RC Strasbourg,Habib Diarra,habib-diarra,H. Diarra,M,19,179,12696,M,,1128532,EUR,1073088000,M,19,19,False,28.0,24.0,2.0,1.0,0.0,10.0,11.0,15.0,18.0,1.0,,,,90.0,45.0,7.0,10.0,0.324247,3,,1.0,,5.0,2.0,,2.0,,,,2.0,0.0842,1.0,Habib,Diarra,,1.0,1.0,,1.0,1.0,1.0,1.0,,3.0,0.0133,2.0,,,2.0,True,,,
12451001,home,RC Strasbourg,Sebastian Nanasi,sebastian-nanasi,S. Nanasi,M,11,178,2778,M,,962068,EUR,1021507200,M,15,15,False,28.0,22.0,2.0,2.0,1.0,5.0,5.0,17.0,29.0,3.0,,,,83.0,43.0,7.5,16.0,0.0770663,1,,6.0,1.0,5.0,3.0,,,,,,1.0,0.0285,3.0,Sebastian Nanasi,,1.0,2.0,,,,2.0,1.0,1.0,,1.0,0.0443,1.0,1.0,,,,,,
