match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_keyPass,stat_aerialWon,stat_penaltyConceded,stat_challengeLost,stat_dispossessed,stat_onTargetScoringAttempt,stat_goals,stat_goalAssist,stat_totalContest,stat_wonContest,stat_unsuccessfulTouch,player_firstName,player_lastName,stat_shotOffTarget,stat_bigChanceCreated,stat_bigChanceMissed,stat_blockedScoringAttempt,captain,player_sofascoreId,stat_goodHighClaim,stat_penaltyWon,stat_totalOffside
10438055,home,Sporting Braga,Matheus,matheus,Matheus,G,1,190,1473,M,603946,EUR,711504000,G,1,1,False,42.0,33.0,13.0,4.0,31.0,33.0,2.0,9.0,1.0,2.0,8.0,1.0,4.0,2.0,6.0,2.0,2.0,90.0,55.0,7.2,9.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10438055,home,Sporting Braga,Victor Gómez,victor-gomez,V. Gómez,D,2,169,297,M,877918,EUR,954547200,D,2,2,False,29.0,21.0,6.0,3.0,10.0,11.0,12.0,22.0,4.0,2.0,2.0,1.0,,,,,,90.0,54.0,6.8,13.0,0,4.0,1.0,2.0,4.0,1.0,1.0,3.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,
10438055,home,Sporting Braga,Paulo Oliveira,paulo-oliveira,P. Oliveira,D,15,187,180,M,106751,EUR,694828800,D,15,15,False,63.0,50.0,9.0,1.0,34.0,37.0,16.0,26.0,3.0,4.0,1.0,1.0,,,,,,90.0,71.0,5.5,13.0,0,,,,4.0,,2.0,1.0,,4.0,,1.0,2.0,,,,,,,,,,,,,,,,,,,
10438055,home,Sporting Braga,Sikou Niakaté,sikou-niakate,S. Niakaté,D,4,186,1565,M,868235,EUR,931564800,D,4,4,False,76.0,62.0,8.0,1.0,50.0,57.0,12.0,19.0,7.0,2.0,7.0,2.0,,,,,,90.0,87.0,6.7,15.0,1,,,3.0,7.0,,1.0,,,2.0,,5.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
10438055,home,Sporting Braga,Nuno Sequeira,nuno-sequeira,N. Sequeira,D,6,184,53,M,170117,EUR,651024000,D,6,6,False,50.0,41.0,7.0,2.0,18.0,24.0,24.0,31.0,4.0,4.0,3.0,1.0,,,,,,90.0,77.0,6.5,17.0,0,5.0,1.0,,3.0,,3.0,,,1.0,1.0,2.0,,2.0,,,,1.0,1.0,1.0,4.0,,,,,,,,,,,
10438055,home,Sporting Braga,Uroš Račić,uros-racic,U. Račić,M,10,193,669,M,839909,EUR,890092800,M,19,19,False,41.0,30.0,7.0,3.0,17.0,20.0,13.0,21.0,6.0,4.0,5.0,2.0,,,,,,66.0,54.0,6.7,11.0,1,,,4.0,6.0,,,2.0,1.0,1.0,,2.0,,1.0,,,,,,,,,,1.0,,,,,,,,
10438055,home,Sporting Braga,Iuri Medeiros,iuri-medeiros,I. Medeiros,M,45,174,247,M,252613,EUR,773798400,M,45,45,False,37.0,27.0,2.0,1.0,8.0,10.0,21.0,35.0,8.0,1.0,2.0,1.0,,,,,,88.0,62.0,8.5,20.0,2,8.0,2.0,1.0,4.0,,,3.0,1.0,,4.0,,,,1.0,1.0,,2.0,6.0,4.0,1.0,,,,2.0,1.0,1.0,,,,,
10438055,home,Sporting Braga,André Horta,andre-horta,A. Horta,M,6,174,845,M,775699,EUR,847324800,M,10,10,False,68.0,60.0,6.0,3.0,26.0,28.0,34.0,44.0,,,6.0,,,,,,,66.0,77.0,7.1,12.0,0,4.0,,,1.0,,1.0,,,,1.0,,,1.0,,,,,,,,,,,1.0,,,,,,,
10438055,home,Sporting Braga,Bruma,bruma,Bruma,F,7,173,2690,M,97012,EUR,782956800,M,27,27,False,36.0,27.0,3.0,2.0,12.0,14.0,15.0,22.0,7.0,2.0,7.0,3.0,,,,,,90.0,61.0,8.5,14.0,4,,,,4.0,,1.0,2.0,2.0,1.0,2.0,,,1.0,,3.0,1.0,1.0,4.0,2.0,3.0,,,1.0,1.0,1.0,,,,,,
10438055,home,Sporting Braga,Abel Ruíz,abel-ruiz,A. Ruíz,F,9,182,1448,M,826013,EUR,949017600,F,9,9,False,12.0,9.0,1.0,,1.0,2.0,8.0,12.0,2.0,,4.0,1.0,,,,,,84.0,23.0,7.1,9.0,2,2.0,,2.0,6.0,,,,,2.0,1.0,,,,1.0,1.0,1.0,,2.0,1.0,2.0,,,,,,1.0,,,,,
