match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,captain,stat_outfielderBlock,stat_keyPass,stat_blockedScoringAttempt,stat_bigChanceCreated,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_goals,stat_saves,stat_errorLeadToAShot
12514107,home,Moreirense,Kewin,kewin,Kewin,G,1,187,111,M,865371,EUR,790992000,G,40,40,False,20.0,16.0,8.0,4.0,0.0,13.0,13.0,3.0,7.0,1.0,6.0,1.0,1.0,90.0,23.0,6.5,4.0,0.00123213,0,-0.006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12514107,home,Moreirense,Dinis Pinto,dinis-pinto,D. Pinto,D,76,178,150,M,1160980,EUR,967075200,D,76,76,False,50.0,41.0,4.0,3.0,0.0,20.0,23.0,22.0,30.0,2.0,4.0,,,90.0,84.0,6.8,20.0,0.0170772,2,,Dinis Pinto,,3.0,1.0,3.0,1.0,7.0,5.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0497,,,,,,,,,,,
12514107,home,Moreirense,Marcelo,marcelo,Marcelo,D,44,182,57,M,156318,EUR,617500800,D,44,44,False,80.0,65.0,9.0,2.0,0.0,48.0,54.0,17.0,26.0,3.0,1.0,,,90.0,85.0,6.5,15.0,0.00766152,0,,,,,,1.0,1.0,2.0,3.0,,,,,,,,,,2.0,1.0,,True,,,,,,,,,,
12514107,home,Moreirense,Maracás,maracas,Maracás,D,26,184,121,M,931485,EUR,767404800,D,26,26,False,64.0,57.0,6.0,2.0,0.0,44.0,47.0,13.0,17.0,3.0,1.0,,,90.0,72.0,6.9,7.0,0.00284207,1,,,,,,2.0,2.0,3.0,4.0,,,,,1.0,1.0,2.0,1.0,,,2.0,0.0112,,1.0,,,,,,,,,
12514107,home,Moreirense,Leonardo Buta,leonardo-buta,L. Buta,D,24,182,172,M,1120038,EUR,1023235200,D,15,15,False,43.0,31.0,4.0,2.0,0.0,19.0,22.0,13.0,22.0,1.0,6.0,,,90.0,70.0,6.8,18.0,0.0644314,0,,,,1.0,1.0,,1.0,3.0,3.0,,,3.0,,,2.0,1.0,,,1.0,,,,,1.0,,,,,,,,
12514107,home,Moreirense,Ivo Rodrigues,ivo-rodrigues,I. Rodrigues,M,7,182,202,M,190171,EUR,796521600,M,8,8,False,37.0,30.0,2.0,,0.0,15.0,16.0,15.0,24.0,1.0,10.0,,,74.0,57.0,6.0,17.0,0.0095912,2,,,,3.0,,4.0,2.0,10.0,4.0,2.0,1.0,2.0,,1.0,,,,4.0,2.0,2.0,0.0558,,,,1.0,,,,,,,
12514107,home,Moreirense,Rúben Ramos Ismael,ruben-ramos-ismael,Ismael,M,16,184,179,M,1469058,EUR,922320000,M,6,6,False,33.0,29.0,3.0,2.0,0.0,19.0,19.0,10.0,14.0,1.0,2.0,,,58.0,37.0,6.7,5.0,0.0113692,1,,,,,,,3.0,3.0,4.0,1.0,,,,1.0,,1.0,,,,2.0,0.0865,,,,,,,,,,,
12514107,home,Moreirense,Luís Asué,luis-asue,L. Asué,F,12,186,441,M,1064103,EUR,994636800,M,9,9,False,18.0,11.0,2.0,,1.0,3.0,6.0,8.0,13.0,2.0,,,,86.0,39.0,6.5,18.0,0.0271039,0,,Luís,Asué,1.0,,3.0,6.0,11.0,7.0,2.0,2.0,3.0,1.0,,1.0,,,6.0,,2.0,,,,2.0,,,,,,,,
12514107,home,Moreirense,Alan,alan,Alan,M,11,163,525,M,905455,EUR,952473600,M,11,11,False,52.0,44.0,3.0,1.0,0.0,14.0,14.0,30.0,40.0,,1.0,,,90.0,66.0,7.4,13.0,0.339417,1,,,,2.0,,,,3.0,6.0,,1.0,1.0,,1.0,,3.0,1.0,1.0,3.0,1.0,0.0228,,,3.0,,1.0,,,,,,
12514107,home,Moreirense,Cedric Teguia,cedric-teguia,C. Teguia,M,7,180,82,M,910033,EUR,1001894400,M,17,17,False,23.0,17.0,,,0.0,3.0,6.0,16.0,20.0,,2.0,,,74.0,34.0,6.9,8.0,0.0478547,0,,,,3.0,2.0,,1.0,5.0,4.0,2.0,1.0,,,,,3.0,3.0,,,2.0,,,,2.0,,,,,,,,
12514107,home,Moreirense,Guilherme Schettine,guilherme-schettine,G. Schettine,F,95,178,325,M,856119,EUR,813283200,F,95,95,False,16.0,12.0,2.0,1.0,0.0,4.0,4.0,8.0,12.0,,3.0,,,90.0,30.0,6.5,8.0,0.00755415,3,,,,,,3.0,1.0,9.0,5.0,,1.0,1.0,,2.0,,1.0,,2.0,3.0,5.0,0.1987,,,,,,1.0,1.0,0.1862,,,
12514107,home,Moreirense,Lawrence Ofori,lawrence-ofori,L. Ofori,M,80,181,149,M,892170,EUR,898992000,M,80,80,True,44.0,37.0,3.0,,0.0,18.0,20.0,19.0,24.0,,3.0,,,32.0,46.0,6.5,8.0,0.0116821,0,,,,,,,,2.0,1.0,2.0,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,
12514107,home,Moreirense,Sidnei Tavares,sidnei-tavares,S. Tavares,M,8,188,129,M,989889,EUR,1001721600,M,5,5,True,20.0,17.0,2.0,1.0,0.0,4.0,7.0,13.0,13.0,,2.0,,,16.0,24.0,7.7,4.0,0.0114372,1,,,,,,,3.0,,4.0,,,,,,,1.0,1.0,1.0,,,0.0317,,,,,,,1.0,0.6023,1.0,,
12514107,home,Moreirense,Jeremy Antonisse,jeremy-antonisse,J. Antonisse,F,7,177,139,M,1092638,EUR,1017360000,F,10,10,True,11.0,9.0,,,0.0,4.0,4.0,5.0,9.0,,3.0,,,16.0,16.0,6.8,6.0,0.00207568,0,,Jeremy,Antonisse,2.0,,,1.0,1.0,2.0,,,1.0,1.0,,,,,2.0,,1.0,,,,,,,,,,,,
12514107,home,Moreirense,Bernardo Martins,bernardo-martins,B. Martins,M,8,176,81,M,845811,EUR,881193600,M,20,20,True,5.0,3.0,,,0.0,1.0,1.0,2.0,4.0,,1.0,,,11.0,8.0,6.5,4.0,0.0020672,0,,,,,,,,1.0,1.0,,1.0,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,
