match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_challengeLost,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,stat_dispossessed,stat_shotOffTarget,stat_expectedGoals,stat_shotValueNormalized,stat_blockedScoringAttempt,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,captain,stat_totalOffside,stat_bigChanceMissed,stat_savedShotsFromInsideTheBox,stat_saves,stat_keeperSaveValue,stat_goalkeeperValueNormalized,stat_lastManTackle,stat_errorLeadToAGoal,stat_errorLeadToAShot
14025169,home,Manchester United,Altay Bayındır,,,altay-bayindir,A. Bayındır,G,1,198,15154,M,altaybayindir,815890,EUR,892512000,G,1,1,False,24.0,9.0,18.0,3.0,0.0,6.0,8.0,3.0,16.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,90.0,29.0,6.3,15.0,0.0010487,0,-0.4062,0.05,0.01,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14025169,home,Manchester United,Matthijs de Ligt,,,matthijs-de-ligt,M. de Ligt,D,4,188,32684,M,mdeligt,803031,EUR,934416000,D,4,4,False,50.0,43.0,5.0,2.0,0.0,23.0,24.0,20.0,26.0,5.0,4.0,4.0,1.0,,,,90.0,69.0,7.3,10.0,0.376028,0,,0.48,0.15,-0.03,3.0,2.0,1.0,2.0,5.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,
14025169,home,Manchester United,Harry Maguire,,,harry-maguire,H. Maguire,D,5,194,28057,M,harrymaguire93,149380,EUR,731289600,D,5,5,False,41.0,34.0,6.0,1.0,1.0,21.0,22.0,13.0,19.0,2.0,,2.0,,,,,70.0,49.0,6.9,10.0,0.00989483,1,,0.22,0.11,-0.04,,,,1.0,3.0,,,,1.0,,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,0.1137,-0.1,,,,,,,,,,,,,,
14025169,home,Manchester United,Luke Shaw,,,luke-shaw,L. Shaw,D,23,178,17970,M,lukeshaw23,190839,EUR,805507200,D,23,23,False,38.0,34.0,2.0,1.0,0.0,20.0,21.0,14.0,17.0,3.0,3.0,6.0,,,,,90.0,55.0,6.8,5.0,0.0059649,1,,0.02,0.11,0.17,,,,,2.0,,,,,,2.0,3.0,2.0,,2.0,,,,0.0781,0.01,1.0,,,,,,,,,,,,,
14025169,home,Manchester United,Noussair Mazraoui,,,noussair-mazraoui,N. Mazraoui,D,3,183,53635,M,nousmaz97,847030,EUR,879465600,M,3,3,False,38.0,26.0,4.0,1.0,0.0,4.0,9.0,22.0,29.0,9.0,1.0,6.0,2.0,,,,64.0,60.0,7.8,14.0,0.0986851,0,,0.34,0.26,0.24,3.0,2.0,,1.0,,,2.0,2.0,,,,4.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,
14025169,home,Manchester United,Casemiro,,,casemiro,Casemiro,M,18,185,86039,M,Casemiro,122951,EUR,698803200,M,18,18,False,23.0,21.0,4.0,2.0,0.0,8.0,9.0,13.0,14.0,,,3.0,,,,,50.0,27.0,6.2,3.0,0.0110364,1,,0.2,0.01,-0.01,,,,,3.0,,,,,,,,,,2.0,1.0,1.0,,0.3547,0.32,,1.0,1.0,0.6127,,,,,,,,,,
14025169,home,Manchester United,Bruno Fernandes,,,bruno-fernandes,B. Fernandes,M,8,179,235526,M,BrunoFernandes,288205,EUR,778982400,M,8,8,False,40.0,29.0,6.0,1.0,0.0,9.0,11.0,20.0,29.0,4.0,,6.0,1.0,,,,87.0,57.0,7.5,19.0,0.0819752,3,,-0.07,0.3,-0.07,6.0,,4.0,1.0,7.0,1.0,1.0,,,,,2.0,2.0,1.0,1.0,1.0,,,0.8179,0.47,1.0,2.0,1.0,1.171,True,,,,,,,,,
14025169,home,Manchester United,Patrick Dorgu,,,dorgu-patrick,P. Dorgu,M,13,185,26643,M,Odogwu,1397168,EUR,1098748800,M,13,13,False,33.0,26.0,1.0,,1.0,12.0,14.0,14.0,19.0,7.0,2.0,4.0,2.0,,,,90.0,64.0,7.4,18.0,0.387707,0,,0.52,0.3,-0.04,4.0,1.0,2.0,1.0,9.0,1.0,3.0,,1.0,,1.0,4.0,3.0,1.0,,2.0,3.0,,,,,,,,,1.0,,,,,,,,
14025169,home,Manchester United,Bryan Mbeumo,,,bryan-mbeumo,B. Mbeumo,M,19,173,110440,M,bryan_m19,927083,EUR,933984000,F,19,19,False,19.0,16.0,1.0,,0.0,5.0,5.0,11.0,14.0,3.0,,1.0,2.0,,,,69.0,41.0,6.8,12.0,0.0819383,3,,0.23,-0.39,-0.01,6.0,1.0,3.0,,6.0,,1.0,1.0,,,1.0,,,1.0,,,3.0,1.0,0.0893,-0.41,1.0,1.0,,0.0871,,,,,,,,,,
14025169,home,Manchester United,Amad Diallo,,,diallo-amad,A. Diallo,F,16,173,104228,M,AmadDiallo19,971037,EUR,1026345600,F,16,16,False,27.0,25.0,3.0,1.0,0.0,12.0,12.0,13.0,15.0,4.0,2.0,6.0,2.0,,,,90.0,51.0,6.6,8.0,0.0473175,2,,0.09,-0.22,0.25,3.0,1.0,3.0,,6.0,1.0,2.0,,,,1.0,2.0,2.0,1.0,,,,1.0,0.3841,-0.52,1.0,,,,,2.0,1.0,,,,,,,
