match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_keyPass,stat_outfielderBlock,stat_dispossessed,stat_aerialLost,stat_totalContest,stat_unsuccessfulTouch,stat_wasFouled,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_bigChanceMissed,stat_shotOffTarget,stat_wonContest,stat_onTargetScoringAttempt,captain,stat_totalOffside,stat_challengeLost,stat_hitWoodwork
10385693,home,Manchester United,David De Gea,,,david-de-gea,D. De Gea,G,43,192,23723,M,d_degea,69378,EUR,657936000,G,1,1,False,28.0,19.0,17.0,8.0,17.0,20.0,2.0,8.0,1.0,8.0,1.0,2.0,90.0,38.0,7.3,9.0,0.0,0.0,0.00112362,0,0.0798,,,,,,,,,,,,,,,,,,,,,,,,,,
10385693,home,Manchester United,Diogo Dalot,,,diogo-dalot,D. Dalot,M,2,184,22996,M,DDalot,843200,EUR,921715200,D,20,20,False,58.0,50.0,5.0,2.0,23.0,29.0,28.0,32.0,2.0,3.0,,,90.0,73.0,7.6,10.0,0.0,0.0,0.0601152,0,,3.0,1.0,1.0,1.0,4.0,1.0,3.0,3.0,1.0,2.0,,,,,,,,,,,,,,,,
10385693,home,Manchester United,Raphaël Varane,,,raphael-varane,R. Varane,D,,191,10134,M,raphael_varane,138310,EUR,735696000,D,19,19,False,53.0,43.0,11.0,3.0,31.0,34.0,12.0,19.0,4.0,6.0,,,90.0,61.0,6.9,10.0,0.0,0.0,0.00593309,0,,,,,1.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,
10385693,home,Manchester United,Lisandro Martínez,,,lisandro-martinez,L. Martínez,D,6,175,51689,M,LichaMartínez,859999,EUR,885081600,D,6,6,False,62.0,49.0,6.0,1.0,40.0,45.0,9.0,17.0,,7.0,,,90.0,67.0,6.8,14.0,0.0,0.0,0.00505966,0,,,,2.0,2.0,3.0,2.0,1.0,1.0,2.0,,,1.0,,,,,,,,,,,,,,
10385693,home,Manchester United,Luke Shaw,,,luke-shaw,L. Shaw,D,23,178,17970,M,lukeshaw23,190839,EUR,805507200,D,23,23,False,58.0,46.0,4.0,2.0,18.0,24.0,29.0,36.0,2.0,6.0,,,90.0,76.0,7.0,18.0,0.0,0.0,0.0571562,0,,2.0,1.0,1.0,5.0,3.0,1.0,1.0,1.0,1.0,1.0,,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,
10385693,home,Manchester United,Casemiro,,,casemiro,Casemiro,M,18,185,86039,M,Casemiro,122951,EUR,698803200,M,18,18,False,52.0,42.0,5.0,2.0,18.0,22.0,25.0,32.0,,3.0,,,90.0,73.0,7.5,13.0,0.0084,0.0,0.436455,1,,2.0,1.0,1.0,7.0,9.0,1.0,7.0,2.0,3.0,1.0,1.0,2.0,2.0,,,1.0,1.0,1.0,,,,,,,,
10385693,home,Manchester United,Fred,,,fred,Fred,M,7,169,11672,M,fred08,243623,EUR,731289600,M,17,17,False,60.0,53.0,3.0,2.0,17.0,19.0,36.0,42.0,,9.0,,,90.0,81.0,6.4,16.0,0.1681,0.0,0.0694763,4,,1.0,,1.0,9.0,3.0,2.0,,,2.0,2.0,,3.0,3.0,1.0,3.0,2.0,,2.0,1.0,2.0,,,,,,
10385693,home,Manchester United,Antony,,,antony,Antony,M,7,172,219783,M,Antony,958380,EUR,951350400,M,21,21,False,36.0,31.0,2.0,,8.0,10.0,23.0,32.0,,7.0,,,90.0,59.0,7.0,16.0,0.1552,0.1576,0.0264543,4,,6.0,,,2.0,4.0,,1.0,1.0,,,,,,3.0,3.0,2.0,,1.0,,1.0,1.0,2.0,,,,
10385693,home,Manchester United,Bruno Fernandes,,,bruno-fernandes,B. Fernandes,M,8,179,235526,M,BrunoFernandes,288205,EUR,778982400,M,8,8,False,45.0,35.0,4.0,3.0,12.0,15.0,24.0,35.0,,8.0,,,90.0,65.0,7.8,15.0,0.061,0.0,0.246574,2,,5.0,1.0,1.0,6.0,8.0,2.0,5.0,3.0,3.0,3.0,,,2.0,2.0,,2.0,,1.0,,1.0,1.0,,True,,,
10385693,home,Manchester United,Jadon Sancho,,,sancho-jadon,J. Sancho,M,19,180,68579,M,JSancho,851100,EUR,953942400,M,25,25,False,34.0,31.0,,,7.0,9.0,25.0,26.0,,4.0,,,90.0,47.0,7.0,8.0,0.0418,0.0,0.168883,1,,1.0,1.0,,2.0,2.0,1.0,,,,2.0,,,2.0,,5.0,2.0,,,,1.0,,,,,,
