match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateLongBalls,stat_accurateOppositionHalfPasses,stat_totalCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,player_firstName,player_lastName,stat_wonTackle,stat_shotOffTarget,stat_hitWoodwork,stat_totalOffside,stat_expectedGoals,stat_keyPass,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_accurateCross,stat_outfielderBlock,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,captain,stat_punches,stat_errorLeadToAShot
11629901,home,Fenerbahçe,Dominik Livaković,dominik-livakovic,D. Livaković,G,40,186,12815,M,Livakovic40,190419,EUR,789609600,G,40,40,False,23.0,22.0,1.0,0.0,22.0,22.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,90.0,29.0,7.0,1.0,6.033e-05,0,0.0331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11629901,home,Fenerbahçe,Bright Osayi-Samuel,bright-osayi-samuel,B. Osayi-Samuel,D,26,175,5509,M,,791616,EUR,883526400,D,21,21,False,41.0,34.0,1.0,0.0,13.0,15.0,27.0,1.0,8.0,,4.0,,,83.0,68.0,7.1,16.0,0.0412338,0,,1.0,21.0,1.0,3.0,8.0,1.0,1.0,5.0,3.0,1.0,3.0,5.0,1.0,2.0,,,,,,,,,,,,,,,,,,,
11629901,home,Fenerbahçe,Rodrigo Becão,rodrigo-becao,R. Becão,D,50,191,1867,M,,880207,EUR,822009600,D,50,50,False,61.0,58.0,6.0,0.0,40.0,41.0,20.0,,2.0,1.0,11.0,,,68.0,64.0,6.9,3.0,0.0261634,0,,4.0,18.0,,,1.0,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,
11629901,home,Fenerbahçe,Alexander Djiku,alexander-djiku,A. Djiku,D,6,182,4708,M,alex_djiku,289977,EUR,776390400,D,6,6,False,82.0,74.0,10.0,0.0,46.0,48.0,34.0,2.0,5.0,,5.0,,,90.0,90.0,7.4,8.0,0.0127205,0,,7.0,28.0,,3.0,5.0,1.0,,,,3.0,1.0,,2.0,1.0,,,1.0,,,,,,,,,,,,,,,,
11629901,home,Fenerbahçe,Ferdi Kadıoğlu,ferdi-kadioglu,F. Kadıoğlu,D,24,174,20994,M,ferdikadioglu,825844,EUR,939254400,D,7,7,False,70.0,58.0,3.0,0.0,16.0,18.0,54.0,,10.0,,7.0,,,90.0,98.0,8.0,19.0,0.0830018,1,,2.0,42.0,2.0,,7.0,2.0,1.0,6.0,3.0,1.0,5.0,,2.0,1.0,,,4.0,1.0,1.0,1.0,0.0598,2.0,,,,,,,,,,,
11629901,home,Fenerbahçe,Fred,fred,Fred,M,7,169,11619,M,fred08,243623,EUR,731289600,M,35,35,False,66.0,59.0,5.0,0.0,23.0,24.0,45.0,,3.0,1.0,5.0,,,90.0,84.0,7.5,13.0,0.170979,4,,2.0,36.0,3.0,,2.0,1.0,,1.0,,3.0,2.0,2.0,1.0,,,,2.0,3.0,,,0.4205,,1.0,1.0,,,,,,,,,
11629901,home,Fenerbahçe,İsmail Yüksek,ismail-yuksek,İ. Yüksek,M,5,183,3147,M,,952600,EUR,917308800,M,5,5,False,104.0,96.0,8.0,0.0,47.0,47.0,58.0,1.0,5.0,,5.0,,,90.0,118.0,7.6,11.0,0.281552,1,,5.0,50.0,1.0,1.0,5.0,1.0,2.0,,,,4.0,1.0,,1.0,,,3.0,1.0,,,0.338,3.0,1.0,,1.0,1.0,,,,,,,
11629901,home,Fenerbahçe,İrfan Can Kahveci,irfan-can-kahveci,İ. C. Kahveci,M,71,180,4224,M,irfankahveci,226986,EUR,805766400,M,17,17,False,42.0,38.0,3.0,1.0,8.0,9.0,34.0,2.0,5.0,,4.0,,,68.0,59.0,8.6,10.0,0.810377,1,,3.0,30.0,1.0,,5.0,,3.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,,,,,,,0.0684,2.0,,,,,1.0,1.0,1.0,0.3896,,,
11629901,home,Fenerbahçe,Sebastian Szymański,sebastian-szymanski,S. Szymański,M,17,174,10874,M,szymanski_11,847983,EUR,926294400,M,53,53,False,30.0,27.0,,0.0,7.0,7.0,30.0,,5.0,,6.0,,,77.0,55.0,8.4,13.0,0.449542,3,,,23.0,7.0,1.0,4.0,,,2.0,,2.0,4.0,3.0,1.0,1.0,,,2.0,,,,0.4782,4.0,,,3.0,,2.0,3.0,1.0,1.0097,,,
11629901,home,Fenerbahçe,Dušan Tadić,dusan-tadic,D. Tadić,F,10,181,12216,M,dusantadic,38560,EUR,595987200,M,10,10,False,42.0,33.0,1.0,1.0,3.0,3.0,44.0,,4.0,,,,,90.0,57.0,8.8,17.0,0.709638,2,,,30.0,5.0,,1.0,,1.0,3.0,3.0,,1.0,1.0,,,,,,,,,0.8095,1.0,,,,,1.0,2.0,1.0,0.9049,,,
