match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_bigChanceCreated,stat_totalClearance,stat_outfielderBlock,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,stat_aerialWon,stat_duelWon,stat_blockedScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_expectedGoals,captain,stat_challengeLost,stat_shotOffTarget,stat_dispossessed,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_goals,stat_goalAssist,stat_bigChanceMissed,stat_hitWoodwork,player_sofascoreId
11388442,home,FC Utrecht,Vasilis Barkas,,,vasilis-barkas,V. Barkas,G,1,196,390,M,347726,EUR,770256000,G,1,1,False,26.0,17.0,14.0,5.0,16.0,20.0,1.0,6.0,7.0,1.0,90.0,32.0,6.5,9.0,0.00035333,0,-0.2873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11388442,home,FC Utrecht,Niklas Vesterlund,,,niklas-vesterlund,N. B. V. Nielsen,D,23,185,77,M,837010,EUR,928627200,D,23,23,False,16.0,14.0,1.0,,10.0,10.0,5.0,9.0,4.0,,45.0,33.0,7.0,6.0,0.0799757,0,,3.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
11388442,home,FC Utrecht,Mike van der Hoorn,,,mike-van-der-hoorn,M. v. d. Hoorn,D,3,190,158,M,152414,EUR,719107200,D,3,3,False,94.0,87.0,17.0,13.0,49.0,51.0,38.0,43.0,11.0,,90.0,107.0,7.9,8.0,0.0232603,1,,,,,,,2.0,,1.0,,,4.0,9.0,1.0,2.0,4.0,4.0,1.0,0.0192,,,,,,,,,,,,,
11388442,home,FC Utrecht,Nick Viergever,,,nick-viergever,N. Viergever,D,24,182,150,M,46900,EUR,618105600,D,24,24,False,69.0,61.0,6.0,3.0,41.0,41.0,20.0,28.0,5.0,,90.0,75.0,7.0,8.0,0.0218232,1,,,,1.0,2.0,,2.0,,,,,2.0,3.0,,1.0,1.0,1.0,,0.061,True,1.0,1.0,,,,,,,,,,
11388442,home,FC Utrecht,Souffian El Karouani,,,souffian-el-karouani,S. El Karouani,D,16,178,3591,M,991679,EUR,971913600,D,16,16,False,32.0,26.0,1.0,,9.0,11.0,18.0,27.0,2.0,,90.0,56.0,6.9,17.0,0.12388,1,,6.0,1.0,,4.0,,,1.0,2.0,2.0,2.0,2.0,4.0,,,1.0,,,0.0443,,,1.0,2.0,1.0,1.0,,,,,,,
11388442,home,FC Utrecht,Ryan Flamingo,Ryan Flamingo,,ryan-flamingo,R. Flamingo,D,6,186,1614,M,1046960,EUR,1041292800,M,34,34,False,58.0,50.0,7.0,3.0,30.0,30.0,20.0,28.0,6.0,,90.0,72.0,6.6,14.0,0.0121075,1,,,,2.0,5.0,,,,4.0,1.0,,1.0,1.0,,2.0,,,,0.0154,,,,,2.0,,1.0,0.0305,,,,,
11388442,home,FC Utrecht,Can Bozdoğan,,,can-bozdogan,C. Bozdoğan,M,8,175,306,M,934249,EUR,986428800,M,6,6,False,28.0,28.0,3.0,3.0,17.0,17.0,11.0,11.0,2.0,,45.0,38.0,6.9,3.0,0.0148911,1,,,,,2.0,,,,2.0,,,,3.0,,1.0,1.0,1.0,2.0,0.0349,,1.0,1.0,,1.0,,,,,,,,
11388442,home,FC Utrecht,Jens Toornstra,,,jens-toornstra,J. Toornstra,M,18,178,203,M,99960,EUR,607651200,M,18,18,False,32.0,20.0,4.0,4.0,7.0,11.0,18.0,34.0,3.0,,90.0,59.0,7.6,25.0,0.10789,3,,13.0,5.0,,4.0,,,,3.0,1.0,1.0,,,1.0,,,,,0.2011,,2.0,,,1.0,,2.0,0.8976,1.0,,,,
11388442,home,FC Utrecht,Victor Jensen,,,victor-jensen,V. Jensen,M,7,175,409,M,856648,EUR,949968000,M,7,7,False,24.0,20.0,,,6.0,7.0,14.0,18.0,4.0,,83.0,36.0,7.0,7.0,0.0501654,4,,1.0,,3.0,4.0,,,,1.0,,2.0,,2.0,2.0,,2.0,1.0,,0.7678,,,2.0,,1.0,,,,,1.0,1.0,1.0,
11388442,home,FC Utrecht,Othman Boussaid,,,othman-boussaid,O. Boussaid,M,49,166,244,M,877032,EUR,952387200,M,26,26,False,25.0,19.0,1.0,,11.0,12.0,8.0,15.0,2.0,,45.0,33.0,6.6,11.0,0.00941904,0,,2.0,,,1.0,,,,2.0,,,,1.0,,,,,,,,,,1.0,1.0,1.0,,,,,,,
11388442,home,FC Utrecht,Sam Lammers,,,sam-lammers,S. Lammers,F,10,191,842,M,804901,EUR,862358400,F,9,9,False,15.0,10.0,1.0,,1.0,2.0,9.0,13.0,2.0,,83.0,28.0,7.4,10.0,0.063294,3,,,,,3.0,,,,2.0,1.0,2.0,2.0,2.0,1.0,,,,,0.9358,,,1.0,2.0,,,1.0,0.9955,1.0,,,,
11388442,home,FC Utrecht,Mark van der Maarel,,,mark-van-der-maarel,M. van der Maarel,D,,177,47,M,88615,EUR,618883200,D,2,2,True,19.0,16.0,2.0,2.0,8.0,9.0,9.0,11.0,2.0,,45.0,33.0,7.1,5.0,0.489758,0,,1.0,1.0,,1.0,1.0,3.0,,,,2.0,,1.0,,1.0,,,,,,1.0,,,1.0,1.0,,,,,,,
11388442,home,FC Utrecht,Oscar Fraulo,,,oscar-fraulo,O. Fraulo,M,29,180,841,M,1008245,EUR,1070668800,M,8,8,True,32.0,26.0,4.0,4.0,7.0,8.0,20.0,26.0,5.0,,45.0,41.0,8.8,7.0,0.37591,0,,2.0,1.0,1.0,2.0,2.0,,,,,4.0,1.0,5.0,,2.0,2.0,1.0,1.0,,,1.0,,,1.0,1.0,,,,2.0,,,
11388442,home,FC Utrecht,Isac Lidberg,,,isac-lidberg,I. Lidberg,F,7,185,1089,M,798175,EUR,905212800,F,37,37,True,15.0,8.0,,,2.0,3.0,6.0,12.0,4.0,,45.0,26.0,8.3,11.0,0.0100502,3,,,,,2.0,,,,2.0,,,1.0,4.0,,,,,2.0,0.5604,,,1.0,2.0,1.0,1.0,2.0,1.0069,2.0,,1.0,1.0,
11388442,home,FC Utrecht,Zidane Iqbal,,,zidane-iqbal,Z. Iqbal,M,14,180,7223,M,1014225,EUR,1051401600,M,14,14,True,6.0,6.0,1.0,1.0,,,6.0,6.0,,,10.0,7.0,6.7,,0.0165839,0,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,zidaneiqbal
11388442,home,FC Utrecht,Adrian Blake,Adrian Blake,,blake-adrian,A. Blake,F,10,170,323,M,1214695,EUR,1121385600,F,15,15,True,6.0,5.0,1.0,1.0,,,5.0,6.0,,,10.0,9.0,7.6,2.0,0.030216,1,,,,,,,,,,,,,1.0,,,,,,0.4872,,,,,1.0,1.0,1.0,0.7944,1.0,,,,
11388442,home,FC Utrecht,Mattijs Branderhorst,,,mattijs-branderhorst,M. Branderhorst,G,31,192,151,M,146871,EUR,757296000,G,31,31,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11388442,home,FC Utrecht,Thijmen Nijhuis,,,thijmen-nijhuis,T. Nijhuis,G,1,196,50,M,845979,EUR,901324800,G,32,32,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11388442,home,FC Utrecht,Joshua Mukeh,Joshua Mukeh,,joshua-mukeh,J. Mukeh,D,2,187,54,M,1100603,EUR,1045526400,D,44,44,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11388442,home,FC Utrecht,Nazjir Held,Nazjir Held,,held-nazjir,N. Held,D,55,178,53,M,1477353,EUR,1125619200,D,45,45,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11388442,home,FC Utrecht,Silas Andersen,Silas Andersen,,silas-andersen,S. Andersen,M,8,185,526,M,1083407,EUR,1087084800,M,46,46,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11388442,home,FC Utrecht,Lynden Edhart,Lynden Edhart,,lynden-edhart,L. Edhart,M,21,182,41,M,1384484,EUR,1128384000,M,47,47,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11388442,away,PEC Zwolle,Jasper Schendelaar,Jasper,Schendelaar,jasper-schendelaar,J. Schendelaar,G,1,182,179,M,856636,EUR,967852800,G,1,1,False,40.0,22.0,26.0,8.0,19.0,24.0,3.0,16.0,20.0,2.0,90.0,57.0,5.6,18.0,0.00100938,0,-1.2751,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
11388442,away,PEC Zwolle,Bram van Polen,,,bram-van-polen,B. v. Polen,D,,179,52,M,17032,EUR,497836800,D,2,2,False,21.0,14.0,2.0,1.0,6.0,10.0,8.0,12.0,,,45.0,30.0,6.7,8.0,0.0117039,0,,1.0,,,,,2.0,,,,,,1.0,,,1.0,1.0,,,True,,,,,,,,,,,,
11388442,away,PEC Zwolle,Sam Kersten,,,sam-kersten,S. Kersten,D,4,191,83,M,847072,EUR,886118400,D,4,4,False,52.0,47.0,3.0,1.0,37.0,41.0,10.0,11.0,3.0,,90.0,62.0,6.1,5.0,0.00676555,0,,,,2.0,3.0,,4.0,1.0,,,,1.0,2.0,,3.0,1.0,,,,,1.0,,,,,,,,,,,
11388442,away,PEC Zwolle,Thomas Lam,,,thomas-lam,T. Lam,D,3,188,86,M,110934,EUR,756172800,D,13,13,False,45.0,41.0,5.0,3.0,39.0,41.0,2.0,4.0,1.0,,63.0,53.0,6.5,4.0,0.0006896,0,,,,1.0,1.0,,4.0,,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,
11388442,away,PEC Zwolle,Anselmo Garcia McNulty,,,anselmo-garcia-mcnulty,A. G. McNulty,D,4,187,281,M,1005693,EUR,1045612800,D,15,15,False,57.0,47.0,5.0,1.0,40.0,47.0,9.0,12.0,5.0,,90.0,83.0,6.3,12.0,0.00637153,0,,2.0,2.0,,,,6.0,1.0,1.0,,,,1.0,,1.0,,,,,,,,,1.0,1.0,,,,,,,
11388442,away,PEC Zwolle,Anouar El Azzouzi,,,anouar-el-azzouzi,A. E. Azzouzi,M,8,181,517,M,1021104,EUR,991094400,M,6,6,False,55.0,49.0,4.0,2.0,38.0,42.0,11.0,13.0,5.0,,86.0,71.0,6.7,7.0,0.00802954,0,,,,,4.0,,2.0,,1.0,2.0,1.0,1.0,6.0,,1.0,3.0,1.0,2.0,,,2.0,,,,,,,,,,,
11388442,away,PEC Zwolle,Eliano Reijnders,,,eliano-reijnders,E. Reijnders,D,2,168,8068,M,960112,EUR,972259200,M,23,23,False,31.0,23.0,4.0,,16.0,22.0,8.0,10.0,3.0,,90.0,40.0,6.3,11.0,0.0404162,1,,1.0,1.0,2.0,2.0,,2.0,,3.0,,1.0,2.0,3.0,,1.0,,,,0.03,,,,,1.0,1.0,1.0,0.0371,,,,,eliano.r
11388442,away,PEC Zwolle,Filip Krastev,,,filip-krastev,F. Krastev,M,10,178,1203,M,935556,EUR,1003104000,M,50,50,False,24.0,17.0,1.0,1.0,9.0,10.0,8.0,14.0,4.0,,76.0,38.0,6.3,15.0,0.0252415,0,,,,1.0,7.0,,,,3.0,1.0,,2.0,5.0,,1.0,2.0,,,,,,,4.0,2.0,1.0,,,,,,,
11388442,away,PEC Zwolle,Davy van den Berg,,,davy-van-den-berg,D. v. d. Berg,M,6,185,272,M,1001468,EUR,949622400,M,11,11,False,42.0,33.0,1.0,1.0,25.0,28.0,8.0,14.0,5.0,,90.0,54.0,6.4,14.0,0.00968588,0,,,,,4.0,,,,4.0,3.0,1.0,,4.0,,1.0,2.0,2.0,,,,,,1.0,2.0,2.0,,,,,,,
11388442,away,PEC Zwolle,Lennart Thy,,,lennart-thy,L. Thy,F,9,184,263,M,109126,EUR,698976000,M,9,9,False,28.0,21.0,1.0,,12.0,14.0,9.0,14.0,4.0,,90.0,37.0,6.8,10.0,0.0168974,2,,,,1.0,2.0,,1.0,1.0,2.0,,,2.0,4.0,1.0,,,,2.0,0.1577,,,,,1.0,,1.0,0.6756,1.0,,,,
11388442,away,PEC Zwolle,Younes Namli,,,younes-namli,Y. Namli,M,9,180,239,M,235538,EUR,772070400,F,7,7,False,27.0,17.0,3.0,,10.0,12.0,7.0,19.0,4.0,,63.0,35.0,6.5,16.0,0.0199532,1,,4.0,,,2.0,,,,,,1.0,,,,,,,,0.0167,,,1.0,2.0,,,,,,,,,
11388442,away,PEC Zwolle,Silvester van der Water,Silvester,van der Water,silvester-van-der-water,S. v. d. Water,M,,184,93,M,807145,EUR,844041600,F,8,8,True,15.0,12.0,7.0,4.0,10.0,13.0,2.0,2.0,3.0,,45.0,26.0,6.6,4.0,0.00097097,1,,,,3.0,4.0,,,,,,,,3.0,1.0,2.0,2.0,1.0,1.0,0.0128,,,,1.0,,,,,,,,,
11388442,away,PEC Zwolle,Damian van der Haar,Damian van der Haar,,damian-van-der-haar,D. v. d. Haar,D,33,183,49,M,1172732,EUR,1074211200,D,33,33,True,13.0,11.0,,,9.0,10.0,2.0,3.0,1.0,,27.0,17.0,6.1,2.0,0.00073419,0,,,,,1.0,,1.0,,,1.0,,,1.0,,1.0,,,,,,,,,1.0,1.0,,,,,,,
11388442,away,PEC Zwolle,Apostolos Vellios,Apostolos,Vellios,apostolos-vellios,A. Vellios,F,,191,184,M,51021,EUR,694828800,F,14,14,True,9.0,7.0,,,7.0,8.0,,1.0,,,27.0,9.0,6.3,2.0,0.00014456,0,,,,3.0,4.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
11388442,away,PEC Zwolle,Mohamed Oukhattou,Mohamed Oukhattou,,oukhattou-mohamed,M. Oukhattou,M,37,180,175,M,1424797,EUR,1106352000,M,37,37,True,4.0,1.0,,,1.0,3.0,,1.0,,,14.0,9.0,6.1,4.0,4.47e-06,0,,,,,2.0,,1.0,1.0,,,,,1.0,,,,,1.0,,,1.0,,,1.0,,,,,,,,
11388442,away,PEC Zwolle,Anthony Fontana,,,anthony-fontana,A. Fontana,M,21,173,56,M,928318,EUR,939859200,M,17,17,True,1.0,1.0,,,,,1.0,1.0,,,4.0,1.0,,,9.755e-05,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
