match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_challengeLost,stat_totalClearance,stat_ballRecovery,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_totalCross,stat_accurateCross,stat_duelWon,stat_outfielderBlock,stat_totalTackle,stat_fouls,stat_keyPass,stat_aerialLost,stat_aerialWon,stat_shotOffTarget,stat_interceptionWon,stat_onTargetScoringAttempt,stat_goals,stat_wonTackle,stat_unsuccessfulTouch,captain,stat_totalContest,stat_wasFouled,stat_dispossessed,stat_wonContest,stat_blockedScoringAttempt,stat_totalOffside,player_sofascoreId,stat_goalAssist,stat_bigChanceCreated,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_goalsPrevented,stat_bigChanceMissed,stat_hitWoodwork
11067444,home,Botafogo,Lucas Perri,,,lucas-perri,L. Perri,G,1,196,3423,M,871290,EUR,881712000,G,12,12,False,15.0,4.0,12.0,1.0,3.0,3.0,1.0,12.0,1.0,1.0,1.0,6.0,1.0,90.0,17.0,6.7,11.0,0.0,0.0,0.00026871,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067444,home,Botafogo,Rafael,,,rafael,Rafael,D,,172,477,M,39623,EUR,647481600,D,2,2,False,7.0,7.0,,,6.0,6.0,2.0,3.0,3.0,1.0,,2.0,,45.0,16.0,7.0,1.0,0.0,0.0,0.0659406,0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
11067444,home,Botafogo,Adryelson,,,adryelson,Adryelson,D,34,184,1086,M,795261,EUR,890611200,D,34,34,False,27.0,23.0,6.0,2.0,16.0,20.0,7.0,7.0,3.0,1.0,3.0,6.0,,90.0,33.0,6.9,4.0,0.0219,0.0,0.00350629,1,,,3.0,,1.0,1.0,,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
11067444,home,Botafogo,Víctor Cuesta,,,victor-cuesta,Víctor Cuesta,D,31,187,553,M,587148,EUR,595900800,D,15,15,False,33.0,24.0,9.0,4.0,11.0,14.0,13.0,19.0,3.0,2.0,3.0,8.0,,90.0,46.0,7.7,11.0,0.5866,1.0595,0.0223558,2,,,4.0,,3.0,1.0,1.0,,1.0,,,2.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,
11067444,home,Botafogo,Marçal,,,marcal,Marçal,D,21,178,1062,M,143593,EUR,603849600,D,21,21,False,23.0,20.0,2.0,2.0,8.0,8.0,17.0,25.0,6.0,2.0,3.0,4.0,,90.0,67.0,7.6,16.0,0.0,0.0,0.256945,0,10.0,5.0,6.0,,3.0,1.0,5.0,,1.0,,4.0,,,2.0,1.0,True,3.0,2.0,,,,,,,,,,,,,,,
11067444,home,Botafogo,Tchê Tchê,,,tche-tche,Tchê Tchê,M,3,175,2494,M,840398,EUR,715132800,M,6,6,False,24.0,22.0,3.0,2.0,4.0,4.0,18.0,20.0,9.0,2.0,1.0,4.0,,90.0,38.0,6.5,6.0,0.1443,0.0936,0.0130439,2,,,5.0,,2.0,3.0,,1.0,,,,1.0,,1.0,1.0,,2.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,
11067444,home,Botafogo,Gabriel Pires,,,gabriel-pires,G. Pires,M,10,186,398,M,178407,EUR,748310400,M,14,14,False,39.0,30.0,8.0,4.0,12.0,12.0,18.0,28.0,10.0,3.0,2.0,7.0,,84.0,55.0,6.9,13.0,0.0759,0.0,0.107887,2,1.0,,4.0,,2.0,4.0,4.0,1.0,1.0,1.0,3.0,,,2.0,1.0,,,1.0,2.0,,1.0,,,,,,,,,,,,
11067444,home,Botafogo,Júnior Santos,,,junior-santos,J. Santos,F,37,188,2187,M,922559,EUR,781833600,M,37,37,False,21.0,18.0,,,3.0,3.0,16.0,20.0,7.0,,,5.0,,90.0,43.0,7.3,9.0,0.1303,0.4381,0.101466,4,2.0,1.0,7.0,,1.0,2.0,1.0,2.0,2.0,,,3.0,,1.0,2.0,,6.0,1.0,,3.0,1.0,,,,,,,,,,,,
11067444,home,Botafogo,Eduardo,,,eduardo,Eduardo,M,21,184,1737,M,76507,EUR,624585600,M,33,33,False,24.0,22.0,1.0,1.0,6.0,7.0,16.0,18.0,8.0,,1.0,5.0,,89.0,36.0,6.4,8.0,0.0,0.0,0.0117915,0,1.0,,4.0,,,5.0,1.0,2.0,,,,,,,4.0,,2.0,3.0,,1.0,,,,,,,,,,,,,
11067444,home,Botafogo,Luís Henrique,,,luis-henrique,L. Henrique,M,11,181,6186,M,977679,EUR,1008288000,M,11,11,False,19.0,14.0,2.0,2.0,5.0,5.0,9.0,15.0,3.0,1.0,,3.0,,67.0,25.0,6.5,9.0,0.0,0.0,0.0250452,0,1.0,,,,,,1.0,,,,,,,,1.0,,2.0,,,,,1.0,,,,,,,,,,,
