match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_fouls,stat_challengeLost,stat_interceptionWon,stat_unsuccessfulTouch,stat_wasFouled,captain,stat_totalCross,stat_accurateCross,stat_shotOffTarget,stat_totalTackle,stat_wonTackle,stat_keyPass,player_sofascoreId,stat_dispossessed,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_onTargetScoringAttempt,stat_totalOffside,stat_bigChanceCreated
10411756,home,Torino,Vanja Milinković-Savić,vanja-milinkovic-savic,V. Milinković-Savić,G,32,202,6222,M,356160,EUR,856396800,G,32,32,False,56.0,37.0,27.0,8.0,30.0,32.0,7.0,24.0,1.0,13.0,2.0,2.0,2.0,90.0,66.0,7.4,19.0,0.0,0.0,0.0236611,0,0.1562,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411756,home,Torino,Koffi Djidji,koffi-djidji,K. Djidji,D,,184,149,M,158235,EUR,723081600,D,26,26,False,64.0,61.0,1.0,,47.0,50.0,14.0,14.0,3.0,4.0,,,,90.0,69.0,7.1,3.0,0.0,0.0,0.0047326,0,,,,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
10411756,home,Torino,Alessandro Buongiorno,alessandro-buongiorno,A. Buongiorno,D,4,191,3972,M,870263,EUR,928627200,D,4,4,False,55.0,46.0,6.0,3.0,35.0,40.0,11.0,15.0,2.0,12.0,,,,90.0,68.0,7.1,11.0,0.0,0.0,0.00471008,0,,,,2.0,5.0,5.0,6.0,,,1.0,1.0,2.0,4.0,1.0,1.0,,,,,,,,,,,,,,
10411756,home,Torino,Ricardo Rodríguez,ricardo-rodriguez,R. Rodríguez,D,12,182,1729,M,67769,EUR,714700800,D,13,13,False,79.0,71.0,14.0,10.0,46.0,49.0,26.0,36.0,,4.0,,,,90.0,94.0,7.7,13.0,0.0319,0.0,0.0533089,1,,,,,,3.0,3.0,,,,3.0,,4.0,,1.0,True,6.0,1.0,1.0,2.0,1.0,1.0,,,,,,,
10411756,home,Torino,Wilfried Singo,wilfried-singo,W. Singo,D,90,190,12125,M,978285,EUR,977702400,M,17,17,False,31.0,25.0,2.0,1.0,16.0,17.0,10.0,16.0,,3.0,,,,72.0,52.0,6.4,14.0,0.2745,0.0,0.124573,2,,,,,2.0,4.0,4.0,1.0,,,2.0,,,4.0,1.0,,2.0,1.0,1.0,1.0,1.0,,stephane_singo,1.0,1.0,1.0,,,
10411756,home,Torino,Samuele Ricci,samuele-ricci,S. Ricci,M,4,182,4118,M,930189,EUR,998352000,M,28,28,False,54.0,50.0,3.0,2.0,30.0,31.0,20.0,23.0,,8.0,,,,90.0,64.0,7.0,5.0,0.0936,0.03,0.0117832,2,,,,2.0,1.0,4.0,4.0,,,1.0,1.0,1.0,,,2.0,,,,,1.0,1.0,,,,,1.0,1.0,,
10411756,home,Torino,Karol Linetty,karol-linetty,K. Linetty,M,10,176,2109,M,189135,EUR,791683200,M,77,77,False,28.0,27.0,,,17.0,17.0,10.0,11.0,,5.0,,,,71.0,30.0,6.9,1.0,0.0,0.0,0.0120579,0,,,,,,1.0,1.0,1.0,1.0,,1.0,,,,,,,,,,,3.0,,,,,,,
10411756,home,Torino,Ola Aina,ola-aina,O. Aina,D,34,182,4052,M,800417,EUR,844732800,M,34,34,False,45.0,35.0,4.0,1.0,15.0,16.0,20.0,29.0,2.0,5.0,,,,90.0,72.0,7.0,15.0,0.0,0.0,0.0420439,0,,,,2.0,2.0,4.0,8.0,4.0,2.0,,,,,,3.0,,,,,1.0,1.0,1.0,,,,,,,
10411756,home,Torino,Nikola Vlašić,nikola-vlasic,N. Vlašić,M,10,178,5477,M,357596,EUR,875923200,F,16,16,False,20.0,16.0,,,4.0,5.0,12.0,15.0,1.0,8.0,,,,90.0,29.0,7.1,7.0,0.0818,0.0,0.03341,1,,,,1.0,1.0,3.0,4.0,2.0,2.0,,,,,1.0,1.0,,,,1.0,,,1.0,niksivlasic_,2.0,,,,1.0,
10411756,home,Torino,Nemanja Radonjić,nemanja-radonjic,N. Radonjić,F,49,185,4597,M,802665,EUR,824342400,F,49,49,False,16.0,8.0,2.0,1.0,1.0,3.0,10.0,19.0,,1.0,,,,82.0,47.0,6.7,24.0,0.0674,0.0,0.208821,2,,,,,,11.0,7.0,12.0,5.0,,1.0,,,3.0,1.0,,6.0,3.0,2.0,1.0,1.0,1.0,n.radonjic7,3.0,,,,3.0,1.0
10411756,home,Torino,Antonio Sanabria,antonio-sanabria,A. Sanabria,F,99,181,3538,M,333261,EUR,825897600,F,9,9,False,12.0,9.0,,,2.0,4.0,7.0,8.0,1.0,3.0,,,,72.0,17.0,6.7,4.0,0.0645,0.0,0.00817022,1,,,,4.0,3.0,5.0,4.0,1.0,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,
10411756,home,Torino,Saša Lukić,sasa-lukic,S. Lukić,M,20,183,2086,M,371222,EUR,839894400,M,10,10,True,11.0,11.0,,,4.0,4.0,8.0,8.0,,1.0,,,,19.0,13.0,6.7,1.0,0.0,0.0,0.0350428,0,,,,1.0,1.0,1.0,1.0,,,,,,,1.0,,,1.0,1.0,,,,1.0,,,,,,,
10411756,home,Torino,Valentino Lazaro,valentino-lazaro,V. Lazaro,M,20,180,1014,M,233826,EUR,827625600,D,19,19,True,7.0,5.0,1.0,,2.0,2.0,3.0,6.0,,,,,,18.0,9.0,6.5,3.0,0.0,0.0,0.0007817,0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
10411756,home,Torino,Pietro Pellegri,pietro-pellegri,P. Pellegri,F,9,188,924,M,839226,EUR,984787200,F,11,11,True,3.0,1.0,,,,,1.0,3.0,,,,,,18.0,7.0,6.6,4.0,0.0444,0.0,0.00168606,1,,,,3.0,2.0,4.0,2.0,,,,1.0,,,2.0,,,,,1.0,,,,,,,,,,
10411756,home,Torino,Demba Seck,demba-seck,D. Seck,M,19,190,1111,M,1012248,EUR,981763200,F,23,23,True,2.0,1.0,,,1.0,1.0,,1.0,,1.0,,,,8.0,6.0,6.8,2.0,0.0,0.0,2.66e-06,0,,,,,,,3.0,2.0,2.0,,,,,1.0,1.0,,,,,,,,,,,,,,
10411756,home,Torino,Etrit Berisha,etrit-berisha,E. Berisha,G,99,194,464,M,35656,EUR,605491200,G,1,1,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411756,home,Torino,Luca Gemello,luca-gemello,L. Gemello,G,1,185,85,M,876235,EUR,962582400,G,89,89,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411756,home,Torino,Perr Schuurs,perr-schuurs,P. Schuurs,D,,191,844,M,831677,EUR,943574400,D,3,3,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411756,home,Torino,Mërgim Vojvoda,mergim-vojvoda,M. Vojvoda,D,31,187,1424,M,798147,EUR,791596800,D,27,27,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411756,home,Torino,Jacopo Segre,jacopo-segre,J. Segre,M,8,185,142,M,826555,EUR,856137600,M,8,8,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411756,home,Torino,Emirhan İlkhan,emirhan-ilkhan,E. İlkhan,M,6,175,995,M,1142612,EUR,1086048000,M,14,14,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411756,home,Torino,Michel Adopo,michel-ndary-adopo,M. N. Adopo,M,8,187,534,M,928777,EUR,963964800,M,21,21,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411756,home,Torino,Matthew Garbett,matthew-garbett,M. Garbett,M,28,188,182,M,1002607,EUR,1018656000,M,36,36,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411756,home,Torino,Brian Bayeye,bayeye-brian,B. Bayeye,M,,190,675,M,1001725,EUR,962323200,M,2,2,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411756,away,Lazio,Ivan Provedel,ivan-provedel,I. Provedel,G,94,194,1818,M,308182,EUR,763862400,G,94,94,False,39.0,28.0,23.0,12.0,22.0,23.0,6.0,16.0,1.0,5.0,,,1.0,90.0,43.0,7.1,11.0,0.0,0.0,0.00199666,0,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411756,away,Lazio,Manuel Lazzari,manuel-lazzari,M. Lazzari,D,29,173,753,M,273405,EUR,754531200,D,29,29,False,35.0,28.0,2.0,,22.0,26.0,6.0,9.0,1.0,9.0,,,,90.0,52.0,6.9,7.0,0.0,0.0,0.00197114,0,,,,4.0,1.0,8.0,6.0,,,,1.0,3.0,2.0,,1.0,,,,,4.0,2.0,,,,,,,,
