match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_clearanceOffLine,stat_outfielderBlock,stat_unsuccessfulTouch,stat_wasFouled,stat_totalCross,stat_dispossessed,stat_shotOffTarget,stat_blockedScoringAttempt,stat_accurateCross,stat_bigChanceCreated,stat_goals,stat_totalOffside,stat_bigChanceMissed,stat_errorLeadToAGoal,player_sofascoreId
12513655,home,Santa Clara,Gabriel Batista,,,gabriel-batista,G. Batista,G,1,188,348,M,822526,EUR,896832000,G,1,1,False,True,37.0,12.0,29.0,5.0,0.0,8.0,13.0,4.0,24.0,2.0,2.0,1.0,17.0,2.0,3.0,4.0,1.0,2.0,2.0,90.0,52.0,7.6,26.0,0.00172339,0,0.5223,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12513655,home,Santa Clara,Sidney Lima,Sidney,,sidney-lima,S. Lima,D,23,182,139,M,1131145,EUR,853459200,D,23,23,False,,32.0,21.0,7.0,2.0,0.0,12.0,17.0,9.0,15.0,1.0,4.0,1.0,3.0,,,,,,,90.0,49.0,7.3,13.0,0.00829725,1,,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0121,0.2221,1.0,,,,,,,,,,,,,,,
12513655,home,Santa Clara,Luís Rocha,,,luis-rocha,L. Rocha,D,13,186,44,M,141012,EUR,524275200,D,13,13,False,,22.0,19.0,,,0.0,17.0,20.0,2.0,2.0,3.0,4.0,10.0,2.0,,,,,,,90.0,36.0,7.5,4.0,0.00052448,0,,,2.0,1.0,,,,,,,1.0,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,
12513655,home,Santa Clara,Matheus Araújo,Matheus,,matheus-araujo,M. Araújo,D,32,185,323,M,1105841,EUR,983404800,D,32,32,False,,33.0,28.0,6.0,3.0,0.0,20.0,22.0,8.0,11.0,,,6.0,3.0,,,,,,,90.0,43.0,6.9,7.0,0.00579698,0,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12513655,home,Santa Clara,Lucas Soares,,,lucas-soares,L. Soares,M,42,176,85,M,991358,EUR,894240000,M,42,42,False,,19.0,13.0,2.0,,1.0,4.0,4.0,9.0,17.0,,3.0,3.0,3.0,,,,,,,71.0,43.0,6.6,13.0,0.0322488,2,,,6.0,2.0,2.0,1.0,,,1.0,,2.0,0.1316,,1.0,,,2.0,1.0,2.0,1.0,1.0,1.0,,,,,,,
12513655,home,Santa Clara,Serginho,,,serginho,Serginho,M,35,181,94,M,1019184,EUR,944006400,M,35,35,False,,18.0,17.0,,,0.0,3.0,3.0,16.0,17.0,1.0,5.0,1.0,1.0,,,,,,,86.0,37.0,7.0,7.0,0.203441,0,,,7.0,2.0,,,,1.0,2.0,1.0,1.0,,,2.0,,,2.0,2.0,2.0,4.0,,,2.0,1.0,,,,,
12513655,home,Santa Clara,Adriano Firmino,,,adriano-firmino,A. Firmino,M,6,187,127,M,989383,EUR,941673600,M,6,6,False,,30.0,27.0,3.0,1.0,0.0,17.0,18.0,10.0,12.0,1.0,3.0,,3.0,,,,,,,90.0,37.0,6.8,4.0,0.0086276,0,,,1.0,1.0,1.0,1.0,,,,,1.0,,,,,1.0,1.0,1.0,,,,,,,,,,,
12513655,home,Santa Clara,Matheus Pereira,,,matheus-pereira,M. Pereira,M,3,172,198,M,1016898,EUR,977356800,M,3,3,False,,19.0,13.0,4.0,2.0,0.0,9.0,10.0,4.0,10.0,1.0,6.0,6.0,7.0,,,,,,,90.0,45.0,7.0,10.0,0.00257794,0,,,2.0,,,,,1.0,2.0,,1.0,,,,,1.0,,3.0,1.0,1.0,,,,,,,,,
12513655,home,Santa Clara,Ricardinho,,,ricardinho,Ricardinho,M,21,178,116,M,1094399,EUR,902361600,F,10,10,False,,14.0,9.0,1.0,,0.0,,2.0,9.0,13.0,,1.0,,4.0,,,,,,,71.0,28.0,8.2,11.0,0.313709,3,,,6.0,2.0,2.0,1.0,2.0,,,,3.0,0.22,0.9999,1.0,,,1.0,,1.0,2.0,1.0,,,,2.0,,,,
12513655,home,Santa Clara,João Costa,,,joao-costa,J. Costa,F,17,185,78,M,1511976,EUR,952387200,F,17,17,False,,19.0,12.0,,,0.0,2.0,4.0,10.0,15.0,1.0,6.0,,2.0,,,,,,,71.0,30.0,6.9,11.0,0.0235744,0,,6.0,9.0,,,,,,2.0,2.0,2.0,,,1.0,,,3.0,3.0,,1.0,,,,,,2.0,,,
