match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,captain,stat_shotOffTarget,stat_wasFouled,stat_expectedGoals,stat_totalContest,stat_outfielderBlock,stat_lastManTackle,stat_errorLeadToAGoal,stat_accurateCross,stat_keyPass,stat_dispossessed,stat_wonContest,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_bigChanceMissed,stat_punches,stat_goals,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_goalAssist,player_sofascoreId,stat_totalOffside
11388456,home,FC Volendam,Mio Backhaus,Mio Backhaus,,mio-backhaus,M. Backhaus,G,30,194.0,1073,M,1083390,EUR,1082073600,G,1,1,False,36.0,16.0,27.0,7.0,12.0,19.0,4.0,17.0,2.0,10.0,2.0,3.0,5.0,90.0,52.0,6.1,20.0,0.00114038,0,-1.2504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11388456,home,FC Volendam,Deron Payne,Deron Payne,,payne-deron,D. Payne,D,2,182.0,39,M,1423743,EUR,1032912000,D,26,26,False,25.0,20.0,2.0,1.0,12.0,13.0,8.0,13.0,4.0,5.0,,,,90.0,46.0,6.2,7.0,0.00794351,0,,1.0,1.0,4.0,6.0,7.0,3.0,3.0,3.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,
11388456,home,FC Volendam,Damon Mirani,,,damon-mirani,D. Mirani,D,4,182.0,56,M,318575,EUR,831945600,D,4,4,False,46.0,37.0,8.0,3.0,29.0,32.0,8.0,14.0,2.0,6.0,,,,90.0,61.0,6.5,10.0,0.00854896,1,,,1.0,4.0,2.0,6.0,,3.0,1.0,1.0,1.0,1.0,True,1.0,1.0,0.1329,,,,,,,,,,,,,,,,,,
11388456,home,FC Volendam,Josh Flint,,,josh-flint,J. Flint,D,28,186.0,47,M,966460,EUR,971395200,D,28,28,False,39.0,33.0,7.0,6.0,23.0,26.0,10.0,13.0,3.0,3.0,,,,90.0,54.0,6.0,8.0,0.00749169,0,,,1.0,1.0,2.0,5.0,,1.0,3.0,1.0,1.0,,,,1.0,,1.0,3.0,1.0,1.0,,,,,,,,,,,,,,
11388456,home,FC Volendam,Brian Plat,,,brian-plat,B. Plat,D,4,191.0,60,M,980673,EUR,954892800,D,3,3,False,40.0,26.0,6.0,1.0,11.0,15.0,16.0,27.0,,6.0,,,,90.0,60.0,6.6,18.0,0.130539,0,,2.0,1.0,3.0,3.0,8.0,1.0,1.0,5.0,4.0,1.0,,,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,
11388456,home,FC Volendam,Benaissa Benamar,,,benaissa-benamar,B. Benamar,D,5,191.0,226,M,970791,EUR,860457600,M,6,6,False,24.0,22.0,3.0,3.0,15.0,17.0,7.0,7.0,1.0,2.0,,,,45.0,29.0,6.8,2.0,0.0104926,0,,,,1.0,,3.0,,1.0,2.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,
11388456,home,FC Volendam,Bilal Ould-Chikh,,,bilal-ould-chikh,B. Ould-Chikh,M,77,170.0,1226,M,544532,EUR,870048000,M,11,11,False,17.0,14.0,1.0,1.0,4.0,5.0,11.0,18.0,,5.0,,,,90.0,37.0,6.6,15.0,0.0204193,0,,6.0,,,4.0,6.0,,,,,3.0,,,,2.0,,5.0,,,,1.0,1.0,3.0,4.0,,,,,,,,,,
11388456,home,FC Volendam,Milan de Haan,Milan de Haan,,milan-de-haan,M. d. Haan,M,8,,32,M,1120949,EUR,1069286400,M,36,36,False,23.0,17.0,6.0,2.0,7.0,8.0,10.0,15.0,,2.0,,,,90.0,35.0,6.6,9.0,0.00985537,1,,,1.0,1.0,6.0,7.0,4.0,1.0,3.0,3.0,3.0,1.0,,1.0,2.0,0.0626,1.0,,,,,,,1.0,,,,,,,,,,
11388456,home,FC Volendam,Robin Maulun,,,robin-maulun,R. Maulun,M,,176.0,35,M,787388,EUR,848707200,M,10,10,False,29.0,25.0,2.0,2.0,12.0,13.0,14.0,18.0,1.0,7.0,,,,65.0,38.0,6.7,8.0,0.0135844,0,,2.0,1.0,1.0,2.0,1.0,,,,,2.0,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,
11388456,home,FC Volendam,Zach Booth,Zach Booth,,booth-zach,Z. Booth,M,21,184.0,134,M,1138450,EUR,1076976000,M,7,7,False,13.0,10.0,,,4.0,5.0,6.0,11.0,1.0,2.0,,,,76.0,25.0,6.4,8.0,0.0423041,1,,3.0,3.0,,5.0,2.0,1.0,,2.0,,1.0,,,,,0.0559,,,,,,,1.0,,1.0,0.0425,,,,,,,,
