match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_shotOffTarget,stat_outfielderBlock,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_accurateCross,stat_unsuccessfulTouch,stat_keyPass,player_firstName,player_lastName,captain,stat_errorLeadToAShot,stat_dispossessed,stat_goalAssist,stat_totalOffside,stat_bigChanceCreated,stat_hitWoodwork,stat_bigChanceMissed
11453075,home,Al-Taawoun,Mailson,mailson,Mailson,G,1,198.0,587,M,883367,EUR,840499200,G,1,1,False,26.0,24.0,8.0,6.0,23.0,23.0,1.0,3.0,11.0,1.0,4.0,6.0,90.0,41.0,8.5,2.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453075,home,Al-Taawoun,Mohamed Al-Ghamdi,mohamed-al-ghamdi,M. Al-Ghamdi,D,16,180.0,7,M,1013848,EUR,760320000,D,6,6,False,50.0,41.0,5.0,4.0,27.0,29.0,14.0,22.0,3.0,,,,90.0,74.0,7.5,10.0,0,1.0,2.0,4.0,5.0,10.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,1.0,2.0,,,,,,,,,,,,,,,,,,
11453075,home,Al-Taawoun,Awn Al Saluli,awn-al-saluli,A. A. Saluli,D,93,194.0,64,M,881830,EUR,904694400,D,93,93,False,54.0,46.0,7.0,2.0,38.0,40.0,8.0,14.0,1.0,,,,90.0,62.0,7.2,8.0,1,,2.0,3.0,3.0,4.0,,,,4.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,
11453075,home,Al-Taawoun,Andrei Girotto,andrei-girotto,A. Girotto,D,3,186.0,274,M,794836,EUR,698284800,D,4,4,False,83.0,73.0,18.0,14.0,38.0,41.0,35.0,42.0,3.0,,,,90.0,94.0,8.5,10.0,4,,2.0,2.0,4.0,4.0,1.0,,,2.0,1.0,2.0,2.0,,2.0,2.0,,1.0,1.0,1.0,,,,,,,,,,,,,
11453075,home,Al-Taawoun,Saad Fahad Al Nasser,saad-fahad-al-nasser,S. F. A. Nasser,D,96,172.0,581,M,1118494,EUR,978912000,D,8,8,False,47.0,43.0,3.0,3.0,23.0,23.0,21.0,26.0,8.0,,,,79.0,67.0,7.5,8.0,0,2.0,,,2.0,4.0,1.0,,,2.0,3.0,2.0,1.0,2.0,1.0,,,,,,1.0,1.0,1.0,,,,,,,,,,
11453075,home,Al-Taawoun,Ashraf El Mahdioui,ashraf-el-mahdioui,A. E. Mahdioui,M,18,183.0,1641,M,788348,EUR,832896000,M,18,18,False,73.0,65.0,3.0,2.0,38.0,40.0,27.0,33.0,6.0,,,,90.0,85.0,7.0,8.0,1,,2.0,2.0,7.0,4.0,,,,1.0,2.0,1.0,1.0,1.0,5.0,,,,1.0,,,,1.0,,,True,1.0,,,,,,
11453075,home,Al-Taawoun,Flávio,flavio,Flávio,M,8,177.0,261,M,839521,EUR,823910400,M,24,24,False,51.0,46.0,3.0,3.0,19.0,21.0,28.0,33.0,8.0,,,,90.0,65.0,7.2,7.0,0,3.0,2.0,1.0,5.0,4.0,1.0,,,,1.0,3.0,3.0,,2.0,,,,,,1.0,,1.0,,,,,,,,,,
11453075,home,Al-Taawoun,Mohammed Al-Kuwaykibi,mohammed-al-kuwaykibi,M. Al-Kuwaykibi,F,7,168.0,101,M,847233,EUR,786326400,M,22,22,False,23.0,16.0,2.0,,3.0,4.0,15.0,28.0,1.0,,,,78.0,47.0,8.3,23.0,2,9.0,1.0,,8.0,3.0,2.0,6.0,2.0,,,,,1.0,1.0,,,1.0,1.0,1.0,2.0,4.0,2.0,,,,,1.0,,,,,
11453075,home,Al-Taawoun,Cristian Guanca,cristian-guanca,C. Guanca,M,10,177.0,565,M,789438,EUR,733190400,M,19,19,False,39.0,34.0,7.0,7.0,17.0,18.0,22.0,29.0,2.0,,,,78.0,58.0,7.8,12.0,2,8.0,,,5.0,1.0,3.0,2.0,,1.0,,,,1.0,2.0,1.0,,,1.0,,5.0,2.0,7.0,,,,,,1.0,,,,
11453075,home,Al-Taawoun,Sattam Al-Roqi,sattam-al-roqi,S. Al-Roqi,F,24,169.0,18,M,1521951,EUR,1017273600,M,7,7,False,15.0,14.0,,,6.0,7.0,8.0,9.0,6.0,,,,45.0,24.0,7.2,4.0,2,1.0,,,1.0,2.0,1.0,,,,1.0,1.0,1.0,1.0,,1.0,,1.0,,,,1.0,1.0,Sattam Al-Roqi,,,,,,,,,
