match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,stat_accurateOppositionHalfPasses,stat_totalCross,stat_duelLost,stat_interceptionWon,stat_fouls,player_sofascoreId,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelWon,stat_lastManTackle,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_keyPass,stat_bigChanceMissed,stat_shotOffTarget,stat_expectedGoals,stat_shotValueNormalized,stat_dispossessed,stat_hitWoodwork,stat_errorLeadToAShot,stat_challengeLost,stat_totalContest,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,captain,stat_bigChanceCreated,stat_totalOffside,stat_wonContest,stat_clearanceOffLine,stat_outfielderBlock
14064428,home,Olympique Lyonnais,Dominik Greif,dominik-greif,D. Greif,G,1,197,925,M,791046,EUR,860284800,G,1,1,False,17.0,15.0,5.0,3.0,0.0,15.0,15.0,2.0,1.0,6.0,1.0,1.0,2.0,2.0,2.0,90.0,22.0,6.9,2.0,7.432e-05,29.110278135189,4.0,12.6,7.56,0.0284,0,0.1204,0.02,0.05,0.2,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14064428,home,Olympique Lyonnais,Tanner Tessmann,tanner-tessmann,T. Tessmann,M,6,187,1230,M,1022084,EUR,1001289600,D,6,6,False,89.0,83.0,5.0,3.0,0.0,43.0,45.0,44.0,2.0,7.0,,,,,,89.0,98.0,7.2,8.0,0.035096,364.72251088455,45.0,140.385,16.485,,0,,0.33,0.19,0.18,,,,40.0,1.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14064428,home,Olympique Lyonnais,Moussa Niakhaté,moussa-niakhate,M. Niakhaté,D,19,190,8301,M,758168,EUR,826243200,D,19,19,False,82.0,78.0,8.0,5.0,0.0,40.0,40.0,42.0,3.0,6.0,,,,,,90.0,91.0,8.3,4.0,0.608383,302.70700833394,36.0,189.945,34.86,,0,,0.59,0.28,0.63,,,,38.0,1.0,3.0,1.0,1.0,niakhate,1.0,2.0,3.0,5.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,
14064428,home,Olympique Lyonnais,Nicolás Tagliafico,nicolas-tagliafico,N. Tagliafico,D,3,172,10932,M,158243,EUR,715219200,D,3,3,False,66.0,62.0,4.0,4.0,0.0,30.0,32.0,34.0,,5.0,,,,,,90.0,76.0,7.6,5.0,0.0650964,210.4116753547,28.0,64.89,13.335,,0,,0.42,0.11,-0.02,,,,32.0,1.0,5.0,,3.0,tagliafico3,1.0,2.0,3.0,7.0,,2.0,,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,
14064428,home,Olympique Lyonnais,Hans Hateboer,hans-hateboer,H. Hateboer,D,33,185,622,M,356352,EUR,758073600,M,33,33,False,50.0,41.0,1.0,,0.0,16.0,17.0,33.0,,1.0,,,,,,72.0,57.0,6.4,11.0,0.0212632,135.20693886141,14.0,40.74,24.57,,2,,-0.1,0.04,-0.02,,,,25.0,2.0,1.0,,1.0,,,,,1.0,,,,,1.0,,1.0,2.0,0.4757,-0.56,,,,,,,,,,,,,,,
14064428,home,Olympique Lyonnais,Tyler Morton,tyler-morton,T. Morton,M,23,185,6667,M,979118,EUR,1036022400,M,23,23,False,63.0,53.0,6.0,4.0,0.0,19.0,21.0,42.0,,7.0,,,,,,85.0,74.0,6.6,16.0,0.0518406,319.04207329414,29.0,152.88,20.685,,1,,-0.02,0.43,-0.11,,,,34.0,4.0,5.0,2.0,3.0,,,1.0,1.0,3.0,,1.0,1.0,1.0,1.0,1.0,,1.0,0.0875,-0.25,1.0,1.0,1.0,,,,,,,,,,,,
14064428,home,Olympique Lyonnais,Mathys de Carvalho,mathys-de-carvalho,M. d. Carvalho,M,39,183,447,,1545023,EUR,1114905600,M,39,39,False,49.0,46.0,4.0,3.0,0.0,15.0,16.0,33.0,1.0,6.0,,,,,,72.0,63.0,7.1,8.0,0.0813063,219.33422340869,31.0,137.445,20.58,,1,,0.12,0.42,0.15,,Mathys,de Carvalho,31.0,2.0,4.0,2.0,1.0,,,2.0,1.0,3.0,,2.0,1.0,2.0,,1.0,,1.0,0.027,-0.04,1.0,,,1.0,,,,,,,,,,,
14064428,home,Olympique Lyonnais,Abner Vinícius,abner-vinicius,Abner Vinícius,D,16,181,3931,M,973838,EUR,959385600,M,16,16,False,49.0,48.0,,,0.0,13.0,13.0,36.0,,1.0,,,,,,90.0,67.0,7.1,13.0,0.0871956,103.85854582921,16.0,87.57,14.07,,2,,0.09,0.13,-0.01,,,,35.0,10.0,3.0,,1.0,,2.0,,,,,,,1.0,,2.0,,,0.1138,0.33,1.0,,,,1.0,1.0,1.0,1.0,0.8116,,,,,,
14064428,home,Olympique Lyonnais,Pavel Šulc,pavel-sulc,P. Šulc,M,10,177,3149,M,957604,EUR,978048000,F,10,10,False,35.0,29.0,1.0,1.0,1.0,9.0,9.0,26.0,,5.0,,,,,,90.0,50.0,7.6,12.0,0.229644,80.377327928563,10.0,58.59,17.325,,4,,0.38,0.39,-0.07,,,,20.0,3.0,3.0,1.0,,,,,1.0,3.0,,1.0,,2.0,1.0,2.0,,2.0,0.1961,-0.54,,,,2.0,1.0,1.0,1.0,,0.1791,,,,,,
14064428,home,Olympique Lyonnais,Corentin Tolisso,corentin-tolisso,C. Tolisso,M,8,181,3233,M,343067,EUR,775872000,F,8,8,False,55.0,46.0,1.0,1.0,0.0,11.0,11.0,44.0,2.0,2.0,,,,,,90.0,71.0,6.5,14.0,0.419866,187.26872281113,23.0,59.535,21.735,,4,,0.25,0.15,-0.01,,,,35.0,4.0,3.0,,1.0,,1.0,1.0,1.0,1.0,,,,1.0,,1.0,2.0,1.0,0.7977,-0.64,1.0,,,1.0,,3.0,,,0.5688,True,1.0,1.0,,,
