match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_totalOffside,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,stat_dispossessed,stat_bigChanceCreated,stat_outfielderBlock,stat_keyPass,stat_accurateCross,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_hitWoodwork,player_sofascoreId,captain,stat_errorLeadToAShot,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_ownGoals,stat_lastManTackle
14025247,home,Sunderland,Robin Roefs,robin-roefs,R. Roefs,G,22,193,2150,M,1012928,EUR,1042761600,G,22,22,False,37.0,18.0,25.0,6.0,0.0,14.0,14.0,4.0,23.0,6.0,1.0,2.0,3.0,90.0,42.0,7.4,19.0,0.00067206,0.5139,0,0.2698,0.06,0.0,0.14,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14025247,home,Sunderland,Nordi Mukiele,nordi-mukiele,N. Mukiele,D,20,185,6353,M,780014,EUR,878342400,D,20,20,False,40.0,29.0,4.0,1.0,0.0,17.0,18.0,12.0,22.0,7.0,,,,90.0,73.0,9.3,20.0,0.0643899,,2,,0.17,0.06,0.32,,,,1.0,1.0,10.0,4.0,15.0,2.0,2.0,2.0,1.0,1.0,1.0,8.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,0.2383,0.1866,0.5,,,,,,,,,,,,,,,,
14025247,home,Sunderland,Daniel Ballard,ballard-daniel,D. Ballard,D,5,187,4682,M,958878,EUR,937958400,D,5,5,False,44.0,32.0,6.0,,0.0,20.0,24.0,12.0,20.0,1.0,,,,90.0,61.0,7.3,14.0,0.131039,,1,,0.08,0.06,0.48,,,,,5.0,7.0,7.0,10.0,,,,,1.0,,6.0,1.0,1.0,1.0,1.0,2.0,1.0,,0.0578,0.0352,-0.17,1.0,1.0,2.0,2.0,,,,,,,,,,,,
14025247,home,Sunderland,Omar Alderete,omar-alderete,O. Alderete,D,15,187,5163,M,805137,EUR,851558400,D,15,15,False,29.0,23.0,4.0,,0.0,13.0,15.0,10.0,14.0,1.0,,,,90.0,40.0,6.6,7.0,0.0139081,,0,,0.22,0.03,0.27,,,,,6.0,2.0,8.0,3.0,,,,,,,7.0,,1.0,,,,1.0,,,,,1.0,,,1.0,,,,,,,,,,,,
14025247,home,Sunderland,Trai Hume,hume-trai,T. Hume,D,32,180,1062,M,989034,EUR,1016409600,D,32,32,False,28.0,23.0,,,1.0,10.0,10.0,13.0,18.0,1.0,,,,90.0,48.0,7.4,10.0,0.118696,,2,,0.36,0.1,0.13,,,,4.0,3.0,3.0,5.0,5.0,2.0,,,1.0,,,4.0,,,,,2.0,,,0.2411,,-0.34,,1.0,,1.0,2.0,1.0,1.0,1.0,,,,,,,,
14025247,home,Sunderland,Granit Xhaka,granit-xhaka,G. Xhaka,M,34,185,15717,M,117777,EUR,717552000,M,34,34,False,57.0,44.0,11.0,5.0,0.0,19.0,22.0,25.0,35.0,5.0,,,,90.0,68.0,7.1,14.0,0.0557563,,1,,0.26,0.1,-0.11,,,,2.0,,3.0,1.0,5.0,1.0,,,,,,5.0,1.0,1.0,1.0,,1.0,,,0.0347,,-0.27,,,,1.0,1.0,,1.0,,Granit_Xhaka,True,1.0,,,,,
14025247,home,Sunderland,Noah Sadiki,noah-sadiki,N. Sadiki,M,27,173,15416,M,1171539,EUR,1103241600,M,27,27,False,31.0,28.0,1.0,1.0,0.0,16.0,17.0,12.0,14.0,5.0,,,,89.0,47.0,6.7,8.0,0.0113132,,1,,0.04,0.28,-0.01,,,,,1.0,,4.0,4.0,,4.0,2.0,,,,1.0,2.0,,,1.0,2.0,,,0.0321,,-0.08,1.0,,,,,,1.0,,,,,,,,,
14025247,home,Sunderland,Bertrand Traoré,bertrand-traore,B. Traoré,F,25,180,34194,M,218160,EUR,810345600,M,25,25,False,16.0,11.0,2.0,1.0,0.0,7.0,9.0,4.0,7.0,3.0,,,,63.0,23.0,6.4,7.0,0.00179818,,0,,-0.13,0.01,0.17,,,,,4.0,,6.0,3.0,,3.0,2.0,,,,1.0,,,,,1.0,1.0,,,,,1.0,,,,,,,,bertrandtraore10,,,,,,,
14025247,home,Sunderland,Chris Rigg,chris-rigg,C. Rigg,M,11,177,2180,M,1394089,EUR,1182124800,M,11,11,False,14.0,9.0,,,0.0,3.0,8.0,6.0,6.0,2.0,,,,76.0,22.0,6.4,8.0,0.00832657,,0,,-0.16,0.0,-0.15,,,,,1.0,,3.0,3.0,,2.0,,,,,,,2.0,1.0,1.0,1.0,,,,,,,,,1.0,,,,,,,1.0,,,,,
14025247,home,Sunderland,Enzo Le Fée,enzo-le-fee,E. Le Fée,M,28,173,3108,M,984014,EUR,949536000,M,28,28,False,28.0,22.0,3.0,1.0,0.0,9.0,9.0,13.0,19.0,4.0,,,,90.0,53.0,6.7,16.0,0.0213431,,0,,0.01,0.19,0.26,,,,3.0,4.0,,10.0,6.0,2.0,3.0,1.0,,,,2.0,2.0,4.0,2.0,2.0,1.0,,,,,,2.0,,2.0,1.0,,,,,,,,,,,,
