match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,player_firstName,player_lastName,captain,stat_aerialLost,stat_bigChanceCreated,stat_interceptionWon,stat_totalOffside,stat_dispossessed,stat_blockedScoringAttempt,stat_expectedGoals,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_shotOffTarget,stat_bigChanceMissed,stat_errorLeadToAGoal,stat_savedShotsFromInsideTheBox,stat_outfielderBlock
13472709,home,Palmeiras,Weverton,weverton,Weverton,G,1,189,7138,M,Weverton,243529,EUR,566352000,G,21,21,False,22.0,18.0,11.0,7.0,0.0,16.0,17.0,2.0,5.0,1.0,4.0,2.0,1.0,90.0,28.0,6.8,4.0,0.00980533,0,-0.4017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13472709,home,Palmeiras,Khellven,khellven,Khellven,D,12,176,2672,M,,984896,EUR,983059200,D,12,12,False,40.0,35.0,5.0,4.0,0.0,14.0,14.0,21.0,26.0,,1.0,,,90.0,62.0,7.4,11.0,0.12012,0,,5.0,1.0,1.0,7.0,7.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0,5.0,5.0,,,,,,,,,,,,,,,,,,
13472709,home,Palmeiras,Gustavo Gómez,gustavo-gomez,G. Gómez,D,15,185,8380,M,gustavogomez,220833,EUR,736646400,D,15,15,False,50.0,43.0,7.0,5.0,1.0,28.0,31.0,15.0,19.0,6.0,5.0,,,63.0,58.0,7.9,7.0,0.645703,0,,,,5.0,2.0,5.0,,,,,,,,1.0,2.0,,,True,1.0,2.0,1.0,1.0,,,,,,,,,,,
13472709,home,Palmeiras,Murilo,murilo,Murilo,D,26,188,4420,M,,874729,EUR,859420800,D,26,26,False,73.0,70.0,3.0,3.0,0.0,43.0,44.0,27.0,29.0,2.0,4.0,,,90.0,88.0,7.0,6.0,0.205633,0,,2.0,2.0,4.0,5.0,8.0,2.0,,,3.0,,,1.0,1.0,,,,,1.0,,2.0,,1.0,,,,,,,,,,
13472709,home,Palmeiras,Joaquín Piquerez,joaquin-piquerez,J. Piquerez,D,22,183,6392,M,,881110,EUR,903916800,D,22,22,False,73.0,67.0,4.0,3.0,0.0,26.0,27.0,41.0,46.0,2.0,,,,90.0,90.0,6.8,13.0,0.0296995,1,,4.0,,,3.0,2.0,,3.0,,2.0,1.0,,,,,,,,,,1.0,,,1.0,0.011,,,,,,,,
13472709,home,Palmeiras,Aníbal Moreno,anibal-moreno,A. Moreno,M,5,177,5203,M,,977677,EUR,926553600,M,5,5,False,79.0,74.0,10.0,9.0,0.0,42.0,44.0,32.0,35.0,,4.0,,,90.0,89.0,7.2,7.0,0.0551679,0,,,,1.0,4.0,5.0,2.0,1.0,,4.0,3.0,,,,,,,,,,,,1.0,,,,,,,,,,
13472709,home,Palmeiras,Lucas Evangelista,lucas-evangelista,L. Evangelista,M,30,181,3216,M,,331397,EUR,799718400,M,30,30,False,38.0,34.0,5.0,4.0,0.0,12.0,13.0,22.0,25.0,,5.0,,,62.0,43.0,7.7,5.0,0.0163849,1,,,,,1.0,2.0,1.0,,,2.0,1.0,1.0,,,,,,,,,1.0,,,,0.5198,1.0,1.0,0.9786,,,,,
13472709,home,Palmeiras,Facundo Torres,facundo-torres,F. Torres,M,17,177,5945,M,,874572,EUR,955584000,M,17,17,False,36.0,30.0,,,1.0,5.0,6.0,25.0,30.0,,3.0,,,90.0,55.0,7.6,13.0,0.444541,2,,3.0,,3.0,5.0,8.0,1.0,3.0,1.0,1.0,,2.0,3.0,1.0,3.0,,,,1.0,1.0,1.0,,,1.0,0.1334,,,,1.0,,,,
13472709,home,Palmeiras,José López,jose-lopez,J. López,F,42,188,16738,M,,1094179,EUR,976060800,M,42,42,False,14.0,10.0,2.0,2.0,0.0,2.0,3.0,8.0,11.0,,2.0,,,76.0,35.0,7.5,11.0,0.305408,6,,,,5.0,7.0,9.0,,3.0,2.0,,,2.0,2.0,,3.0,José López,,,4.0,,,1.0,2.0,1.0,0.2892,1.0,,0.0959,4.0,1.0,,,
13472709,home,Palmeiras,Felipe Anderson,felipe-anderson,F. Anderson,M,7,175,6076,M,F_Andersoon,152276,EUR,734832000,M,7,7,False,54.0,47.0,1.0,1.0,1.0,7.0,10.0,40.0,44.0,,7.0,,,76.0,70.0,7.7,11.0,0.0791997,1,,1.0,,1.0,3.0,7.0,1.0,6.0,4.0,1.0,1.0,,1.0,,2.0,,,,,1.0,,,,,0.0146,1.0,,0.0324,,,,,
