match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltySave,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wasFouled,stat_fouls,stat_keyPass,stat_aerialLost,stat_aerialWon,stat_dispossessed,stat_blockedScoringAttempt,stat_outfielderBlock,stat_wonTackle,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_penaltyConceded,stat_goalAssist,stat_totalCross,stat_accurateCross,stat_bigChanceMissed,stat_onTargetScoringAttempt,captain,stat_challengeLost,stat_bigChanceCreated,stat_goals,stat_clearanceOffLine,stat_ownGoals,stat_goodHighClaim,player_sofascoreId,stat_penaltyWon,stat_hitWoodwork,stat_penaltyMiss
10382083,home,FC Volendam,Filip Stanković,filip-stankovic,F. Stanković,G,1,185,1035,M,986355,EUR,1014595200,G,1,1,False,27.0,19.0,15.0,7.0,15.0,17.0,4.0,10.0,6.0,3.0,1.0,1.0,5.0,90.0,35.0,7.4,9.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382083,home,FC Volendam,Achraf Douiri,achraf-douiri,A. Douiri,F,,180,38,M,1084535,EUR,943660800,D,24,24,False,15.0,12.0,4.0,2.0,9.0,10.0,3.0,5.0,2.0,,,,,45.0,25.0,7.0,4.0,1,Achraf Douiri,,1.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
10382083,home,FC Volendam,Xavier Mbuyamba,xavier-mbuyamba,X. Mbuyamba,D,3,195,632,M,974020,EUR,1009756800,D,31,31,False,47.0,39.0,7.0,5.0,22.0,23.0,17.0,24.0,12.0,,,,,90.0,64.0,6.7,10.0,2,,,6.0,9.0,1.0,1.0,1.0,6.0,1.0,3.0,,3.0,,2.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,
10382083,home,FC Volendam,Damon Mirani,damon-mirani,D. Mirani,D,4,182,56,M,318575,EUR,831945600,D,4,4,False,30.0,28.0,2.0,1.0,13.0,15.0,15.0,15.0,3.0,,,,,90.0,40.0,6.6,2.0,0,,,4.0,2.0,,,,5.0,1.0,1.0,,2.0,1.0,2.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,
10382083,home,FC Volendam,Derry Murkin,derry-murkin,D. Murkin,D,2,183,178,M,946561,EUR,933033600,D,5,5,False,42.0,32.0,7.0,3.0,10.0,12.0,23.0,32.0,3.0,,,,,90.0,66.0,7.4,14.0,2,,,2.0,6.0,2.0,2.0,,3.0,,3.0,1.0,1.0,3.0,1.0,,,,,,,2.0,,1.0,2.0,1.0,1.0,2.0,,,,,,,,,,,
10382083,home,FC Volendam,Carel Eiting,carel-eiting,C. Eiting,M,6,178,347,M,803025,EUR,887155200,M,8,8,False,35.0,24.0,2.0,1.0,6.0,7.0,19.0,39.0,2.0,,,,,89.0,57.0,6.8,24.0,3,,,7.0,2.0,2.0,1.0,,,1.0,,,1.0,3.0,2.0,1.0,1.0,3.0,,,,1.0,,,11.0,1.0,,,True,2.0,,,,,,,,,
10382083,home,FC Volendam,Calvin Twigt,calvin-twigt,C. Twigt,M,8,183,95,M,1084944,EUR,1043884800,M,17,17,False,15.0,13.0,3.0,3.0,6.0,6.0,8.0,12.0,5.0,,,,,45.0,29.0,7.4,4.0,0,Calvin Twigt,,1.0,5.0,,,,,1.0,3.0,1.0,1.0,2.0,,1.0,,,,1.0,,,,,3.0,1.0,,,,,,,,,,,,,
10382083,home,FC Volendam,Gaetano Oristanio,gaetano-oristanio,G. Oristanio,F,21,174,954,M,965009,EUR,1033171200,M,10,10,False,19.0,14.0,,,3.0,5.0,11.0,16.0,6.0,,,,,84.0,40.0,6.7,14.0,3,,,4.0,5.0,2.0,1.0,2.0,,1.0,1.0,3.0,1.0,1.0,,,1.0,,,,,4.0,,1.0,2.0,,1.0,1.0,,1.0,,,,,,,,,
10382083,home,FC Volendam,Francesco Antonucci,francesco-antonucci,F. Antonucci,M,10,171,173,M,826175,EUR,929836800,M,19,19,False,29.0,26.0,1.0,1.0,10.0,10.0,16.0,19.0,1.0,,,,,90.0,40.0,7.9,6.0,6,,,2.0,1.0,1.0,,2.0,,,1.0,,,4.0,,,1.0,1.0,,,,1.0,,,,,,3.0,,,1.0,1.0,,,,,,,
10382083,home,FC Volendam,Daryl van Mieghem,daryl-van-mieghem,D. v. Mieghem,M,7,175,120,M,163539,EUR,628819200,M,7,7,False,28.0,20.0,3.0,1.0,6.0,7.0,14.0,21.0,5.0,,,,,90.0,45.0,8.0,11.0,4,,,1.0,2.0,,,2.0,2.0,1.0,1.0,,,,1.0,1.0,,,1.0,1.0,,3.0,,,,,,2.0,,,,1.0,1.0,,,,,,
