match_id,text,homeScore,awayScore,isLive,time,addedTime,timeSeconds,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,id,injury,isHome,incidentClass,confirmed,player_id,player_name,description,reason,length,from
10382083,FT,3.0,2.0,False,90,999.0,5400.0,1,0.0,2700.0,period,,,,,,,,,,,
10382083,,,,,90,2.0,,1,,,substitution,121812978.0,False,True,regular,,,,,,,
10382083,,,,,90,1.0,,1,,,varDecision,17769.0,,False,goalAwarded,False,1036005.0,Nikolas Agrafiotis,,,,
10382083,,,,,90,,,1,,,inGamePenalty,118423864.0,,False,missed,,907909.0,Reda Kharchouch,Goalkeeper save,goalkeeperSave,,
10382083,,,,,90,0.0,,1,,,injuryTime,,,,,,,,,,6.0,
10382083,,,,,84,,,7,,,substitution,121812930.0,False,True,regular,,,,,,,
10382083,,3.0,2.0,,78,,,13,,,goal,168927788.0,,False,regular,,1036005.0,Nikolas Agrafiotis,,,,
10382083,,,,,74,,,17,,,substitution,121812888.0,False,False,regular,,,,,,,
10382083,,,,,74,,,17,,,substitution,121812887.0,False,True,regular,,,,,,,
10382083,,,,,63,,,28,,,substitution,121812824.0,False,False,regular,,,,,,,
10382083,,,,,63,,,28,,,substitution,121812822.0,False,False,regular,,,,,,,
10382083,,,,,63,,,28,,,substitution,121812823.0,False,False,regular,,,,,,,
10382083,,,,,63,,,28,,,substitution,121812821.0,False,False,regular,,,,,,,
10382083,,3.0,1.0,,56,,,35,,,goal,168927673.0,,False,regular,,823856.0,Lazaros Lamprou,,,,
10382083,,,,,46,,,45,,,substitution,121812737.0,False,True,regular,,,,,,,
10382083,,,,,46,,,45,,,substitution,121812736.0,False,True,regular,,,,,,,
10382083,HT,3.0,0.0,False,45,999.0,2700.0,1,0.0,2700.0,period,,,,,,,,,,,
10382083,,3.0,0.0,,27,,,19,,,goal,168927465.0,,True,regular,,826175.0,Francesco Antonucci,,,,
10382083,,2.0,0.0,,23,,,23,,,goal,168927452.0,,True,ownGoal,,367118.0,Stijn van Gassel,,,,owngoal
10382083,,1.0,0.0,,10,,,36,,,goal,168927391.0,,True,regular,,163539.0,Daryl van Mieghem,,,,
