match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_blockedScoringAttempt,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,captain,stat_aerialLost,stat_unsuccessfulTouch,stat_totalCross,stat_accurateCross,stat_onTargetScoringAttempt,stat_keyPass,stat_totalOffside,player_sofascoreId,stat_goodHighClaim,stat_goalAssist,stat_bigChanceCreated,stat_bigChanceMissed,stat_goals
11352254,home,Sheffield United,Wesley Foderingham,,,wesley-foderingham,W. Foderingham,G,25,185,333,M,187861,EUR,663811200,G,18,18,False,30.0,9.0,25.0,4.0,5.0,5.0,4.0,25.0,8.0,5.0,7.0,90.0,38.0,8.0,21.0,0.0,0.0,0.00367608,0,0.9279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352254,home,Sheffield United,Anel Ahmedhodžić,,,anel-ahmedhodzic,A. Ahmedhodžić,D,21,190,1549,M,825899,EUR,922406400,D,15,15,False,26.0,16.0,5.0,,8.0,9.0,8.0,17.0,5.0,,,90.0,47.0,6.8,12.0,0.0637,0.0,0.00290707,2,,2.0,6.0,6.0,1.0,2.0,1.0,1.0,1.0,1.0,8.0,1.0,1.0,2.0,1.0,1.0,3.0,,,,,,,,,,,,,,
11352254,home,Sheffield United,John Egan,,,john-egan,J. Egan,D,15,185,220,M,100578,EUR,719539200,D,12,12,False,22.0,8.0,10.0,1.0,5.0,8.0,3.0,14.0,5.0,,,90.0,41.0,6.9,16.0,0.041,0.0,0.0093267,1,,4.0,7.0,5.0,2.0,1.0,,,1.0,,11.0,1.0,2.0,1.0,1.0,,1.0,True,3.0,,,,,,,,,,,,
11352254,home,Sheffield United,Jack Robinson,,,jack-robinson,J. Robinson,D,6,180,148,M,98454,EUR,746841600,D,19,19,False,17.0,10.0,4.0,,6.0,12.0,4.0,5.0,5.0,,,80.0,33.0,6.7,13.0,0.0,0.0,0.00269327,0,,,2.0,,,,,,,,4.0,2.0,1.0,,,,,,2.0,3.0,,,,,,,,,,,
11352254,home,Sheffield United,George Baldock,,,george-baldock,G. Baldock,D,,175,359,M,112928,EUR,731635200,M,2,2,False,27.0,17.0,4.0,1.0,8.0,10.0,9.0,22.0,8.0,,,90.0,57.0,6.6,18.0,0.0,0.0,0.0142137,0,,,7.0,5.0,1.0,2.0,1.0,1.0,,,2.0,,,2.0,2.0,2.0,2.0,,2.0,,5.0,,,,,,,,,,
11352254,home,Sheffield United,Chris Basham,,,chris-basham,C. Basham,D,,191,56,M,33854,EUR,585360000,M,6,6,False,21.0,18.0,,,11.0,12.0,7.0,9.0,4.0,,,80.0,34.0,6.7,6.0,0.0,0.0,0.00405514,0,,4.0,6.0,6.0,1.0,2.0,1.0,,,,2.0,1.0,2.0,1.0,,1.0,,,2.0,,,,,,,,,,,,
11352254,home,Sheffield United,Oliver Norwood,,,oliver-norwood,O. Norwood,M,26,180,223,M,100637,EUR,671414400,M,16,16,False,44.0,33.0,13.0,7.0,11.0,12.0,24.0,37.0,4.0,,,90.0,59.0,7.1,16.0,0.0396,0.0475,0.08602,2,,1.0,7.0,2.0,2.0,1.0,,,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,,3.0,1.0,5.0,2.0,1.0,2.0,,,,,,,
11352254,home,Sheffield United,Max Lowe,,,max-lowe,M. Lowe,D,3,175,111,M,355154,EUR,863308800,M,3,3,False,17.0,11.0,1.0,1.0,4.0,5.0,7.0,12.0,2.0,,,80.0,34.0,7.3,6.0,0.0,0.0,0.008573,0,,,4.0,9.0,2.0,,,,,,4.0,1.0,1.0,8.0,5.0,1.0,2.0,,,,,,,1.0,,,,,,,
11352254,home,Sheffield United,Bénie Traoré,Benie Traore,,benie-traore,B. Traore,M,11,172,1378,M,1099792,EUR,1038614400,F,11,11,False,12.0,10.0,1.0,1.0,2.0,2.0,8.0,10.0,7.0,,,87.0,23.0,6.3,9.0,0.0,0.0,0.0817423,0,,,17.0,3.0,2.0,1.0,5.0,,,,,,,2.0,1.0,1.0,5.0,,4.0,1.0,,,,2.0,,,,,,,
11352254,home,Sheffield United,William Osula,,,osula-william,W. Osula,F,18,191,2934,M,1122603,EUR,1059955200,F,32,32,False,8.0,5.0,,,2.0,2.0,4.0,7.0,2.0,,,90.0,26.0,6.3,11.0,0.2386,0.0,0.0105906,2,,1.0,18.0,4.0,,2.0,1.0,,1.0,1.0,,1.0,,,,3.0,3.0,,12.0,3.0,1.0,1.0,,,2.0,,,,,,
11352254,home,Sheffield United,Ben Osborn,Ben,Osborn,ben-osborn,B. Osborn,M,23,176,72,M,282665,EUR,776044800,F,23,23,False,20.0,11.0,4.0,,4.0,6.0,7.0,16.0,5.0,,,87.0,42.0,6.6,15.0,0.1233,0.0,0.00533532,1,,,2.0,2.0,1.0,,1.0,,,1.0,1.0,,,2.0,,,,,,2.0,2.0,,,,,,,,,,
11352254,home,Sheffield United,Yasser Larouci,Yasser,Larouci,larouci-yasser,Y. Larouci,D,76,175,3600,M,927360,EUR,978307200,D,27,27,True,4.0,4.0,1.0,1.0,1.0,1.0,3.0,3.0,,,,10.0,11.0,6.9,,0.0,0.0,0.00213809,0,,,1.0,2.0,,,,,,,1.0,,2.0,1.0,,1.0,,,1.0,,,,,,,larouci.yasseroff,,,,,
11352254,home,Sheffield United,Anis Ben Slimane,,,anis-ben-slimane,A. B. Slimane,M,20,188,2662,M,1006147,EUR,984700800,M,25,25,True,2.0,,,,,,,2.0,1.0,,,10.0,7.0,6.4,4.0,0.0,0.0,0.0,0,,,5.0,1.0,1.0,,1.0,,,,,,1.0,,,1.0,1.0,,2.0,,,,,,,,,,,,
11352254,home,Sheffield United,Vinícius Souza,,,vinicius-souza,Vinicius,M,5,187,1714,M,979290,EUR,929577600,M,21,21,True,5.0,3.0,,,,1.0,3.0,4.0,1.0,,,10.0,8.0,6.6,3.0,0.0,0.0,0.00078303,0,,1.0,1.0,3.0,,1.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,
11352254,home,Sheffield United,Andre Brooks,,,andre-brooks,A. Brooks,M,11,180,245,M,1396445,EUR,1061337600,M,35,35,True,7.0,7.0,,,2.0,2.0,5.0,6.0,1.0,,,9.0,12.0,6.6,2.0,0.0,0.0,0.0159012,0,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,
11352254,home,Sheffield United,Antwoine Hackford,,,antwoine-hackford,A. Hackford,F,16,177,71,M,1049860,EUR,1079740800,F,39,39,True,,,,,,,,,,,,9.0,,6.5,,0.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352254,home,Sheffield United,Adam Davies,,,adam-davies,A. Davies,G,17,185,109,M,288997,EUR,711331200,G,1,1,True,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352254,home,Sheffield United,Auston Trusty,,,auston-trusty,A. Trusty,D,6,188,817,M,822459,EUR,902880000,D,5,5,True,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352254,home,Sheffield United,Femi Seriki,,,femi-seriki,F. Seriki,D,38,180,155,M,966458,EUR,1019952000,D,38,38,True,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352254,home,Sheffield United,Louie Marsh,,,louie-marsh,L. Marsh,F,30,176,95,M,1426132,EUR,1088640000,F,34,34,True,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352254,away,Crystal Palace,Sam Johnstone,,,sam-johnstone,S. Johnstone,G,31,193,600,M,98427,EUR,733017600,G,1,1,False,23.0,17.0,13.0,7.0,16.0,16.0,1.0,7.0,7.0,,1.0,90.0,30.0,7.1,6.0,0.0,0.0,0.00044746,0,0.0475,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,
11352254,away,Crystal Palace,Joel Ward,,,joel-ward,J. Ward,D,25,188,258,M,39183,EUR,625622400,D,2,2,False,58.0,50.0,4.0,1.0,26.0,27.0,24.0,33.0,6.0,,,90.0,85.0,6.9,17.0,0.0,0.0,0.0217638,0,,3.0,3.0,5.0,,1.0,1.0,,,,2.0,,,2.0,1.0,,1.0,True,,2.0,2.0,,,,,,,,,,
11352254,away,Crystal Palace,Joachim Andersen,,,joachim-andersen,J. Andersen,D,5,190,2378,M,362682,EUR,833500800,D,16,16,False,84.0,78.0,12.0,10.0,45.0,46.0,33.0,39.0,6.0,,,90.0,101.0,8.6,8.0,0.1512,0.33,0.11382,2,,4.0,3.0,10.0,,,2.0,2.0,,,6.0,1.0,,3.0,1.0,1.0,2.0,,1.0,,1.0,,2.0,2.0,,,,,,,
11352254,away,Crystal Palace,Marc Guéhi,,,marc-guehi,M. Guéhi,D,15,182,22326,M,877994,EUR,963446400,D,6,6,False,83.0,74.0,11.0,8.0,58.0,64.0,16.0,19.0,4.0,,,89.0,95.0,7.6,10.0,0.03,0.0,0.00796476,1,,3.0,2.0,7.0,,,1.0,1.0,1.0,,2.0,2.0,2.0,1.0,,2.0,,,2.0,1.0,,,,1.0,,MarcGuehi13,,,,,
11352254,away,Crystal Palace,Tyrick Mitchell,,,tyrick-mitchell,T. Mitchell,M,3,174,1388,M,988275,EUR,936144000,D,3,3,False,66.0,51.0,5.0,1.0,32.0,39.0,19.0,27.0,11.0,,,90.0,99.0,7.3,20.0,0.0,0.0,0.0236407,0,,1.0,2.0,6.0,1.0,,1.0,1.0,,,3.0,,,2.0,1.0,2.0,,,1.0,1.0,,,,,,,,,,,
11352254,away,Crystal Palace,Jefferson Lerma,,,jefferson-lerma,J. Lerma,M,8,179,5444,M,355796,EUR,783043200,M,8,8,False,73.0,58.0,,,26.0,35.0,32.0,38.0,4.0,,,90.0,89.0,7.7,18.0,0.0162,0.0,0.0191135,1,,12.0,6.0,18.0,,3.0,1.0,1.0,1.0,,1.0,,1.0,3.0,3.0,2.0,2.0,,1.0,,,,,1.0,,jeffersonlerma,,,,,
11352254,away,Crystal Palace,Cheick Doucouré,,,cheick-doucoure,C. Doucouré,M,28,181,1463,M,906047,EUR,947289600,M,28,28,False,46.0,38.0,2.0,,21.0,25.0,17.0,21.0,7.0,,,90.0,59.0,6.9,15.0,0.009,0.1944,0.0304347,1,,1.0,4.0,3.0,,1.0,,,,,,,,2.0,1.0,,2.0,,1.0,6.0,,,1.0,3.0,,,,,,,
11352254,away,Crystal Palace,Jordan Ayew,,,jordan-ayew,J. Ayew,F,9,182,13272,M,103045,EUR,684547200,M,9,9,False,41.0,33.0,2.0,,12.0,13.0,22.0,33.0,4.0,,,90.0,72.0,7.2,23.0,0.0912,0.0239,0.451391,2,,1.0,11.0,5.0,,8.0,2.0,1.0,,1.0,,,1.0,1.0,,2.0,2.0,,,2.0,5.0,1.0,1.0,2.0,1.0,jordanayew9,,1.0,1.0,,
11352254,away,Crystal Palace,Eberechi Eze,,,eberechi-eze,E. Eze,F,10,178,55840,M,864921,EUR,899078400,M,10,10,False,46.0,39.0,,,11.0,11.0,33.0,44.0,4.0,,,90.0,85.0,8.4,20.0,0.5079,0.0,0.411604,8,,2.0,7.0,9.0,1.0,2.0,2.0,2.0,2.0,6.0,,,,,,5.0,1.0,,3.0,5.0,9.0,5.0,,7.0,,eze,,,1.0,,
